time_us,in_ms,in_dr,in_gs,in_yr,in_rv,in_ig,out_out,out_tgt,out_act,out_P,out_I,out_D,out_F
104564824,104564,5.17333317,9.52346992,0.0374798924,0,0.769536614,130,5.17333317,2.14743948,0.525838077,0.77404058,0.00635460299,0
104584816,104584,5.17333317,9.51353455,0.0380197279,0,0.77404058,131,5.17333317,2.17836976,0.526387215,0.778507829,0.00629621558,0
104604808,104604,5.17333317,9.50376129,0.0386704057,0,0.778507829,131,5.17333317,2.21565104,0.526928544,0.782928586,0.00622423459,0
104624800,104624,5.14666653,9.49412155,0.0391819626,0,0.782928586,131,5.14666653,2.24496102,0.524744689,0.78727448,0.00611263607,0
104644792,104644,5.14666653,9.48454189,0.0397210754,0,0.78727448,132,5.14666653,2.27584982,0.525274694,0.791582763,0.0060536745,0
104664784,104664,5.14666653,9.47454834,0.0401636399,0,0.791582763,132,5.14666653,2.30120683,0.525828779,0.795862019,0.00600653375,0
104684776,104684,5.14666653,9.46457958,0.0407117456,0,0.795862019,133,5.14666653,2.33261108,0.526382565,0.800102949,0.00594649836,0
104704768,104704,5.14666653,9.454566,0.0411489829,0,0.800102949,133,5.14666653,2.35766292,0.526940107,0.804315031,0.00589980232,0
104724760,104724,5.07999992,9.44443607,0.0415663384,0,0.804315031,133,5.07999992,2.38157558,0.520672262,0.808399081,0.00571431499,0
104744752,104744,5.07999992,9.43414783,0.0419761054,0,0.808399081,133,5.07999992,2.40505362,0.521240115,0.812456429,0.00567077426,0
104764744,104764,5.07999992,9.42363358,0.0423025042,0,0.812456429,134,5.07999992,2.42375493,0.521821678,0.816494405,0.00563741149,0
104784736,104784,5.07999992,9.41283703,0.0424710102,0,0.816494405,134,5.07999992,2.43340945,0.522420168,0.820526958,0.00562336389,0
104804728,104804,5.07999992,9.40173244,0.0429005995,0,0.820526958,135,5.07999992,2.45802307,0.523037255,0.824531436,0.0055776462,0
104824720,104824,4.98666668,9.39023304,0.0430132374,0,0.824531436,134,4.98666668,2.46447682,0.514056325,0.828392982,0.00537194312,0
104844712,104844,4.98666668,9.3782711,0.0431595966,0,0.828392982,135,4.98666668,2.47286248,0.514712036,0.832251489,0.0053609116,0
104864704,104864,4.98666668,9.36551762,0.0433467925,0,0.832251489,135,4.98666668,2.48358822,0.515412927,0.836104035,0.00534530729,0
104884696,104884,4.98666668,9.35223579,0.0432492197,0,0.836104035,136,4.98666668,2.47799754,0.516144872,0.839976132,0.00536485435,0
104904688,104904,4.98666668,9.33843613,0.0432743654,0,0.839976132,136,4.98666668,2.4794383,0.516907632,0.843857467,0.0053696963,0
104924680,104924,4.89333296,9.32403755,0.0432027914,0,0.843857467,136,4.89333296,2.47533751,0.508016169,0.847612202,0.00518658431,0
104944672,104944,4.89333296,9.30905724,0.0431513116,0,0.847612202,136,4.89333296,2.47238779,0.508833647,0.851383626,0.00520126801,0
104964664,104964,4.89333296,9.29341698,0.0429917648,0,0.851383626,137,4.89333296,2.46324658,0.509689987,0.855182052,0.0052296943,0
104984656,104984,4.89333296,9.27717972,0.042725306,0,0.855182052,137,4.89333296,2.44797969,0.510582089,0.85901773,0.00527176028,0
105004648,105004,4.89333296,9.2603054,0.0424364544,0,0.85901773,137,4.89333296,2.43142962,0.511512458,0.862893462,0.0053171101,0
105024640,105024,4.77333307,9.24281597,0.042159196,0,0.862893462,137,4.77333307,2.41554379,0.499912769,0.866619349,0.00510188518,0
105044632,105044,4.77333307,9.22470665,0.0417555645,0,0.866619349,137,4.77333307,2.39241743,0.500894189,0.870396554,0.00516204117,0
105064624,105064,4.77333307,9.20572472,0.0413268618,0,0.870396554,138,4.77333307,2.3678546,0.501926959,0.874228477,0.00522604864,0
105084616,105084,4.77333307,9.18621922,0.040857669,0,0.874228477,138,4.77333307,2.34097195,0.502992749,0.878119707,0.00529567432,0
105104608,105104,4.77333307,9.16619492,0.0404132605,0,0.878119707,139,4.77333307,2.31550908,0.50409162,0.882068872,0.00536280079,0
105124600,105124,4.61333323,9.14571381,0.0398722291,0,0.882068872,137,4.61333323,2.28451037,0.488285691,0.885827541,0.00509270886,0
105144592,105144,4.61333323,9.12485313,0.0392051376,0,0.885827541,138,4.61333323,2.24628878,0.489401966,0.889665425,0.00518812565,0
105164584,105164,4.61333323,9.10363388,0.0385542326,0,0.889665425,138,4.61333323,2.20899463,0.49054268,0.893581927,0.00528215105,0
105184576,105184,4.61333323,9.0821619,0.0379695259,0,0.893581927,139,4.61333323,2.17549348,0.491702408,0.897571802,0.00536841247,0
105204568,105204,4.61333323,9.06042671,0.0372338109,0,0.897571802,140,4.61333323,2.13334012,0.492881984,0.90165019,0.00547434017,0
105224560,105224,4.48000002,9.03855419,0.0364949889,0,0.90165019,139,4.48000002,2.09100866,0.479795128,0.905597925,0.00528622419,0
105244552,105244,4.48000002,9.01660824,0.0357470401,0,0.905597925,139,4.48000002,2.04815435,0.480962932,0.90963608,0.00539414771,0
105264544,105264,4.48000002,8.99436092,0.0351093449,0,0.90963608,140,4.48000002,2.01161718,0.482152581,0.913755238,0.00548873423,0
105284536,105284,4.48000002,8.97213745,0.0343467183,0,0.913755238,140,4.48000002,1.96792185,0.48334685,0.917968094,0.00559973205,0
105304528,105304,4.48000002,8.95003891,0.033626169,0,0.917968094,141,4.48000002,1.92663741,0.484540254,0.922271371,0.00570581295,0
105324520,105324,4.36000013,8.92812157,0.0329460204,0,0.922271371,140,4.36000013,1.88766778,0.472719133,0.926458538,0.00553830387,0
105344512,105344,4.36000013,8.90642166,0.0321542434,0,0.926458538,141,4.36000013,1.84230232,0.473870873,0.930743337,0.00565366866,0
105364504,105364,4.36000013,8.885005,0.0315535814,0,0.930743337,141,4.36000013,1.80788696,0.475013107,0.935107648,0.00574476458,0
105384496,105384,4.36000013,8.86393738,0.0308855642,0,0.935107648,142,4.36000013,1.76961243,0.476142108,0.939558506,0.00584477885,0
105404488,105404,4.36000013,8.84323597,0.0302700642,0,0.939558506,142,4.36000013,1.73434687,0.477256715,0.944091141,0.00593821798,0
105424480,105424,4.23999977,8.82293892,0.0297359899,0,0.944091141,141,4.23999977,1.70374668,0.465188891,0.948489606,0.00574922469,0
105444472,105444,4.23999977,8.80308628,0.0291652065,0,0.948489606,142,4.23999977,1.67104316,0.466237932,0.952964902,0.00583649101,0
105464464,105464,4.23999977,8.78347588,0.0287372861,0,0.952964902,143,4.23999977,1.64652514,0.467278898,0.95750308,0.00590534927,0
105484456,105484,4.23999977,8.76441288,0.0282569025,0,0.95750308,143,4.23999977,1.61900115,0.468295246,0.962109387,0.00598100247,0
105504448,105504,4.23999977,8.74588585,0.0278807413,0,0.962109387,144,4.23999977,1.59744871,0.469287276,0.966773272,0.00604295777,0
105524440,105524,4.15999985,8.72791862,0.0275668316,0,0.966773272,143,4.15999985,1.57946301,0.46138072,0.971346498,0.00591329252,0
105544432,105544,4.15999985,8.71055508,0.0272276569,0,0.971346498,144,4.15999985,1.56002975,0.46230042,0.975972533,0.00596969994,0
105564424,105564,4.15999985,8.69376183,0.0270026997,0,0.975972533,144,4.15999985,1.5471406,0.463193417,0.980639517,0.00601088256,0
105584416,105584,4.15999985,8.6776123,0.0268710256,0,0.980639517,145,4.15999985,1.53959632,0.464055449,0.985337377,0.00603945786,0
105604408,105604,4.15999985,8.66204453,0.0267390609,0,0.985337377,146,4.15999985,1.53203523,0.464889467,0.990065753,0.0060677696,0
105624400,105624,4.10666656,8.64705181,0.0266738813,0,0.990065753,146,4.10666656,1.52830076,0.459725082,0.994720995,0.0059635723,0
105644392,105644,4.10666656,8.63272572,0.0266319569,0,0.994720995,146,4.10666656,1.52589869,0.460487992,0.999396026,0.00597903365,0
105664384,105664,4.10666656,8.61888885,0.0266843904,0,0.999396026,147,4.10666656,1.52890289,0.461227238,1.00408065,0.00598166091,0
105684376,105684,4.10666656,8.60568428,0.0268972982,0,1.00408065,147,4.10666656,1.54110157,0.461934954,1.00875747,0.00596248917,0
105704368,105704,4.10666656,8.59307003,0.0270069651,0,1.00875747,148,4.10666656,1.54738498,0.462613076,1.01343644,0.00595661765,0
105724360,105724,4.03999996,8.58106327,0.0272265933,0,1.01343644,147,4.03999996,1.55996883,0.455739915,1.01798332,0.00578024192,0
105744352,105744,4.03999996,8.56961727,0.0275065228,0,1.01798332,148,4.03999996,1.5760076,0.456348628,1.02251279,0.00575053087,0
105764344,105764,4.03999996,8.55877876,0.0278532952,0,1.02251279,148,4.03999996,1.59587622,0.456926495,1.02701712,0.00571138412,0
105784336,105784,4.03999996,8.54853249,0.0281484164,0,1.02701712,149,4.03999996,1.61278534,0.457474202,1.03150105,0.00567866955,0
105804328,105804,4.03999996,8.53883362,0.0286378469,0,1.03150105,149,4.03999996,1.64082766,0.457993805,1.03594327,0.00561943743,0
105824320,105824,4,8.52962875,0.0289542228,0,1.03594327,149,4,1.65895462,0.453948557,1.04028726,0.0054892078,0
105844312,105844,4,8.52092361,0.029289281,0,1.04028726,150,4,1.67815208,0.454412341,1.04460442,0.00544975605,0
105865137,105865,4,8.51262569,0.029648412,0,1.04460442,150,4,1.6987288,0.454855293,1.049106,0.00540672475,0
105885129,105885,4,8.50479698,0.0299576744,0,1.049106,151,4,1.71644819,0.455273986,1.05336809,0.00537003204,0
105905121,105905,4,8.49738598,0.0303536654,0,1.05336809,151,4,1.73913682,0.455671042,1.05759513,0.00532131502,0
105925113,105925,3.9333334,8.49008179,0.0307394229,0,1.05759513,151,3.9333334,1.76123905,0.448462039,1.06166315,0.00511678029,0
105945105,105945,3.9333334,8.48339748,0.0309862234,0,1.06166315,151,3.9333334,1.77537978,0.448815405,1.06571114,0.00508747529,0
105965097,105965,3.9333334,8.47701931,0.0311718434,0,1.06571114,152,3.9333334,1.78601491,0.449153095,1.06974518,0.00506621134,0
105985089,105985,3.9333334,8.47091579,0.0314041674,0,1.06974518,152,3.9333334,1.79932618,0.449476719,1.07376003,0.00503843371,0
106005081,106005,3.9333334,8.46503258,0.0315494165,0,1.07376003,153,3.9333334,1.8076483,0.449789107,1.07776475,0.00502227293,0
106025073,106025,3.87999988,8.45933437,0.0317345932,0,1.07776475,153,3.87999988,1.81825817,0.443989128,1.08165431,0.00487447763,0
106045065,106045,3.87999988,8.45460892,0.0318306424,0,1.08165431,153,3.87999988,1.82376134,0.444237292,1.08553779,0.00486418372,0
106065057,106065,3.87999988,8.44994926,0.0319779962,0,1.08553779,153,3.87999988,1.8322041,0.444482237,1.08940959,0.00484688254,0
106085049,106085,3.87999988,8.44524193,0.0320146456,0,1.08940959,154,3.87999988,1.83430398,0.444730014,1.09328175,0.00484461151,0
106105041,106105,3.87999988,8.44051933,0.0320848413,0,1.09328175,154,3.87999988,1.83832586,0.444978833,1.09715056,0.00483779283,0
106125033,106125,3.78666663,8.43572998,0.032141149,0,1.09715056,153,3.78666663,1.84155214,0.434521437,1.10084057,0.00461160904,0
106145025,106145,3.78666663,8.43084335,0.0320875421,0,1.10084057,154,3.78666663,1.83848059,0.434773266,1.10454071,0.0046215686,0
106165017,106165,3.78666663,8.42583752,0.0320802256,0,1.10454071,154,3.78666663,1.83806145,0.435031563,1.10824609,0.00462530879,0
106185009,106185,3.78666663,8.42061329,0.0320974551,0,1.10824609,155,3.78666663,1.83904862,0.435301483,1.11195421,0.00462583406,0
106205001,106205,3.78666663,8.41523647,0.031990312,0,1.11195421,155,3.78666663,1.83290982,0.435579598,1.11567879,0.00464337924,0
106224993,106224,3.69333339,8.40962601,0.0319467373,0,1.11567879,154,3.69333339,1.8304131,0.42512697,1.11905706,0.00443044724,0
106244985,106244,3.69333339,8.40437889,0.0318581052,0,1.11905706,155,3.69333339,1.82533491,0.425392359,1.12262726,0.00444529811,0
106264977,106264,3.69333339,8.39881516,0.0317263529,0,1.12262726,155,3.69333339,1.81778598,0.42567417,1.12621665,0.00446621887,0
106284969,106284,3.69333339,8.39295578,0.0316368416,0,1.12621665,156,3.69333339,1.81265736,0.425971359,1.12982094,0.00448155822,0
106304961,106304,3.69333339,8.38671875,0.0316004343,0,1.12982094,156,3.69333339,1.81057143,0.426288128,1.13343453,0.00448986515,0
106324953,106324,3.57333302,8.3801384,0.0313740075,0,1.13343453,155,3.57333302,1.79759812,0.41276142,1.13684809,0.00423796056,0
106344945,106344,3.57333302,8.37321568,0.0312973261,0,1.13684809,155,3.57333302,1.79320455,0.413102657,1.14027572,0.0042519588,0
106364937,106364,3.57333302,8.36589718,0.0311360359,0,1.14027572,156,3.57333302,1.78396332,0.41346404,1.14372718,0.00427777087,0
106384929,106384,3.57333302,8.35822678,0.0309755411,0,1.14372718,156,3.57333302,1.77476764,0.413843483,1.14720285,0.00430370076,0
106404921,106404,3.57333302,8.35016727,0.0308237746,0,1.14720285,156,3.57333302,1.76607215,0.414242923,1.150702,0.00432868162,0
106424913,106424,3.45333314,8.34171963,0.0306599531,0,1.150702,155,3.45333314,1.75668585,0.400737226,1.15399361,0.00406785961,0
106444905,106444,3.45333314,8.33331108,0.0305181183,0,1.15399361,156,3.45333314,1.74855924,0.401141584,1.15730774,0.00409146817,0
106464897,106464,3.45333314,8.32450962,0.0303370655,0,1.15730774,156,3.45333314,1.73818576,0.401565701,1.16064906,0.00412071683,0
106484889,106484,3.45333314,8.31531143,0.0301864184,0,1.16064906,157,3.45333314,1.7295543,0.402009904,1.16401458,0.00414603529,0
106504881,106504,3.45333314,8.30569267,0.0300893355,0,1.16401458,157,3.45333314,1.72399187,0.402475476,1.16739881,0.00416423101,0
106524873,106524,3.31999993,8.29568195,0.0299530737,0,1.16739881,156,3.31999993,1.71618462,0.387402833,1.17054498,0.00386662688,0
106544865,106544,3.31999993,8.28527164,0.0297540873,0,1.17054498,156,3.31999993,1.70478356,0.387889594,1.17372155,0.00389900641,0
106564857,106564,3.31999993,8.27449608,0.0296268035,0,1.17372155,156,3.31999993,1.69749069,0.388394743,1.17692077,0.00392171135,0
106584849,106584,3.31999993,8.26336575,0.0293923132,0,1.17692077,157,3.31999993,1.68405545,0.388917863,1.18015516,0.00395951094,0
106604841,106604,3.31999993,8.25187111,0.0292784832,0,1.18015516,157,3.31999993,1.67753339,0.38945964,1.18341148,0.00398083404,0
106624833,106624,3.19999981,8.24001789,0.0291793365,0,1.18341148,156,3.19999981,1.67185271,0.37592274,1.18644989,0.00370908668,0
106644825,106644,3.19999981,8.22812462,0.028922461,0,1.18644989,156,3.19999981,1.65713489,0.376466095,1.18952644,0.0037502225,0
106664817,106664,3.19999981,8.21587467,0.0286597144,0,1.18952644,157,3.19999981,1.64208055,0.377027392,1.19264221,0.00379246101,0
106684809,106684,3.19999981,8.20330048,0.0286900364,0,1.19264221,157,3.19999981,1.6438179,0.377605319,1.19576406,0.00379403844,0
106704801,106704,3.19999981,8.1903944,0.0285321623,0,1.19576406,158,3.19999981,1.63477242,0.378200352,1.19891405,0.00382210524,0
106724793,106724,3.0666666,8.17718506,0.0282344855,0,1.19891405,156,3.0666666,1.61771679,0.363027513,1.20183945,0.00354388403,0
106744785,106744,3.0666666,8.16372013,0.0281329527,0,1.20183945,157,3.0666666,1.61189938,0.363626271,1.2047863,0.00356398127,0
106764777,106764,3.0666666,8.14998055,0.0280676037,0,1.2047863,157,3.0666666,1.60815513,0.364239275,1.20775068,0.00357917766,0
106784769,106784,3.0666666,8.13598633,0.0278366935,0,1.20775068,157,3.0666666,1.59492493,0.36486581,1.21075225,0.00361785665,0
106804761,106804,3.0666666,8.12173557,0.027686825,0,1.21075225,158,3.0666666,1.58633816,0.365505993,1.21378195,0.00364534999,0
106824753,106824,2.96000004,8.10726929,0.0274971388,0,1.21378195,157,2.96000004,1.57546997,0.353422284,1.21662569,0.00341552752,0
106844745,106844,2.96000004,8.09256363,0.0272866674,0,1.21662569,157,2.96000004,1.56341076,0.354064494,1.21950459,0.00345153711,0
106864737,106864,2.96000004,8.0770092,0.0272094496,0,1.21950459,158,2.96000004,1.55898654,0.354746342,1.22240376,0.00346913934,0
106884729,106884,2.96000004,8.06132698,0.0270300545,0,1.22240376,158,2.96000004,1.54870796,0.355436444,1.2253356,0.00350138894,0
106904721,106904,2.96000004,8.0455246,0.0268571749,0,1.2253356,158,2.96000004,1.53880274,0.356134564,1.22829962,0.00353288883,0
106924713,106924,2.82666659,8.02961826,0.0267168693,0,1.22829962,157,2.82666659,1.53076375,0.340766162,1.23101306,0.00322780688,0
106944705,106944,2.82666659,8.01358318,0.0266676731,0,1.23101306,157,2.82666659,1.52794504,0.341448039,1.23374331,0.00324130012,0
106964697,106964,2.82666659,7.99748898,0.0264590327,0,1.23374331,158,2.82666659,1.51599085,0.342135191,1.2365098,0.00327771809,0
106984689,106984,2.82666659,7.98131609,0.0263131745,0,1.2365098,158,2.82666659,1.50763381,0.342828453,1.23930514,0.0033053013,0
107004681,107004,2.82666659,7.965065,0.0260710083,0,1.23930514,158,2.82666659,1.49375868,0.343527943,1.24214149,0.00334688532,0
107024673,107024,2.72000003,7.94876909,0.0259655174,0,1.24214149,157,2.72000003,1.48771453,0.331242353,1.24477446,0.00310056959,0
107044665,107044,2.72000003,7.93244934,0.0258226916,0,1.24477446,158,2.72000003,1.47953117,0.331923813,1.24743581,0.00312758074,0
107064657,107064,2.72000003,7.91558933,0.0256390609,0,1.24743581,158,2.72000003,1.46900988,0.332630813,1.25013125,0.00316082616,0
107084649,107084,2.72000003,7.89877796,0.0254508201,0,1.25013125,158,2.72000003,1.45822453,0.333338767,1.2528615,0.00319486251,0
107104641,107104,2.72000003,7.88197613,0.0252403989,0,1.2528615,159,2.72000003,1.4461683,0.334049344,1.25562954,0.00323226466,0
107124633,107124,2.61333323,7.86523104,0.0251167342,0,1.25562954,158,2.61333323,1.43908274,0.321632653,1.25819206,0.00298592751,0
107144625,107144,2.61333323,7.84852171,0.0248976853,0,1.25819206,158,2.61333323,1.42653215,0.322317392,1.26079309,0.00302426633,0
107164617,107164,2.61333323,7.83188248,0.0246908795,0,1.26079309,158,2.61333323,1.4146831,0.32300216,1.26343119,0.0030609502,0
107184609,107184,2.61333323,7.81535864,0.0245831497,0,1.26343119,159,2.61333323,1.40851068,0.32368511,1.26609409,0.00308321766,0
107204601,107204,2.61333323,7.79889584,0.0244448148,0,1.26609409,159,2.61333323,1.4005847,0.324368387,1.26878583,0.00311005209,0
107224593,107224,2.50666666,7.78253031,0.0242542736,0,1.26878583,158,2.50666666,1.38966739,0.311783105,1.27127552,0.00287052989,0
107244585,107244,2.50666666,7.76627541,0.0240194593,0,1.27127552,158,2.50666666,1.37621355,0.312435657,1.27380574,0.00291118468,0
107264577,107264,2.50666666,7.74967766,0.0238146503,0,1.27380574,159,2.50666666,1.36447883,0.313104779,1.27637315,0.00294770394,0
107284569,107284,2.50666666,7.73323011,0.0236063935,0,1.27637315,159,2.50666666,1.35254669,0.313770711,1.27897847,0.00298483274,0
107304561,107304,2.50666666,7.71695995,0.0233822986,0,1.27897847,159,2.50666666,1.3397069,0.314432293,1.28162396,0.00302440277,0
107324553,107324,2.41333318,7.70090008,0.0231400281,0,1.28162396,159,2.41333318,1.32582593,0.303355992,1.28409958,0.002824364,0
107344545,107344,2.41333318,7.68501186,0.0229866896,0,1.28409958,159,2.41333318,1.31704021,0.303983182,1.28660548,0.00285306782,0
107364537,107364,2.41333318,7.66931725,0.0228931326,0,1.28660548,159,2.41333318,1.31167984,0.304605246,1.28913403,0.0028728852,0
107384529,107384,2.41333318,7.65383959,0.0225349031,0,1.28913403,159,2.41333318,1.29115474,0.30522123,1.29172003,0.00293232827,0
107404521,107404,2.41333318,7.63859415,0.0223646201,0,1.29172003,160,2.41333318,1.2813983,0.305830359,1.29433894,0.00296372548,0
107424513,107424,2.33333325,7.62354803,0.0221699402,0,1.29433894,159,2.33333325,1.27024388,0.296275973,1.29680836,0.00278896233,0
107444505,107444,2.33333325,7.60873556,0.021914497,0,1.29680836,159,2.33333325,1.25560808,0.296852767,1.29932153,0.00283286278,0
107464497,107464,2.33333325,7.59376049,0.0217592046,0,1.29932153,160,2.33333325,1.24671054,0.297438145,1.30186546,0.00286188303,0
107484489,107484,2.33333325,7.5790534,0.0215394888,0,1.30186546,160,2.33333325,1.23412168,0.298015326,1.30444884,0.00290065678,0
107504481,107504,2.33333325,7.56464148,0.0212874673,0,1.30444884,160,2.33333325,1.21968198,0.29858309,1.3070761,0.00294435932,0
107524473,107524,2.22666669,7.55051374,0.0211352669,0,1.3070761,159,2.22666669,1.21096158,0.285466731,1.30948126,0.00269042631,0
107544465,107544,2.22666669,7.53665161,0.0208309609,0,1.30948126,160,2.22666669,1.19352603,0.285991788,1.31193674,0.00274164346,0
107564457,107564,2.22666669,7.52310181,0.0206519607,0,1.31193674,160,2.22666669,1.1832701,0.286506921,1.31442559,0.00277384697,0
107584449,107584,2.22666669,7.50990391,0.0204074513,0,1.31442559,160,2.22666669,1.16926074,0.287010401,1.31695664,0.00281603029,0
107604441,107604,2.22666669,7.49700737,0.0203058682,0,1.31695664,160,2.22666669,1.16344047,0.287504107,1.31951046,0.00283640134,0
107624433,107624,2.13333321,7.48444796,0.0200370103,0,1.31951046,160,2.13333321,1.148036,0.275915235,1.32188499,0.00263291853,0
107644425,107644,2.13333321,7.47220135,0.0197255127,0,1.32188499,160,2.13333321,1.13018858,0.276367456,1.32431054,0.00268500415,0
107664417,107664,2.13333321,7.45999527,0.0194956437,0,1.32431054,160,2.13333321,1.11701798,0.276819646,1.32677591,0.00272470736,0
107684409,107684,2.13333321,7.44813204,0.0192825198,0,1.32677591,160,2.13333321,1.1048069,0.277260542,1.32927883,0.00276183686,0
107704401,107704,2.13333321,7.43665981,0.019100355,0,1.32927883,161,2.13333321,1.09436965,0.277688265,1.331815,0.00279416703,0
107724393,107724,2.05333328,7.42555952,0.0189617537,0,1.331815,160,2.05333328,1.0864284,0.267674536,1.33418238,0.00260426127,0
107744385,107744,2.05333328,7.41483831,0.0187501628,0,1.33418238,160,2.05333328,1.07430518,0.268061578,1.33658636,0.00264072651,0
107764377,107764,2.05333328,7.40451336,0.0184850302,0,1.33658636,161,2.05333328,1.0591141,0.268435389,1.33903444,0.00268544094,0
107784369,107784,2.05333328,7.39456558,0.0184192471,0,1.33903444,161,2.05333328,1.05534506,0.268796474,1.34149837,0.00269924756,0
107804361,107804,2.05333328,7.38500738,0.018148344,0,1.34149837,161,2.05333328,1.03982341,0.269144356,1.34400713,0.0027447769,0
107824353,107824,1.95999992,7.37585163,0.0179421585,0,1.34400713,160,1.95999992,1.02800989,0.257229418,1.34631979,0.00252713845,0
107844345,107844,1.95999992,7.3670845,0.017779246,0,1.34631979,160,1.95999992,1.01867568,0.257535547,1.34866118,0.00255548651,0
107864337,107864,1.95999992,7.35846567,0.0175762959,0,1.34866118,161,1.95999992,1.00704753,0.257837176,1.35103714,0.00259008422,0
107884329,107884,1.95999992,7.35027218,0.0173378196,0,1.35103714,161,1.95999992,0.993383825,0.25812462,1.35345244,0.00263015064,0
107904321,107904,1.95999992,7.34246922,0.0170627702,0,1.35345244,161,1.95999992,0.977624655,0.25839889,1.35591245,0.0026758716,0
107924313,107924,1.88,7.33512735,0.0170257017,0,1.35591245,160,1.88,0.975500822,0.248100147,1.35818195,0.00246621249,0
107945138,107945,1.88,7.32822323,0.0168055445,0,1.35818195,161,1.88,0.962886691,0.248333871,1.36060274,0.00250296225,0
107965130,107965,1.88,7.32174969,0.0166300666,0,1.36060274,161,1.88,0.95283258,0.24855344,1.36293757,0.00253263884,0
107985122,107985,1.88,7.31572199,0.0165008027,0,1.36293757,161,1.88,0.945426285,0.248758242,1.36529493,0.00255497335,0
108005114,108005,1.88,7.3099184,0.0162830818,0,1.36529493,161,1.88,0.932951808,0.248955742,1.36768758,0.00259113219,0
108025106,108025,1.80000007,7.30479383,0.0160972793,0,1.36768758,161,1.80000007,0.92230612,0.238529101,1.36990809,0.00240306277,0
108045098,108045,1.80000007,7.30065155,0.0159753412,0,1.36990809,161,1.80000007,0.915319562,0.238664448,1.37214887,0.00242356583,0
108065090,108065,1.80000007,7.2969141,0.0158760026,0,1.37214887,161,1.80000007,0.909627914,0.238786682,1.37440634,0.00244040741,0
108085082,108085,1.80000007,7.29357004,0.0156789552,0,1.37440634,161,1.80000007,0.898337901,0.238896176,1.37669456,0.00247248518,0
108105074,108105,1.80000007,7.29068041,0.0155306291,0,1.37669456,162,1.80000007,0.88983947,0.238990843,1.37900615,0.00249677803,0
108125066,108125,1.69333327,7.2881937,0.0154256308,0,1.37900615,160,1.69333327,0.883823514,0.224905118,1.38106358,0.00222142763,0
108145058,108145,1.69333327,7.28614283,0.0152233467,0,1.38106358,161,1.69333327,0.87223345,0.224968433,1.38315165,0.00225386699,0
108165050,108165,1.69333327,7.28449488,0.0150665436,0,1.38315165,161,1.69333327,0.863249302,0.225019306,1.38526344,0.0022790432,0
108185042,108185,1.69333327,7.28332043,0.0149574429,0,1.38526344,161,1.69333327,0.856998324,0.225055605,1.38739181,0.00229657604,0
108205034,108205,1.69333327,7.28253698,0.0147307664,0,1.38739181,161,1.69333327,0.844010711,0.225079805,1.38955379,0.00233249087,0
108225026,108225,1.62666667,7.28220415,0.0145932436,0,1.38955379,160,1.62666667,0.836131215,0.216228262,1.39156628,0.00217114319,0
108245018,108245,1.62666667,7.28276253,0.0145174284,0,1.39156628,161,1.62666667,0.831787348,0.216211706,1.3935895,0.00218290603,0
108265010,108265,1.62666667,7.28369427,0.0143886562,0,1.3935895,161,1.62666667,0.824409246,0.216184035,1.39563096,0.00220288592,0
108285002,108285,1.62666667,7.28508997,0.0142631019,0,1.39563096,161,1.62666667,0.817215502,0.216142625,1.39768994,0.0022222132,0
108304994,108304,1.62666667,7.28688097,0.0141644776,0,1.39768994,161,1.62666667,0.811564744,0.216089502,1.39965868,0.00223717629,0
108324986,108324,1.54666662,7.28906107,0.0139756976,0,1.39965868,160,1.54666662,0.800748467,0.20540069,1.40155399,0.00204667822,0
108344978,108344,1.54666662,7.29167557,0.0139561482,0,1.40155399,161,1.54666662,0.799628317,0.205327049,1.40345085,0.00204901677,0
108364970,108364,1.54666662,7.29468918,0.0137831774,0,1.40345085,161,1.54666662,0.789717853,0.205242217,1.40537119,0.002075342,0
108384962,108384,1.54666662,7.29814339,0.0137018841,0,1.40537119,161,1.54666662,0.785060108,0.205145091,1.40730155,0.00208712416,0
108404954,108404,1.54666662,7.30199432,0.0136074629,0,1.40730155,161,1.54666662,0.779650152,0.205036879,1.40924358,0.00210084091,0
108424946,108424,1.45333338,7.30628204,0.013434968,0,1.40924358,160,1.45333338,0.769766927,0.192550927,1.41097224,0.00187117455,0
108444938,108444,1.45333338,7.31128073,0.0133803971,0,1.41097224,160,1.45333338,0.766640246,0.192419276,1.41270649,0.00187844818,0
108464930,108464,1.45333338,7.31669188,0.0132210329,0,1.41270649,160,1.45333338,0.757509351,0.192276984,1.41446126,0.00190201809,0
108484922,108484,1.45333338,7.32247543,0.0130915642,0,1.41446126,161,1.45333338,0.750091314,0.192125097,1.41623187,0.00192077679,0
108504914,108504,1.45333338,7.3286581,0.0130428579,0,1.41623187,161,1.45333338,0.747300684,0.191963032,1.41800654,0.00192677206,0
108524906,108524,1.37333333,7.33525419,0.013049216,0,1.41800654,160,1.37333333,0.747664988,0.181233108,1.41957641,0.00170592126,0
108544898,108544,1.37333333,7.34222412,0.0129038095,0,1.41957641,160,1.37333333,0.739333808,0.181061074,1.42116416,0.00172699569,0
108564890,108564,1.37333333,7.34958124,0.0127556454,0,1.42116416,160,1.37333333,0.730844617,0.180879831,1.4227699,0.00174836826,0
108584882,108584,1.37333333,7.3573432,0.0127552142,0,1.4227699,160,1.37333333,0.730819881,0.180689007,1.42437232,0.00174659095,0
108604874,108604,1.37333333,7.36548281,0.0127034876,0,1.42437232,160,1.37333333,0.727856159,0.180489331,1.42597854,0.00175270834,0
