#frames
class,type,ok,motor,roll,pitch,yaw,throttle,order
8,12,0,-1,0,0,0,0,0
8,13,0,-1,0,0,0,0,0
8,14,0,-1,0,0,0,0,0
8,15,0,-1,0,0,0,0,0
8,16,0,-1,0,0,0,0,0
8,17,0,-1,0,0,0,0,0
8,18,0,-1,0,0,0,0,0
8,19,0,-1,0,0,0,0,0
8,20,0,-1,0,0,0,0,0
8,21,0,-1,0,0,0,0,0
8,22,0,-1,0,0,0,0,0
8,23,0,-1,0,0,0,0,0
8,24,0,-1,0,0,0,0,0
8,25,0,-1,0,0,0,0,0
9,0,0,-1,0,0,0,0,0
9,1,0,-1,0,0,0,0,0
9,2,0,-1,0,0,0,0,0
9,3,0,-1,0,0,0,0,0
9,4,0,-1,0,0,0,0,0
9,5,0,-1,0,0,0,0,0
9,6,0,-1,0,0,0,0,0
9,7,0,-1,0,0,0,0,0
9,8,0,-1,0,0,0,0,0
9,9,0,-1,0,0,0,0,0
9,10,0,-1,0,0,0,0,0
9,11,0,-1,0,0,0,0,0
9,12,0,-1,0,0,0,0,0
9,13,0,-1,0,0,0,0,0
9,14,0,-1,0,0,0,0,0
9,15,0,-1,0,0,0,0,0
9,16,0,-1,0,0,0,0,0
9,17,0,-1,0,0,0,0,0
9,18,0,-1,0,0,0,0,0
9,19,0,-1,0,0,0,0,0
9,20,0,-1,0,0,0,0,0
9,21,0,-1,0,0,0,0,0
9,22,0,-1,0,0,0,0,0
9,23,0,-1,0,0,0,0,0
9,24,0,-1,0,0,0,0,0
9,25,0,-1,0,0,0,0,0
10,0,0,-1,0,0,0,0,0
10,1,0,-1,0,0,0,0,0
10,2,0,-1,0,0,0,0,0
10,3,0,-1,0,0,0,0,0
10,4,0,-1,0,0,0,0,0
10,5,0,-1,0,0,0,0,0
10,6,0,-1,0,0,0,0,0
10,7,0,-1,0,0,0,0,0
10,8,0,-1,0,0,0,0,0
10,9,0,-1,0,0,0,0,0
10,10,0,-1,0,0,0,0,0
10,11,0,-1,0,0,0,0,0
10,12,0,-1,0,0,0,0,0
10,13,0,-1,0,0,0,0,0
10,14,0,-1,0,0,0,0,0
10,15,0,-1,0,0,0,0,0
10,16,0,-1,0,0,0,0,0
10,17,0,-1,0,0,0,0,0
10,18,0,-1,0,0,0,0,0
10,19,0,-1,0,0,0,0,0
10,20,0,-1,0,0,0,0,0
10,21,0,-1,0,0,0,0,0
10,22,0,-1,0,0,0,0,0
10,23,0,-1,0,0,0,0,0
10,24,0,-1,0,0,0,0,0
10,25,0,-1,0,0,0,0,0
11,0,0,-1,0,0,0,0,0
11,1,0,-1,0,0,0,0,0
11,2,0,-1,0,0,0,0,0
11,3,0,-1,0,0,0,0,0
11,4,0,-1,0,0,0,0,0
11,5,0,-1,0,0,0,0,0
11,6,0,-1,0,0,0,0,0
11,7,0,-1,0,0,0,0,0
11,8,0,-1,0,0,0,0,0
11,9,0,-1,0,0,0,0,0
11,10,0,-1,0,0,0,0,0
11,11,0,-1,0,0,0,0,0
11,12,0,-1,0,0,0,0,0
11,13,0,-1,0,0,0,0,0
11,14,0,-1,0,0,0,0,0
11,15,0,-1,0,0,0,0,0
11,16,0,-1,0,0,0,0,0
11,17,0,-1,0,0,0,0,0
11,18,0,-1,0,0,0,0,0
11,19,0,-1,0,0,0,0,0
11,20,0,-1,0,0,0,0,0
11,21,0,-1,0,0,0,0,0
11,22,0,-1,0,0,0,0,0
11,23,0,-1,0,0,0,0,0
11,24,0,-1,0,0,0,0,0
11,25,0,-1,0,0,0,0,0
12,0,1,0,3000551493,1056964608,1056964608,1065353216,1
12,0,1,1,3000551493,1056964608,3204448256,1065353216,2
12,0,1,2,3204448256,1048575999,3204448256,1065353216,3
12,0,1,3,3204448256,1048575999,1056964608,1065353216,4
12,0,1,4,3204448256,3196059649,1056964608,1065353216,5
12,0,1,5,3204448256,3196059649,3204448256,1065353216,6
12,0,1,6,837586850,3204448256,3204448256,1065353216,7
12,0,1,7,837586850,3204448256,1056964608,1065353216,8
12,0,1,8,1056964608,3196059649,1056964608,1065353216,9
12,0,1,9,1056964608,3196059649,3204448256,1065353216,10
12,0,1,10,1056964608,1048575999,3204448256,1065353216,11
12,0,1,11,1056964608,1048575999,1056964608,1065353216,12
12,1,1,0,3196059649,1056964608,1056964608,1065353216,1
12,1,1,1,3196059649,1056964608,3204448256,1065353216,2
12,1,1,2,3204448256,3000551493,3204448256,1065353216,3
12,1,1,3,3204448256,3000551493,1056964608,1065353216,4
12,1,1,4,3196059645,3204448256,1056964608,1065353216,5
12,1,1,5,3196059645,3204448256,3204448256,1065353216,6
12,1,1,6,1048575999,3204448256,3204448256,1065353216,7
12,1,1,7,1048575999,3204448256,1056964608,1065353216,8
12,1,1,8,1056964608,3000551493,1056964608,1065353216,9
12,1,1,9,1056964608,3000551493,3204448256,1065353216,10
12,1,1,10,1048575999,1056964608,3204448256,1065353216,11
12,1,1,11,1048575999,1056964608,1056964608,1065353216,12
12,2,0,-1,0,0,0,0,0
12,3,0,-1,0,0,0,0,0
12,4,0,-1,0,0,0,0,0
12,5,0,-1,0,0,0,0,0
12,6,0,-1,0,0,0,0,0
12,7,0,-1,0,0,0,0,0
12,8,0,-1,0,0,0,0,0
12,9,0,-1,0,0,0,0,0
12,10,0,-1,0,0,0,0,0
12,11,0,-1,0,0,0,0,0
12,12,0,-1,0,0,0,0,0
12,13,0,-1,0,0,0,0,0
12,14,0,-1,0,0,0,0,0
12,15,0,-1,0,0,0,0,0
12,16,0,-1,0,0,0,0,0
12,17,0,-1,0,0,0,0,0
12,18,0,-1,0,0,0,0,0
12,19,0,-1,0,0,0,0,0
12,20,0,-1,0,0,0,0,0
12,21,0,-1,0,0,0,0,0
12,22,0,-1,0,0,0,0,0
12,23,0,-1,0,0,0,0,0
12,24,0,-1,0,0,0,0,0
12,25,0,-1,0,0,0,0,0
13,0,0,-1,0,0,0,0,0
13,1,0,-1,0,0,0,0,0
13,2,0,-1,0,0,0,0,0
13,3,0,-1,0,0,0,0,0
13,4,0,-1,0,0,0,0,0
13,5,0,-1,0,0,0,0,0
13,6,0,-1,0,0,0,0,0
13,7,0,-1,0,0,0,0,0
13,8,0,-1,0,0,0,0,0
13,9,0,-1,0,0,0,0,0
13,10,0,-1,0,0,0,0,0
13,11,0,-1,0,0,0,0,0
13,12,0,-1,0,0,0,0,0
13,13,0,-1,0,0,0,0,0
13,14,0,-1,0,0,0,0,0
13,15,0,-1,0,0,0,0,0
13,16,0,-1,0,0,0,0,0
13,17,0,-1,0,0,0,0,0
13,18,0,-1,0,0,0,0,0
13,19,0,-1,0,0,0,0,0
13,20,0,-1,0,0,0,0,0
13,21,0,-1,0,0,0,0,0
13,22,0,-1,0,0,0,0,0
13,23,0,-1,0,0,0,0,0
13,24,0,-1,0,0,0,0,0
13,25,0,-1,0,0,0,0,0
14,0,1,0,2999281283,1056964608,1056964608,1065353216,1
14,0,1,1,3198039928,1053760445,3204448256,1065353216,2
14,0,1,2,3204448255,1042167673,1056964608,1065353216,3
14,0,1,3,3204448256,3189651320,3204448256,1065353216,4
14,0,1,4,3198039932,3201244094,1056964608,1065353216,5
14,0,1,5,836200749,3204448256,3204448256,1065353216,6
14,0,1,6,1050556282,3201244094,1056964608,1065353216,7
14,0,1,7,1056964608,3189651320,3204448256,1065353216,8
14,0,1,8,1056964608,1042167673,1056964608,1065353216,9
14,0,1,9,1050556282,1053760445,3204448256,1065353216,10
14,1,1,0,3189651320,1056964608,1056964608,1065353216,1
14,1,1,1,3201244094,1050556282,3204448256,1065353216,2
14,1,1,2,3204448256,2999281283,1056964608,1065353216,3
14,1,1,3,3201244094,3198039928,3204448256,1065353216,4
14,1,1,4,3189651325,3204448255,1056964608,1065353216,5
14,1,1,5,1042167673,3204448255,3204448256,1065353216,6
14,1,1,6,1053760445,3198039928,1056964608,1065353216,7
14,1,1,7,1056964608,2999281283,3204448256,1065353216,8
14,1,1,8,1053760445,1050556282,1056964608,1065353216,9
14,1,1,9,1042167673,1056964608,3204448256,1065353216,10
14,2,0,-1,0,0,0,0,0
14,3,0,-1,0,0,0,0,0
14,4,0,-1,0,0,0,0,0
14,5,0,-1,0,0,0,0,0
14,6,0,-1,0,0,0,0,0
14,7,0,-1,0,0,0,0,0
14,8,0,-1,0,0,0,0,0
14,9,0,-1,0,0,0,0,0
14,10,0,-1,0,0,0,0,0
14,11,0,-1,0,0,0,0,0
14,12,0,-1,0,0,0,0,0
14,13,0,-1,0,0,0,0,0
14,14,1,0,3189651320,1056964608,1056964608,1065353216,1
14,14,1,1,3201244094,1050556282,3204448256,1065353216,2
14,14,1,2,3204448256,2999281283,1056964608,1065353216,3
14,14,1,3,3201244094,3198039928,3204448256,1065353216,4
14,14,1,4,3189651325,3204448255,1056964608,1065353216,5
14,14,1,5,1042167673,3204448255,3204448256,1065353216,6
14,14,1,6,1053760445,3198039928,1056964608,1065353216,7
14,14,1,7,1056964608,2999281283,3204448256,1065353216,8
14,14,1,8,1053760445,1050556282,1056964608,1065353216,9
14,14,1,9,1042167673,1056964608,3204448256,1065353216,10
14,15,0,-1,0,0,0,0,0
14,16,0,-1,0,0,0,0,0
14,17,0,-1,0,0,0,0,0
14,18,0,-1,0,0,0,0,0
14,19,0,-1,0,0,0,0,0
14,20,0,-1,0,0,0,0,0
14,21,0,-1,0,0,0,0,0
14,22,0,-1,0,0,0,0,0
14,23,0,-1,0,0,0,0,0
14,24,0,-1,0,0,0,0,0
14,25,0,-1,0,0,0,0,0
15,0,0,-1,0,0,0,0,0
15,1,0,-1,0,0,0,0,0
15,2,0,-1,0,0,0,0,0
15,3,0,-1,0,0,0,0,0
15,4,0,-1,0,0,0,0,0
15,5,0,-1,0,0,0,0,0
15,6,0,-1,0,0,0,0,0
15,7,0,-1,0,0,0,0,0
15,8,0,-1,0,0,0,0,0
15,9,0,-1,0,0,0,0,0
15,10,0,-1,0,0,0,0,0
15,11,0,-1,0,0,0,0,0
15,12,0,-1,0,0,0,0,0
15,13,0,-1,0,0,0,0,0
15,14,0,-1,0,0,0,0,0
15,15,0,-1,0,0,0,0,0
15,16,0,-1,0,0,0,0,0
15,17,0,-1,0,0,0,0,0
15,18,0,-1,0,0,0,0,0
15,19,0,-1,0,0,0,0,0
15,20,0,-1,0,0,0,0,0
15,21,0,-1,0,0,0,0,0
15,22,0,-1,0,0,0,0,0
15,23,0,-1,0,0,0,0,0
15,24,0,-1,0,0,0,0,0
15,25,0,-1,0,0,0,0,0
16,0,0,-1,0,0,0,0,0
16,1,0,-1,0,0,0,0,0
16,2,0,-1,0,0,0,0,0
16,3,0,-1,0,0,0,0,0
16,4,0,-1,0,0,0,0,0
16,5,0,-1,0,0,0,0,0
16,6,0,-1,0,0,0,0,0
16,7,0,-1,0,0,0,0,0
16,8,0,-1,0,0,0,0,0
16,9,0,-1,0,0,0,0,0
16,10,0,-1,0,0,0,0,0
16,11,0,-1,0,0,0,0,0
16,12,0,-1,0,0,0,0,0
16,13,0,-1,0,0,0,0,0
16,14,0,-1,0,0,0,0,0
16,15,0,-1,0,0,0,0,0
16,16,0,-1,0,0,0,0,0
16,17,0,-1,0,0,0,0,0
16,18,0,-1,0,0,0,0,0
16,19,0,-1,0,0,0,0,0
16,20,0,-1,0,0,0,0,0
16,21,0,-1,0,0,0,0,0
16,22,0,-1,0,0,0,0,0
16,23,0,-1,0,0,0,0,0
16,24,0,-1,0,0,0,0,0
16,25,0,-1,0,0,0,0,0
17,0,0,-1,0,0,0,0,0
17,1,0,-1,0,0,0,0,0
17,2,0,-1,0,0,0,0,0
17,3,0,-1,0,0,0,0,0
17,4,0,-1,0,0,0,0,0
17,5,0,-1,0,0,0,0,0
17,6,0,-1,0,0,0,0,0
17,7,0,-1,0,0,0,0,0
17,8,0,-1,0,0,0,0,0
17,9,0,-1,0,0,0,0,0
17,10,0,-1,0,0,0,0,0
17,11,0,-1,0,0,0,0,0
17,12,0,-1,0,0,0,0,0
17,13,0,-1,0,0,0,0,0
17,14,0,-1,0,0,0,0,0
17,15,0,-1,0,0,0,0,0
17,16,0,-1,0,0,0,0,0
17,17,0,-1,0,0,0,0,0
17,18,0,-1,0,0,0,0,0
17,19,0,-1,0,0,0,0,0
17,20,0,-1,0,0,0,0,0
17,21,0,-1,0,0,0,0,0
17,22,0,-1,0,0,0,0,0
17,23,0,-1,0,0,0,0,0
17,24,0,-1,0,0,0,0,0
17,25,0,-1,0,0,0,0,0
