#frames
class,type,ok,motor,roll,pitch,yaw,throttle,order
3,2,1,5,3201596129,1043207291,1056964608,1065353216,2
3,2,1,6,3204448256,1056964608,3204448256,1065353216,1
3,2,1,7,1048576000,3204448256,3204448256,1065353216,5
3,3,1,0,3204448256,1056964608,3204448256,1065353216,1
3,3,1,1,1056964608,3204448256,3204448256,1065353216,5
3,3,1,2,3204448256,1042972410,1056964608,1065353216,2
3,3,1,3,3204448256,3204448256,1056964608,1065353216,4
3,3,1,4,1056964608,1056964608,1056964608,1065353216,8
3,3,1,5,1056964608,3190456058,1056964608,1065353216,6
3,3,1,6,1056964608,1042972410,3204448256,1065353216,7
3,3,1,7,3204448256,3190456058,3204448256,1065353216,3
3,4,0,-1,0,0,0,0,0
3,5,0,-1,0,0,0,0,0
3,6,0,-1,0,0,0,0,0
3,7,0,-1,0,0,0,0,0
3,8,0,-1,0,0,0,0,0
3,9,0,-1,0,0,0,0,0
3,10,0,-1,0,0,0,0,0
3,11,0,-1,0,0,0,0,0
3,12,0,-1,0,0,0,0,0
3,13,1,0,3193181132,1056964608,1056964608,1065353216,1
3,13,1,1,1045697485,1056964608,3204448256,1065353216,8
3,13,1,2,1056964608,1045697485,1056964608,1065353216,7
3,13,1,3,1056964608,3193181132,3204448256,1065353216,6
3,13,1,4,1045697485,3204448256,1056964608,1065353216,5
3,13,1,5,3193181138,3204448256,3204448256,1065353216,4
3,13,1,6,3204448256,3193181132,1056964608,1065353216,3
3,13,1,7,3204448256,1045697485,3204448256,1065353216,2
3,14,1,0,3193181132,1056964608,1056964608,1065353216,1
3,14,1,1,3204448256,1045697485,3204448256,1065353216,2
3,14,1,2,3204448256,3193181132,1056964608,1065353216,3
3,14,1,3,3193181138,3204448256,3204448256,1065353216,4
3,14,1,4,1045697485,3204448256,1056964608,1065353216,5
3,14,1,5,1056964608,3193181132,3204448256,1065353216,6
3,14,1,6,1056964608,1045697485,1056964608,1065353216,7
3,14,1,7,1045697485,1056964608,3204448256,1065353216,8
3,15,1,0,1042972410,3204448256,3204448256,1065353216,5
3,15,1,1,3190456058,1056964608,3204448256,1065353216,1
3,15,1,2,1056964608,3204448256,1056964608,1065353216,6
3,15,1,3,1042972410,1056964608,1056964608,1065353216,8
3,15,1,4,3190456058,3204448256,1056964608,1065353216,4
3,15,1,5,3204448256,1056964608,1056964608,1065353216,2
3,15,1,6,3204448256,3204448256,3204448256,1065353216,3
3,15,1,7,1056964608,1056964608,3204448256,1065353216,7
3,16,0,-1,0,0,0,0,0
3,17,0,-1,0,0,0,0,0
3,18,0,-1,0,0,0,0,0
3,19,0,-1,0,0,0,0,0
3,20,0,-1,0,0,0,0,0
3,21,0,-1,0,0,0,0,0
3,22,0,-1,0,0,0,0,0
3,23,0,-1,0,0,0,0,0
3,24,0,-1,0,0,0,0,0
3,25,0,-1,0,0,0,0,0
4,0,1,0,2998648110,1056964608,1056964608,1065353216,1
4,0,1,1,1056964608,2998648110,3204448256,1065353216,7
4,0,1,2,835509806,3204448256,1056964608,1065353216,5
4,0,1,3,3204448256,2998648110,3204448256,1065353216,3
4,0,1,4,1056964608,2998648110,1056964608,1065353216,8
4,0,1,5,2998648110,1056964608,3204448256,1065353216,2
4,0,1,6,3204448256,2998648110,1056964608,1065353216,4
4,0,1,7,835509806,3204448256,3204448256,1065353216,6
4,1,1,0,3204448255,1056964608,1056964608,1065353216,1
4,1,1,1,1056964607,1056964608,3204448256,1065353216,7
4,1,1,2,1056964607,3204448256,1056964608,1065353216,5
4,1,1,3,3204448256,3204448256,3204448256,1065353216,3
4,1,1,4,1056964607,1056964608,1056964608,1065353216,8
4,1,1,5,3204448255,1056964608,3204448256,1065353216,2
4,1,1,6,3204448256,3204448256,1056964608,1065353216,4
4,1,1,7,1056964607,3204448256,3204448256,1065353216,6
4,2,1,0,3204448255,1056964608,1053577288,1065353216,1
4,2,1,1,1056964607,1056964608,3201060936,1065353216,7
4,2,1,2,1056964607,3204448256,1056964608,1065353216,5
4,2,1,3,3204448256,3204448256,3204448256,1065353216,3
4,2,1,4,1056964607,1056964608,1053577288,1065353216,8
4,2,1,5,3204448255,1056964608,3201060936,1065353216,2
4,2,1,6,3204448256,3204448256,1056964608,1065353216,4
4,2,1,7,1056964607,3204448256,3204448256,1065353216,6
4,3,1,0,3204448255,1056964608,3204448256,1065353216,1
4,3,1,1,1056964607,1056964608,1056964608,1065353216,7
4,3,1,2,1056964607,3204448256,3204448256,1065353216,5
4,3,1,3,3204448256,3204448256,1056964608,1065353216,3
