#motors
frame,motor,stage,roll,pitch,yaw,throttle,enabled,order
octa_x,5,norm,1045697485,1056964608,3204448256,1065353216,1,8
octa_x,6,norm,1056964608,1045697485,1056964608,1065353216,1,7
octa_x,7,norm,1056964608,3193181132,3204448256,1065353216,1,6
octa_x,8,norm,0,0,0,0,0,0
octa_x,9,norm,0,0,0,0,0,0
octa_x,10,norm,0,0,0,0,0,0
octa_x,11,norm,0,0,0,0,0,0
octa_x,12,norm,0,0,0,0,0,0
octa_x,13,norm,0,0,0,0,0,0
octa_x,14,norm,0,0,0,0,0,0
octa_x,15,norm,0,0,0,0,0,0
octa_x,16,norm,0,0,0,0,0,0
octa_x,17,norm,0,0,0,0,0,0
octa_x,18,norm,0,0,0,0,0,0
octa_x,19,norm,0,0,0,0,0,0
octa_x,20,norm,0,0,0,0,0,0
octa_x,21,norm,0,0,0,0,0,0
octa_x,22,norm,0,0,0,0,0,0
octa_x,23,norm,0,0,0,0,0,0
octa_x,24,norm,0,0,0,0,0,0
octa_x,25,norm,0,0,0,0,0,0
octa_x,26,norm,0,0,0,0,0,0
octa_x,27,norm,0,0,0,0,0,0
octa_x,28,norm,0,0,0,0,0,0
octa_x,29,norm,0,0,0,0,0,0
octa_x,30,norm,0,0,0,0,0,0
octa_x,31,norm,0,0,0,0,0,0
tri,0,raw,3210589143,1056964607,1065353216,1065353216,1,1
tri,1,raw,1063105495,1056964607,1065353216,1065353216,1,3
tri,2,raw,843898414,3212836864,0,1065353216,1,2
tri,3,raw,0,0,0,0,0,0
tri,4,raw,0,0,0,0,0,0
tri,5,raw,0,0,0,0,0,0
tri,6,raw,0,0,0,0,0,0
tri,7,raw,0,0,0,0,0,0
tri,8,raw,0,0,0,0,0,0
tri,9,raw,0,0,0,0,0,0
tri,10,raw,0,0,0,0,0,0
tri,11,raw,0,0,0,0,0,0
tri,12,raw,0,0,0,0,0,0
tri,13,raw,0,0,0,0,0,0
tri,14,raw,0,0,0,0,0,0
tri,15,raw,0,0,0,0,0,0
tri,16,raw,0,0,0,0,0,0
tri,17,raw,0,0,0,0,0,0
tri,18,raw,0,0,0,0,0,0
tri,19,raw,0,0,0,0,0,0
tri,20,raw,0,0,0,0,0,0
tri,21,raw,0,0,0,0,0,0
tri,22,raw,0,0,0,0,0,0
tri,23,raw,0,0,0,0,0,0
tri,24,raw,0,0,0,0,0,0
tri,25,raw,0,0,0,0,0,0
tri,26,raw,0,0,0,0,0,0
tri,27,raw,0,0,0,0,0,0
tri,28,raw,0,0,0,0,0,0
tri,29,raw,0,0,0,0,0,0
tri,30,raw,0,0,0,0,0,0
tri,31,raw,0,0,0,0,0,0
tri,0,norm,3204448256,1048575999,1056964608,1065353216,1,1
tri,1,norm,1056964608,1048575999,1056964608,1065353216,1,3
tri,2,norm,837586850,3204448256,0,1065353216,1,2
tri,3,norm,0,0,0,0,0,0
tri,4,norm,0,0,0,0,0,0
tri,5,norm,0,0,0,0,0,0
tri,6,norm,0,0,0,0,0,0
tri,7,norm,0,0,0,0,0,0
tri,8,norm,0,0,0,0,0,0
tri,9,norm,0,0,0,0,0,0
tri,10,norm,0,0,0,0,0,0
tri,11,norm,0,0,0,0,0,0
tri,12,norm,0,0,0,0,0,0
tri,13,norm,0,0,0,0,0,0
tri,14,norm,0,0,0,0,0,0
tri,15,norm,0,0,0,0,0,0
tri,16,norm,0,0,0,0,0,0
tri,17,norm,0,0,0,0,0,0
tri,18,norm,0,0,0,0,0,0
tri,19,norm,0,0,0,0,0,0
tri,20,norm,0,0,0,0,0,0
tri,21,norm,0,0,0,0,0,0
tri,22,norm,0,0,0,0,0,0
tri,23,norm,0,0,0,0,0,0
tri,24,norm,0,0,0,0,0,0
tri,25,norm,0,0,0,0,0,0
tri,26,norm,0,0,0,0,0,0
tri,27,norm,0,0,0,0,0,0
tri,28,norm,0,0,0,0,0,0
tri,29,norm,0,0,0,0,0,0
tri,30,norm,0,0,0,0,0,0
tri,31,norm,0,0,0,0,0,0
