time_us,in_us,in_ms,in_la,in_ln,in_gx,in_gy,in_yw,in_ys,in_pt,in_e2,in_pa,in_po,in_na,in_no,in_dm,out_lad,out_nrc,out_nbr,out_ber,out_xte,out_tbc,out_l1d,out_xti,out_enu,out_exi
208904738,208904738,208904,-353635213,1491628788,-30.471244812011719,10.78150463104248,2.8423402309417725,16285,-0.11591435223817825,1.0317034721374512,-353631360,1491627500,-353654670,1491642150,0,-4.3120040893554688,-2387,2.5875630378723145,-0.21395093202590942,-9.1574926376342773,15075,115.74607849121094,-0.0012142303166911006,-0.21984770894050598,-0.0010558939538896084
209004698,209004698,209004,-353635486,1491628909,-30.331367492675781,11.121679306030273,2.8301882743835449,16215,-0.11337071657180786,1.0316897630691528,-353631360,1491627500,-353654670,1491642150,0,-4.1585135459899902,-2311,2.5838141441345215,-0.20632871985435486,-9.5660772323608398,15063,115.68767547607422,-0.0013797307619825006,-0.21395093202590942,-0.0012142303166911006
209104658,209104658,209104,-353635756,1491629034,-30.167598724365234,11.497992515563965,2.8173444271087646,16142,-0.10806805640459061,1.0316778421401978,-353631360,1491627500,-353654670,1491642150,0,-3.9703319072723389,-2215,2.5804526805877686,-0.19699981808662415,-9.9271116256713867,15051,115.61030578613281,-0.001551607740111649,-0.20632871985435486,-0.0013797307619825006
209204618,209204618,209204,-353636025,1491629162,-30.003082275390625,11.85985279083252,2.8063693046569824,16079,-0.10266108065843582,1.0316640138626099,-353631360,1491627500,-353654670,1491642150,0,-3.7814373970031738,-2118,2.5775103569030762,-0.18764477968215942,-10.258832931518555,15040,115.53003692626953,-0.001551607740111649,-0.19699981808662415,-0.001551607740111649
209304578,209304578,209304,-353636292,1491629294,-29.841457366943359,12.19273853302002,2.7952044010162354,16015,-0.098936460912227631,1.0316569805145264,-353631360,1491627500,-353654670,1491642150,0,-3.6019713878631592,-2025,2.574923038482666,-0.17878541350364685,-10.548087120056152,15030,115.43755340576172,-0.001551607740111649,-0.18764477968215942,-0.001551607740111649
209404538,209404538,209404,-353636557,1491629430,-29.699558258056641,12.467947006225586,2.7858788967132568,15961,-0.097568303346633911,1.0316545963287354,-353631360,1491627500,-353654670,1491642150,0,-3.452540397644043,-1948,2.5727009773254395,-0.17143180966377258,-10.794867515563965,15020,115.34521484375,-0.001551607740111649,-0.17878541350364685,-0.001551607740111649
209504498,209504498,209504,-353636821,1491629568,-29.566892623901367,12.696581840515137,2.7768929004669189,15910,-0.0979570671916008,1.0316506624221802,-353631360,1491627500,-353654670,1491642150,0,-3.3277342319488525,-1882,2.57063889503479,-0.16534629464149475,-11.020416259765625,15011,115.22791290283203,-0.001551607740111649,-0.17143180966377258,-0.001551607740111649
209604458,209604458,209604,-353637084,1491629708,-29.451593399047852,12.889434814453125,2.7673807144165039,15855,-0.10050135850906372,1.0316489934921265,-353631360,1491627500,-353654670,1491642150,0,-3.2239234447479248,-1828,2.5687689781188965,-0.16028901934623718,-11.2247314453125,15002,115.12378692626953,-0.001551607740111649,-0.16534629464149475,-0.001551607740111649
209704418,209704418,209704,-353637346,1491629850,-29.336160659790039,13.07872200012207,2.7578914165496826,15801,-0.10147576779127121,1.0316265821456909,-353631360,1491627500,-353654670,1491642150,0,-3.118330717086792,-1772,2.5670807361602783,-0.15513752400875092,-11.407810211181641,14993,115.01954650878906,-0.001551607740111649,-0.16028901934623718,-0.001551607740111649
209804378,209804378,209804,-353637608,1491629995,-29.217374801635742,13.271099090576172,2.7494292259216309,15753,-0.1011495366692543,1.0316284894943237,-353631360,1491627500,-353654670,1491642150,0,-3.0058243274688721,-1712,2.5656001567840576,-0.14963528513908386,-11.566654205322266,14984,114.91436004638672,-0.001551607740111649,-0.15513752400875092,-0.001551607740111649
