#notch
scenario,step,in,out_f,out_x,out_y,out_z
slew_up,54,1065030413,1060164298,1060164298,1068552906,3207647946
slew_up,55,1059373785,1060468698,1060468698,1068857306,3207952346
slew_up,56,1050575720,1060296833,1060296833,1068685441,3207780481
slew_up,57,1038617600,1059744177,1059744177,1068132785,3207227825
slew_up,58,1041044944,1059135139,1059135139,1067523747,3206618787
slew_up,59,1053032162,1058886460,1058886460,1067275068,3206370108
slew_up,60,1061408656,1059318211,1059318211,1067706819,3206801859
slew_up,61,1066603578,1060499778,1060499778,1068888386,3207983426
slew_up,62,1068711363,1062201188,1062201188,1070589796,3209684836
slew_up,63,1069003423,1063973694,1063973694,1072362302,3211457342
slew_up,64,1067477167,1065327256,1065327256,1073715864,3212810904
slew_up,65,1064303424,1065642114,1065642114,1074030722,3213125762
slew_up,66,1059014984,1065552904,1065552904,1073941512,3213036552
slew_up,67,1055016106,1065078141,1065078141,1073466749,3212561789
slew_up,68,1056276738,1064402288,1064402288,1072790896,3211885936
slew_up,69,1060900298,1064232422,1064232422,1072621030,3211716070
slew_up,70,1086583962,1085033304,1085033304,1093421912,3232516952
slew_up,71,1069644256,1048206584,1048206584,1056595192,3195690232
slew_up,72,1071756536,1066015328,1066015328,1074403936,3213498976
slew_up,73,1072026080,1071832633,1071832633,1080221241,3219316281
slew_up,74,1070450477,1074212328,1074212328,1082600936,3221695976
slew_up,75,1067725854,1073994278,1073994278,1082382886,3221477926
slew_up,76,1064607198,1071460976,1071460976,1079849584,3218944624
slew_up,77,1061330009,1067906285,1067906285,1076294893,3215389933
slew_up,78,1061660366,1064852040,1064852040,1073240648,3212335688
slew_up,79,1065474290,1062607171,1062607171,1070995779,3210090819
slew_up,80,1068544439,1063990829,1063990829,1072379437,3211474477
slew_up,81,1071586276,1066629230,1066629230,1075017838,3214112878
slew_up,82,1073469028,1068948372,1068948372,1077336980,3216432020
slew_up,83,1073493830,1070754275,1070754275,1079142883,3218237923
slew_up,84,1071660464,1071497185,1071497185,1079885793,3218980833
slew_up,85,1068667334,1071082707,1071082707,1079471315,3218566355
slew_up,86,1065644810,1069825026,1069825026,1078213634,3217308674
slew_up,87,1062093714,1068272416,1068272416,1076661024,3215756064
slew_up,88,1061851759,1066985310,1066985310,1075373918,3214468958
slew_up,89,1065212746,1066346102,1066346102,1074734710,3213829750
slew_up,90,1068067846,1066455640,1066455640,1074844248,3213939288
slew_up,91,1070828594,1067136028,1067136028,1075524636,3214619676
slew_up,92,1072437001,1068023691,1068023691,1076412299,3215507339
slew_up,93,1072196614,1068711930,1068711930,1077100538,3216195578
slew_up,94,1070109584,1068892802,1068892802,1077281410,3216376450
slew_up,95,1066876549,1068453300,1068453300,1076841908,3215936948
slew_up,96,1061906805,1067499572,1067499572,1075888180,3214983220
slew_up,97,1057651839,1066306261,1066306261,1074694869,3213789909
slew_up,98,1057037057,1065072035,1065072035,1073460643,3212555683
slew_up,99,1060067946,1063651131,1063651131,1072039739,3211134779
slew_up,100,1065353230,1063260265,1063260265,1071648873,3210743913
slew_up,101,1067995873,1063780372,1063780372,1072168980,3211264020
slew_up,102,1069511298,1064766448,1064766448,1073155056,3212250096
slew_up,103,1069203896,1065485610,1065485610,1073874218,3212969258
slew_up,104,1067076399,1065577221,1065577221,1073965829,3213060869
slew_up,105,1062306578,1065043345,1065043345,1073431953,3212526993
slew_up,106,1054716326,1063429362,1063429362,1071817970,3210913010
slew_up,107,1044160392,1061368412,1061368412,1069757020,3208852060
slew_up,108,1042237432,1059440213,1059440213,1067828821,3206923861
slew_up,109,1051840284,1058180902,1058180902,1066569510,3205664550
slew_up,110,1059923969,1057885876,1057885876,1066274484,3205369524
slew_up,111,1065423487,1058502627,1058502627,1066891235,3205986275
slew_up,112,1067103953,1059653552,1059653552,1068042160,3207137200
slew_up,113,1066982972,1060780684,1060780684,1069169292,3208264332
slew_up,114,1064770016,1061356756,1061356756,1069745364,3208840404
slew_up,115,1058724962,1061084696,1061084696,1069473304,3208568344
slew_up,116,1048449736,1060009875,1060009875,1068398483,3207493523
slew_up,117,1022504768,1058502785,1058502785,1066891393,3205986433
slew_up,118,1023751104,1057118651,1057118651,1065507259,3204602299
slew_up,119,1048809612,1055809373,1055809373,1064197981,3203293021
slew_down,0,0,0,0,0,0
slew_down,1,1053284172,1051802789,1051802789,1060191397,3199286437
slew_down,2,1059407144,1057123550,1057123550,1065512158,3204607198
slew_down,3,1060021926,1056579940,1056579940,1064968548,3204063588
slew_down,4,1056961955,1051727293,1051727293,1060115901,3199210941
slew_down,5,1043985495,1042786598,1042786598,1051175206,3190270246
slew_down,6,3188566307,1021603504,1021603504,1029992112,3169087152
slew_down,7,3198592040,3163180152,3163180152,3171568760,1015696504
slew_down,8,3197630500,1024336996,1024336996,1032725604,3171820644
slew_down,9,3176632112,1042117712,1042117712,1050506320,3189601360
slew_down,10,1051045839,1050062434,1050062434,1058451042,3197546082
slew_down,11,1060269182,1054015938,1054015938,1062404546,3201499586
slew_down,12,1064221842,1056263024,1056263024,1064651632,3203746672
slew_down,13,1064463791,1056594737,1056594737,1064983345,3204078385
slew_down,14,1060992886,1055451237,1055451237,1063839845,3202934885
slew_down,15,1053443921,1053640891,1053640891,1062029499,3201124539
slew_down,16,1027514392,1051997112,1051997112,1060385720,3199480760
slew_down,17,3190746732,1051097084,1051097084,1059485692,3198580732
slew_down,18,3190945150,1051120057,1051120057,1059508665,3198603705
slew_down,19,1025140408,1051863118,1051863118,1060251726,3199346766
slew_down,20,1068544434,1067577176,1067577176,1075965784,3215060824
slew_down,21,1071391108,1066418135,1066418135,1074806743,3213901783
slew_down,22,1073080438,1066202086,1066202086,1074590694,3213685734
slew_down,23,1072915262,1066724664,1066724664,1075113272,3214208312
slew_down,24,1070897048,1067568906,1067568906,1075957514,3215052554
slew_down,25,1067725869,1068301218,1068301218,1076689826,3215784866
slew_down,26,1063714048,1068626258,1068626258,1077014866,3216109906
slew_down,27,1059551640,1068456496,1068456496,1076845104,3215940144
slew_down,28,1059012566,1067892288,1067892288,1076280896,3215375936
slew_down,29,1062101589,1067140684,1067140684,1075529292,3214624332
slew_down,30,1066390105,1066416309,1066416309,1074804917,3213899957
slew_down,31,1069043604,1065863822,1065863822,1074252430,3213347470
slew_down,32,1070560590,1065524743,1065524743,1073913351,3213008391
slew_down,33,1070245436,1065346831,1065346831,1073735439,3212830479
slew_down,34,1068100942,1065132467,1065132467,1073521075,3212616115
slew_down,35,1064303389,1064863778,1064863778,1073252386,3212347426
slew_down,36,1057767448,1064428741,1064428741,1072817349,3211912389
slew_down,37,1050048064,1063817378,1063817378,1072205986,3211301026
slew_down,38,1048879818,1063099999,1063099999,1071488607,3210583647
slew_down,39,1055075912,1062378082,1062378082,1070766690,3209861730
slew_down,40,1061408664,1061734176,1061734176,1070122784,3209217824
slew_down,41,1066092645,1061201733,1061201733,1069590341,3208685381
slew_down,42,1067694027,1060763669,1060763669,1069152277,3208247317
slew_down,43,1067488717,1060374563,1060374563,1068763171,3207858211
slew_down,44,1065478543,1059992272,1059992272,1068380880,3207475920
slew_down,45,1059373752,1059602843,1059602843,1067991451,3207086491
slew_down,46,1049428890,1059228188,1059228188,1067616796,3206711836
slew_down,47,1027167968,1058914219,1058914219,1067302827,3206397867
slew_down,48,1024806400,1058707472,1058707472,1067096080,3206191120
slew_down,49,1048515848,1058631451,1058631451,1067020059,3206115099
slew_down,50,1058642343,1058860979,1058860979,1067249587,3206344627
slew_down,51,1064588966,1059066720,1059066720,1067455328,3206550368
slew_down,52,1066844034,1059002408,1059002408,1067391016,3206486056
slew_down,53,1066917826,1058637208,1058637208,1067025816,3206120856
slew_down,54,1065030413,1058169400,1058169400,1066558008,3205653048
slew_down,55,1059373785,1057923612,1057923612,1066312220,3205407260
slew_down,56,1050575720,1058185312,1058185312,1066573920,3205668960
slew_down,57,1038617600,1059052161,1059052161,1067440769,3206535809
slew_down,58,1041044944,1060369455,1060369455,1068758063,3207853103
slew_down,59,1053032162,1061780766,1061780766,1070169374,3209264414
slew_down,60,1061408656,1062871536,1062871536,1071260144,3210355184
slew_down,61,1066603578,1063344987,1063344987,1071733595,3210828635
slew_down,62,1068711363,1063154899,1063154899,1071543507,3210638547
slew_down,63,1069003423,1062537679,1062537679,1070926287,3210021327
slew_down,64,1067477167,1061927652,1061927652,1070316260,3209411300
slew_down,65,1064303424,1061787684,1061787684,1070176292,3209271332
slew_down,66,1059014984,1062422137,1062422137,1070810745,3209905785
slew_down,67,1055016106,1063848235,1063848235,1072236843,3211331883
slew_down,68,1056276738,1065565489,1065565489,1073954097,3213049137
slew_down,69,1060900298,1066536475,1066536475,1074925083,3214020123
slew_down,70,1086583962,1085661225,1085661225,1094049833,3233144873
slew_down,71,1069644256,1055815402,1055815402,1064204010,3203299050
slew_down,72,1071756536,1065713144,1065713144,1074101752,3213196792
slew_down,73,1072026080,1069695554,1069695554,1078084162,3217179202
slew_down,74,1070450477,1071856622,1071856622,1080245230,3219340270
slew_down,75,1067725854,1072065454,1072065454,1080454062,3219549102
slew_down,76,1064607198,1070857004,1070857004,1079245612,3218340652
slew_down,77,1061330009,1069082853,1069082853,1077471461,3216566501
slew_down,78,1061660366,1067540476,1067540476,1075929084,3215024124
slew_down,79,1065474290,1066713583,1066713583,1075102191,3214197231
slew_down,80,1068544439,1066688624,1066688624,1075077232,3214172272
slew_down,81,1071586276,1067235594,1067235594,1075624202,3214719242
slew_down,82,1073469028,1067983985,1067983985,1076372593,3215467633
slew_down,83,1073493830,1068605718,1068605718,1076994326,3216089366
slew_down,84,1071660464,1068932580,1068932580,1077321188,3216416228
slew_down,85,1068667334,1068976848,1068976848,1077365456,3216460496
slew_down,86,1065644810,1068868701,1068868701,1077257309,3216352349
slew_down,87,1062093714,1068755063,1068755063,1077143671,3216238711
slew_down,88,1061851759,1068713173,1068713173,1077101781,3216196821
slew_down,89,1065212746,1068716407,1068716407,1077105015,3216200055
slew_down,90,1068067846,1068661053,1068661053,1077049661,3216144701
slew_down,91,1070828594,1068434287,1068434287,1076822895,3215917935
slew_down,92,1072437001,1067986063,1067986063,1076374671,3215469711
slew_down,93,1072196614,1067368601,1067368601,1075757209,3214852249
slew_down,94,1070109584,1066724457,1066724457,1075113065,3214208105
slew_down,95,1066876549,1066227990,1066227990,1074616598,3213711638
slew_down,96,1061906805,1066007123,1066007123,1074395731,3213490771
slew_down,97,1057651839,1066080389,1066080389,1074468997,3213564037
slew_down,98,1057037057,1066338854,1066338854,1074727462,3213822502
slew_down,99,1060067946,1066582576,1066582576,1074971184,3214066224
slew_down,100,1065353230,1066598242,1066598242,1074986850,3214081890
slew_down,101,1067995873,1066246916,1066246916,1074635524,3213730564
slew_down,102,1069511298,1065525524,1065525524,1073914132,3213009172
slew_down,103,1069203896,1063798587,1063798587,1072187195,3211282235
slew_down,104,1067076399,1061918698,1061918698,1070307306,3209402346
slew_down,105,1062306578,1060548524,1060548524,1068937132,3208032172
slew_down,106,1054716326,1060003617,1060003617,1068392225,3207487265
slew_down,107,1044160392,1060299869,1060299869,1068688477,3207783517
slew_down,108,1042237432,1061141177,1061141177,1069529785,3208624825
slew_down,109,1051840284,1062029235,1062029235,1070417843,3209512883
slew_down,110,1059923969,1062453387,1062453387,1070841995,3209937035
slew_down,111,1065423487,1062087966,1062087966,1070476574,3209571614
slew_down,112,1067103953,1060921057,1060921057,1069309665,3208404705
slew_down,113,1066982972,1059264560,1059264560,1067653168,3206748208
slew_down,114,1064770016,1057639015,1057639015,1066027623,3205122663
slew_down,115,1058724962,1056190556,1056190556,1064579164,3203674204
slew_down,116,1048449736,1055881919,1055881919,1064270527,3203365567
slew_down,117,1022504768,1057197205,1057197205,1065585813,3204680853
slew_down,118,1023751104,1058589103,1058589103,1066977711,3206072751
slew_down,119,1048809612,1060074102,1060074102,1068462710,3207557750
retune_same,0,0,0,0,0,0
retune_same,1,1053284172,1051802789,1051802789,1060191397,3199286437
retune_same,2,1059407144,1057123550,1057123550,1065512158,3204607198
retune_same,3,1060021926,1056579940,1056579940,1064968548,3204063588
retune_same,4,1056961955,1051727293,1051727293,1060115901,3199210941
retune_same,5,1043985495,1042786598,1042786598,1051175206,3190270246
retune_same,6,3188566307,1021603504,1021603504,1029992112,3169087152
retune_same,7,3198592040,3163180152,3163180152,3171568760,1015696504
retune_same,8,3197630500,1024336996,1024336996,1032725604,3171820644
retune_same,9,3176632112,1042117712,1042117712,1050506320,3189601360
retune_same,10,1051045839,1050062434,1050062434,1058451042,3197546082
retune_same,11,1060269182,1054015938,1054015938,1062404546,3201499586
retune_same,12,1064221842,1056263024,1056263024,1064651632,3203746672
retune_same,13,1064463791,1056594737,1056594737,1064983345,3204078385
retune_same,14,1060992886,1055451237,1055451237,1063839845,3202934885
retune_same,15,1053443921,1053640891,1053640891,1062029499,3201124539
retune_same,16,1027514392,1051997112,1051997112,1060385720,3199480760
retune_same,17,3190746732,1051097084,1051097084,1059485692,3198580732
retune_same,18,3190945150,1051120057,1051120057,1059508665,3198603705
retune_same,19,1025140408,1051863118,1051863118,1060251726,3199346766
retune_same,20,1068544434,1067577176,1067577176,1075965784,3215060824
retune_same,21,1071391108,1066418135,1066418135,1074806743,3213901783
retune_same,22,1073080438,1066202086,1066202086,1074590694,3213685734
retune_same,23,1072915262,1066724664,1066724664,1075113272,3214208312
retune_same,24,1070897048,1067568906,1067568906,1075957514,3215052554
retune_same,25,1067725869,1068301218,1068301218,1076689826,3215784866
retune_same,26,1063714048,1068626258,1068626258,1077014866,3216109906
retune_same,27,1059551640,1068456496,1068456496,1076845104,3215940144
retune_same,28,1059012566,1067892288,1067892288,1076280896,3215375936
retune_same,29,1062101589,1067140684,1067140684,1075529292,3214624332
retune_same,30,1066390105,1066416309,1066416309,1074804917,3213899957
retune_same,31,1069043604,1065863822,1065863822,1074252430,3213347470
retune_same,32,1070560590,1065524743,1065524743,1073913351,3213008391
retune_same,33,1070245436,1065346831,1065346831,1073735439,3212830479
retune_same,34,1068100942,1065132467,1065132467,1073521075,3212616115
retune_same,35,1064303389,1064863778,1064863778,1073252386,3212347426
retune_same,36,1057767448,1064428741,1064428741,1072817349,3211912389
retune_same,37,1050048064,1063817378,1063817378,1072205986,3211301026
retune_same,38,1048879818,1063099999,1063099999,1071488607,3210583647
retune_same,39,1055075912,1062378082,1062378082,1070766690,3209861730
retune_same,40,1061408664,1061734176,1061734176,1070122784,3209217824
retune_same,41,1066092645,1061201733,1061201733,1069590341,3208685381
retune_same,42,1067694027,1060763669,1060763669,1069152277,3208247317
retune_same,43,1067488717,1060374563,1060374563,1068763171,3207858211
retune_same,44,1065478543,1059992272,1059992272,1068380880,3207475920
retune_same,45,1059373752,1059602843,1059602843,1067991451,3207086491
retune_same,46,1049428890,1059228188,1059228188,1067616796,3206711836
retune_same,47,1027167968,1058914219,1058914219,1067302827,3206397867
retune_same,48,1024806400,1058707472,1058707472,1067096080,3206191120
retune_same,49,1048515848,1058631451,1058631451,1067020059,3206115099
retune_same,50,1058642343,1058674228,1058674228,1067062836,3206157876
retune_same,51,1064588966,1058792556,1058792556,1067181164,3206276204
retune_same,52,1066844034,1058930782,1058930782,1067319390,3206414430
retune_same,53,1066917826,1059045564,1059045564,1067434172,3206529212
retune_same,54,1065030413,1059125705,1059125705,1067514313,3206609353
retune_same,55,1059373785,1059198339,1059198339,1067586947,3206681987
retune_same,56,1050575720,1059318418,1059318418,1067707026,3206802066
retune_same,57,1038617600,1059546398,1059546398,1067935006,3207030046
retune_same,58,1041044944,1059922104,1059922104,1068310712,3207405752
retune_same,59,1053032162,1060446956,1060446956,1068835564,3207930604
retune_same,60,1061408656,1061080824,1061080824,1069469432,3208564472
retune_same,61,1066603578,1061755618,1061755618,1070144226,3209239266
retune_same,62,1068711363,1062400155,1062400155,1070788763,3209883803
retune_same,63,1069003423,1062966534,1062966534,1071355142,3210450182
retune_same,64,1067477167,1063447574,1063447574,1071836182,3210931222
retune_same,65,1064303424,1063878362,1063878362,1072266970,3211362010
retune_same,66,1059014984,1064320981,1064320981,1072709589,3211804629
retune_same,67,1055016106,1064838903,1064838903,1073227511,3212322551
retune_same,68,1056276738,1065411586,1065411586,1073800194,3212895234
retune_same,69,1060900298,1065781341,1065781341,1074169949,3213264989
retune_same,70,1086583962,1085345748,1085345748,1093734356,3232829396
retune_same,71,1069644256,1051508068,1051508068,1059896676,3198991716
retune_same,72,1071756536,1065614256,1065614256,1074002864,3213097904
retune_same,73,1072026080,1070527661,1070527661,1078916269,3218011309
retune_same,74,1070450477,1073164298,1073164298,1081552906,3220647946
retune_same,75,1067725854,1073238793,1073238793,1081627401,3220722441
retune_same,76,1064607198,1071397316,1071397316,1079785924,3218880964
retune_same,77,1061330009,1068782756,1068782756,1077171364,3216266404
retune_same,78,1061660366,1066531046,1066531046,1074919654,3214014694
retune_same,79,1065474290,1065384800,1065384800,1073773408,3212868448
retune_same,80,1068544439,1065528980,1065528980,1073917588,3213012628
retune_same,81,1071586276,1066654317,1066654317,1075042925,3214137965
retune_same,82,1073469028,1068175056,1068175056,1076563664,3215658704
retune_same,83,1073493830,1069492576,1069492576,1077881184,3216976224
retune_same,84,1071660464,1070204332,1070204332,1078592940,3217687980
retune_same,85,1068667334,1070198917,1070198917,1078587525,3217682565
retune_same,86,1065644810,1069629905,1069629905,1078018513,3217113553
retune_same,87,1062093714,1068803739,1068803739,1077192347,3216287387
retune_same,88,1061851759,1068039270,1068039270,1076427878,3215522918
retune_same,89,1065212746,1067553448,1067553448,1075942056,3215037096
retune_same,90,1068067846,1067407045,1067407045,1075795653,3214890693
retune_same,91,1070828594,1067516949,1067516949,1075905557,3215000597
retune_same,92,1072437001,1067716759,1067716759,1076105367,3215200407
retune_same,93,1072196614,1067834476,1067834476,1076223084,3215318124
retune_same,94,1070109584,1067756719,1067756719,1076145327,3215240367
retune_same,95,1066876549,1067459072,1067459072,1075847680,3214942720
retune_same,96,1061906805,1066998584,1066998584,1075387192,3214482232
retune_same,97,1057651839,1066477774,1066477774,1074866382,3213961422
retune_same,98,1057037057,1065998730,1065998730,1074387338,3213482378
retune_same,99,1060067946,1065625480,1065625480,1074014088,3213109128
retune_same,100,1065353230,1065366982,1065366982,1073755590,3212850630
retune_same,101,1067995873,1065014281,1065014281,1073402889,3212497929
retune_same,102,1069511298,1064670377,1064670377,1073058985,3212154025
retune_same,103,1069203896,1064231730,1064231730,1072620338,3211715378
retune_same,104,1067076399,1063638957,1063638957,1072027565,3211122605
retune_same,105,1062306578,1062909301,1062909301,1071297909,3210392949
retune_same,106,1054716326,1062122655,1062122655,1070511263,3209606303
retune_same,107,1044160392,1061385497,1061385497,1069774105,3208869145
retune_same,108,1042237432,1060786536,1060786536,1069175144,3208270184
retune_same,109,1051840284,1060364380,1060364380,1068752988,3207848028
retune_same,110,1059923969,1060097395,1060097395,1068486003,3207581043
retune_same,111,1065423487,1059917871,1059917871,1068306479,3207401519
retune_same,112,1067103953,1059743451,1059743451,1068132059,3207227099
retune_same,113,1066982972,1059512920,1059512920,1067901528,3206996568
retune_same,114,1064770016,1059210814,1059210814,1067599422,3206694462
retune_same,115,1058724962,1058873062,1058873062,1067261670,3206356710
retune_same,116,1048449736,1058571769,1058571769,1066960377,3206055417
retune_same,117,1022504768,1058385983,1058385983,1066774591,3205869631
retune_same,118,1023751104,1058370418,1058370418,1066759026,3205854066
retune_same,119,1048809612,1058534362,1058534362,1066922970,3206018010
retune_bad,0,0,0,0,0,0
retune_bad,1,1053284172,1051802789,1051802789,1060191397,3199286437
retune_bad,2,1059407144,1057123550,1057123550,1065512158,3204607198
retune_bad,3,1060021926,1056579940,1056579940,1064968548,3204063588
retune_bad,4,1056961955,1051727293,1051727293,1060115901,3199210941
retune_bad,5,1043985495,1042786598,1042786598,1051175206,3190270246
retune_bad,6,3188566307,1021603504,1021603504,1029992112,3169087152
retune_bad,7,3198592040,3163180152,3163180152,3171568760,1015696504
retune_bad,8,3197630500,1024336996,1024336996,1032725604,3171820644
retune_bad,9,3176632112,1042117712,1042117712,1050506320,3189601360
retune_bad,10,1051045839,1050062434,1050062434,1058451042,3197546082
retune_bad,11,1060269182,1054015938,1054015938,1062404546,3201499586
retune_bad,12,1064221842,1056263024,1056263024,1064651632,3203746672
retune_bad,13,1064463791,1056594737,1056594737,1064983345,3204078385
retune_bad,14,1060992886,1055451237,1055451237,1063839845,3202934885
retune_bad,15,1053443921,1053640891,1053640891,1062029499,3201124539
retune_bad,16,1027514392,1051997112,1051997112,1060385720,3199480760
retune_bad,17,3190746732,1051097084,1051097084,1059485692,3198580732
retune_bad,18,3190945150,1051120057,1051120057,1059508665,3198603705
retune_bad,19,1025140408,1051863118,1051863118,1060251726,3199346766
retune_bad,20,1068544434,1067577176,1067577176,1075965784,3215060824
retune_bad,21,1071391108,1066418135,1066418135,1074806743,3213901783
retune_bad,22,1073080438,1066202086,1066202086,1074590694,3213685734
retune_bad,23,1072915262,1066724664,1066724664,1075113272,3214208312
retune_bad,24,1070897048,1067568906,1067568906,1075957514,3215052554
retune_bad,25,1067725869,1068301218,1068301218,1076689826,3215784866
retune_bad,26,1063714048,1068626258,1068626258,1077014866,3216109906
retune_bad,27,1059551640,1068456496,1068456496,1076845104,3215940144
retune_bad,28,1059012566,1067892288,1067892288,1076280896,3215375936
retune_bad,29,1062101589,1067140684,1067140684,1075529292,3214624332
retune_bad,30,1066390105,1066416309,1066416309,1074804917,3213899957
retune_bad,31,1069043604,1065863822,1065863822,1074252430,3213347470
retune_bad,32,1070560590,1065524743,1065524743,1073913351,3213008391
retune_bad,33,1070245436,1065346831,1065346831,1073735439,3212830479
retune_bad,34,1068100942,1065132467,1065132467,1073521075,3212616115
retune_bad,35,1064303389,1064863778,1064863778,1073252386,3212347426
retune_bad,36,1057767448,1064428741,1064428741,1072817349,3211912389
retune_bad,37,1050048064,1063817378,1063817378,1072205986,3211301026
retune_bad,38,1048879818,1063099999,1063099999,1071488607,3210583647
retune_bad,39,1055075912,1062378082,1062378082,1070766690,3209861730
retune_bad,40,1061408664,1061734176,1061734176,1070122784,3209217824
retune_bad,41,1066092645,1061201733,1061201733,1069590341,3208685381
retune_bad,42,1067694027,1060763669,1060763669,1069152277,3208247317
retune_bad,43,1067488717,1060374563,1060374563,1068763171,3207858211
retune_bad,44,1065478543,1059992272,1059992272,1068380880,3207475920
retune_bad,45,1059373752,1059602843,1059602843,1067991451,3207086491
retune_bad,46,1049428890,1059228188,1059228188,1067616796,3206711836
retune_bad,47,1027167968,1058914219,1058914219,1067302827,3206397867
retune_bad,48,1024806400,1058707472,1058707472,1067096080,3206191120
retune_bad,49,1048515848,1058631451,1058631451,1067020059,3206115099
retune_bad,50,1058642343,1058470731,1058470731,1066859339,3205954379
retune_bad,51,1064588966,1058510376,1058510376,1066898984,3205994024
retune_bad,52,1066844034,1058896287,1058896287,1067284895,3206379935
retune_bad,53,1066917826,1059539159,1059539159,1067927767,3207022807
retune_bad,54,1065030413,1060164298,1060164298,1068552906,3207647946
retune_bad,55,1059373785,1060468698,1060468698,1068857306,3207952346
retune_bad,56,1050575720,1060296833,1060296833,1068685441,3207780481
retune_bad,57,1038617600,1059744177,1059744177,1068132785,3207227825
retune_bad,58,1041044944,1059135139,1059135139,1067523747,3206618787
retune_bad,59,1053032162,1058886460,1058886460,1067275068,3206370108
retune_bad,60,1061408656,1059318211,1059318211,1067706819,3206801859
retune_bad,61,1066603578,1060499778,1060499778,1068888386,3207983426
retune_bad,62,1068711363,1062201188,1062201188,1070589796,3209684836
retune_bad,63,1069003423,1063973694,1063973694,1072362302,3211457342
retune_bad,64,1067477167,1065327256,1065327256,1073715864,3212810904
retune_bad,65,1064303424,1065642114,1065642114,1074030722,3213125762
retune_bad,66,1059014984,1065552904,1065552904,1073941512,3213036552
retune_bad,67,1055016106,1065078141,1065078141,1073466749,3212561789
retune_bad,68,1056276738,1064402288,1064402288,1072790896,3211885936
retune_bad,69,1060900298,1064232422,1064232422,1072621030,3211716070
retune_bad,70,1086583962,1085033304,1085033304,1093421912,3232516952
retune_bad,71,1069644256,1048206584,1048206584,1056595192,3195690232
retune_bad,72,1071756536,1066015328,1066015328,1074403936,3213498976
retune_bad,73,1072026080,1071832633,1071832633,1080221241,3219316281
retune_bad,74,1070450477,1074212328,1074212328,1082600936,3221695976
retune_bad,75,1067725854,1073994278,1073994278,1082382886,3221477926
retune_bad,76,1064607198,1071460976,1071460976,1079849584,3218944624
retune_bad,77,1061330009,1067906285,1067906285,1076294893,3215389933
retune_bad,78,1061660366,1064852040,1064852040,1073240648,3212335688
retune_bad,79,1065474290,1062607171,1062607171,1070995779,3210090819
retune_bad,80,1068544439,1063990829,1063990829,1072379437,3211474477
retune_bad,81,1071586276,1066629230,1066629230,1075017838,3214112878
retune_bad,82,1073469028,1068948372,1068948372,1077336980,3216432020
retune_bad,83,1073493830,1070754275,1070754275,1079142883,3218237923
retune_bad,84,1071660464,1071497185,1071497185,1079885793,3218980833
retune_bad,85,1068667334,1071082707,1071082707,1079471315,3218566355
retune_bad,86,1065644810,1069825026,1069825026,1078213634,3217308674
retune_bad,87,1062093714,1068272416,1068272416,1076661024,3215756064
retune_bad,88,1061851759,1066985310,1066985310,1075373918,3214468958
retune_bad,89,1065212746,1066346102,1066346102,1074734710,3213829750
retune_bad,90,1068067846,1066455640,1066455640,1074844248,3213939288
retune_bad,91,1070828594,1067136028,1067136028,1075524636,3214619676
retune_bad,92,1072437001,1068023691,1068023691,1076412299,3215507339
retune_bad,93,1072196614,1068711930,1068711930,1077100538,3216195578
retune_bad,94,1070109584,1068892802,1068892802,1077281410,3216376450
retune_bad,95,1066876549,1068453300,1068453300,1076841908,3215936948
retune_bad,96,1061906805,1067499572,1067499572,1075888180,3214983220
retune_bad,97,1057651839,1066306261,1066306261,1074694869,3213789909
retune_bad,98,1057037057,1065072035,1065072035,1073460643,3212555683
retune_bad,99,1060067946,1063651131,1063651131,1072039739,3211134779
retune_bad,100,1065353230,1063260265,1063260265,1071648873,3210743913
retune_bad,101,1067995873,1063780372,1063780372,1072168980,3211264020
retune_bad,102,1069511298,1064766448,1064766448,1073155056,3212250096
retune_bad,103,1069203896,1065485610,1065485610,1073874218,3212969258
retune_bad,104,1067076399,1065577221,1065577221,1073965829,3213060869
retune_bad,105,1062306578,1065043345,1065043345,1073431953,3212526993
retune_bad,106,1054716326,1063429362,1063429362,1071817970,3210913010
retune_bad,107,1044160392,1061368412,1061368412,1069757020,3208852060
retune_bad,108,1042237432,1059440213,1059440213,1067828821,3206923861
retune_bad,109,1051840284,1058180902,1058180902,1066569510,3205664550
retune_bad,110,1059923969,1057885876,1057885876,1066274484,3205369524
retune_bad,111,1065423487,1058502627,1058502627,1066891235,3205986275
retune_bad,112,1067103953,1059653552,1059653552,1068042160,3207137200
retune_bad,113,1066982972,1060780684,1060780684,1069169292,3208264332
retune_bad,114,1064770016,1061356756,1061356756,1069745364,3208840404
retune_bad,115,1058724962,1061084696,1061084696,1069473304,3208568344
retune_bad,116,1048449736,1060009875,1060009875,1068398483,3207493523
retune_bad,117,1022504768,1058502785,1058502785,1066891393,3205986433
retune_bad,118,1023751104,1057118651,1057118651,1065507259,3204602299
retune_bad,119,1048809612,1055809373,1055809373,1064197981,3203293021
reset_midway,0,0,0,0,0,0
reset_midway,1,1053284172,1051802789,1051802789,1060191397,3199286437
reset_midway,2,1059407144,1057123550,1057123550,1065512158,3204607198
reset_midway,3,1060021926,1056579940,1056579940,1064968548,3204063588
reset_midway,4,1056961955,1051727293,1051727293,1060115901,3199210941
reset_midway,5,1043985495,1042786598,1042786598,1051175206,3190270246
reset_midway,6,3188566307,1021603504,1021603504,1029992112,3169087152
reset_midway,7,3198592040,3163180152,3163180152,3171568760,1015696504
