#notch
scenario,step,in,out_f,out_x,out_y,out_z
narrow,84,1071660464,1070301015,1070301015,1078689623,3217784663
narrow,85,1068667334,1070315980,1070315980,1078704588,3217799628
narrow,86,1065644810,1069688484,1069688484,1078077092,3217172132
narrow,87,1062093714,1068665900,1068665900,1077054508,3216149548
narrow,88,1061851759,1067617686,1067617686,1076006294,3215101334
narrow,89,1065212746,1066891271,1066891271,1075279879,3214374919
narrow,90,1068067846,1066684412,1066684412,1075073020,3214168060
narrow,91,1070828594,1066980831,1066980831,1075369439,3214464479
narrow,92,1072437001,1067569255,1067569255,1075957863,3215052903
narrow,93,1072196614,1068133834,1068133834,1076522442,3215617482
narrow,94,1070109584,1068378503,1068378503,1076767111,3215862151
narrow,95,1066876549,1068136691,1068136691,1076525299,3215620339
narrow,96,1061906805,1067426796,1067426796,1075815404,3214910444
narrow,97,1057651839,1066435408,1066435408,1074824016,3213919056
narrow,98,1057037057,1065439138,1065439138,1073827746,3212922786
narrow,99,1060067946,1064041634,1064041634,1072430242,3211525282
narrow,100,1065353230,1063362539,1063362539,1071751147,3210846187
narrow,101,1067995873,1063464411,1063464411,1071853019,3210948059
narrow,102,1069511298,1064034361,1064034361,1072422969,3211518009
narrow,103,1069203896,1064605224,1064605224,1072993832,3212088872
narrow,104,1067076399,1064740494,1064740494,1073129102,3212224142
narrow,105,1062306578,1064197250,1064197250,1072585858,3211680898
narrow,106,1054716326,1063007102,1063007102,1071395710,3210490750
narrow,107,1044160392,1061451208,1061451208,1069839816,3208934856
narrow,108,1042237432,1059942218,1059942218,1068330826,3207425866
narrow,109,1051840284,1058864882,1058864882,1067253490,3206348530
narrow,110,1059923969,1058435857,1058435857,1066824465,3205919505
narrow,111,1065423487,1058633821,1058633821,1067022429,3206117469
narrow,112,1067103953,1059222167,1059222167,1067610775,3206705815
narrow,113,1066982972,1059851140,1059851140,1068239748,3207334788
narrow,114,1064770016,1060195405,1060195405,1068584013,3207679053
narrow,115,1058724962,1060074942,1060074942,1068463550,3207558590
narrow,116,1048449736,1059514572,1059514572,1067903180,3206998220
narrow,117,1022504768,1058723399,1058723399,1067112007,3206207047
narrow,118,1023751104,1058006460,1058006460,1066395068,3205490108
narrow,119,1048809612,1057645383,1057645383,1066033991,3205129031
wide,0,0,0,0,0,2147483648
wide,1,1053284172,1049550349,1049550349,1057938957,3197033997
wide,2,1059407144,1054097239,1054097239,1062485847,3201580887
wide,3,1060021926,1057673039,1057673039,1066061647,3205156687
wide,4,1056961955,1058088642,1058088642,1066477250,3205572290
wide,5,1043985495,1053741825,1053741825,1062130433,3201225473
wide,6,3188566307,1038568190,1038568190,1046956798,3186051838
wide,7,3198592040,3189770852,3189770852,3198159460,1042287204
wide,8,3197630500,3196807186,3196807186,3205195794,1049323538
wide,9,3176632112,3191499607,3191499607,3199888215,1044015959
wide,10,1051045839,1034561824,1034561824,1042950432,3182045472
wide,11,1060269182,1054586559,1054586559,1062975167,3202070207
wide,12,1064221842,1060890428,1060890428,1069279036,3208374076
wide,13,1064463791,1063507920,1063507920,1071896528,3210991568
wide,14,1060992886,1062730638,1062730638,1071119246,3210214286
wide,15,1053443921,1058928171,1058928171,1067316779,3206411819
wide,16,1027514392,1050255050,1050255050,1058643658,3197738698
wide,17,3190746732,1015334984,1015334984,1023723592,3162818632
wide,18,3190945150,3187656454,3187656454,3196045062,1040172806
wide,19,1025140408,3180241998,3180241998,3188630606,1032758350
wide,20,1068544434,1063240623,1063240623,1071629231,3210724271
wide,21,1071391108,1065904777,1065904777,1074293385,3213388425
wide,22,1073080438,1071027127,1071027127,1079415735,3218510775
wide,23,1072915262,1073624206,1073624206,1082012814,3221107854
wide,24,1070897048,1072571326,1072571326,1080959934,3220054974
wide,25,1067725869,1069652519,1069652519,1078041127,3217136167
wide,26,1063714048,1066547802,1066547802,1074936410,3214031450
wide,27,1059551640,1062847434,1062847434,1071236042,3210331082
wide,28,1059012566,1060268400,1060268400,1068657008,3207752048
wide,29,1062101589,1060697134,1060697134,1069085742,3208180782
wide,30,1066390105,1063974836,1063974836,1072363444,3211458484
wide,31,1069043604,1067056468,1067056468,1075445076,3214540116
wide,32,1070560590,1069165054,1069165054,1077553662,3216648702
wide,33,1070245436,1070041722,1070041722,1078430330,3217525370
wide,34,1068100942,1069227558,1069227558,1077616166,3216711206
wide,35,1064303389,1066923074,1066923074,1075311682,3214406722
wide,36,1057767448,1062440192,1062440192,1070828800,3209923840
wide,37,1050048064,1057022338,1057022338,1065410946,3204505986
wide,38,1048879818,1051187129,1051187129,1059575737,3198670777
wide,39,1055075912,1052039858,1052039858,1060428466,3199523506
wide,40,1061408664,1057925458,1057925458,1066314066,3205409106
wide,41,1066092645,1062835160,1062835160,1071223768,3210318808
wide,42,1067694027,1066258744,1066258744,1074647352,3213742392
wide,43,1067488717,1067216991,1067216991,1075605599,3214700639
wide,44,1065478543,1066521396,1066521396,1074910004,3214005044
wide,45,1059373752,1063375963,1063375963,1071764571,3210859611
wide,46,1049428890,1057659602,1057659602,1066048210,3205143250
wide,47,1027167968,1047954558,1047954558,1056343166,3195438206
wide,48,1024806400,1035442438,1035442438,1043831046,3182926086
wide,49,1048515848,1041315446,1041315446,1049704054,3188799094
wide,50,1058642343,1052754731,1052754731,1061143339,3200238379
wide,51,1064588966,1060277634,1060277634,1068666242,3207761282
wide,52,1066844034,1065137258,1065137258,1073525866,3212620906
wide,53,1066917826,1066477674,1066477674,1074866282,3213961322
wide,54,1065030413,1066062885,1066062885,1074451493,3213546533
wide,55,1059373785,1063028840,1063028840,1071417448,3210512488
wide,56,1050575720,1057885360,1057885360,1066273968,3205369008
wide,57,1038617600,1049858656,1049858656,1058247264,3197342304
wide,58,1041044944,1043256881,1043256881,1051645489,3190740529
wide,59,1053032162,1048770199,1048770199,1057158807,3196253847
wide,60,1061408656,1057306672,1057306672,1065695280,3204790320
wide,61,1066603578,1063237704,1063237704,1071626312,3210721352
wide,62,1068711363,1066968664,1066968664,1075357272,3214452312
wide,63,1069003423,1068429194,1068429194,1076817802,3215912842
wide,64,1067477167,1068225180,1068225180,1076613788,3215708828
wide,65,1064303424,1066544904,1066544904,1074933512,3214028552
wide,66,1059014984,1062934491,1062934491,1071323099,3210418139
wide,67,1055016106,1058757306,1058757306,1067145914,3206240954
wide,68,1056276738,1057035318,1057035318,1065423926,3204518966
wide,69,1060900298,1058661621,1058661621,1067050229,3206145269
wide,70,1086583962,1083072267,1083072267,1091460875,3230555915
wide,71,1069644256,1059176730,1059176730,1067565338,3206660378
wide,72,1071756536,1078978864,1078978864,1087367472,3226462512
wide,73,1072026080,1076527056,1076527056,1084915664,3224010704
wide,74,1070450477,1069333675,1069333675,1077722283,3216817323
wide,75,1067725854,1065810170,1065810170,1074198778,3213293818
wide,76,1064607198,1066140098,1066140098,1074528706,3213623746
wide,77,1061330009,1065783325,1065783325,1074171933,3213266973
wide,78,1061660366,1063712460,1063712460,1072101068,3211196108
wide,79,1065474290,1063456285,1063456285,1071844893,3210939933
wide,80,1068544439,1066280608,1066280608,1074669216,3213764256
wide,81,1071586276,1069279798,1069279798,1077668406,3216763446
wide,82,1073469028,1071920720,1071920720,1080309328,3219404368
wide,83,1073493830,1073141434,1073141434,1081530042,3220625082
wide,84,1071660464,1072594662,1072594662,1080983270,3220078310
wide,85,1068667334,1070566954,1070566954,1078955562,3218050602
wide,86,1065644810,1067819630,1067819630,1076208238,3215303278
wide,87,1062093714,1065355144,1065355144,1073743752,3212838792
wide,88,1061851759,1062800298,1062800298,1071188906,3210283946
wide,89,1065212746,1063528176,1063528176,1071916784,3211011824
wide,90,1068067846,1066265335,1066265335,1074653943,3213748983
wide,91,1070828594,1068795105,1068795105,1077183713,3216278753
wide,92,1072437001,1070993263,1070993263,1079381871,3218476911
wide,93,1072196614,1071942153,1071942153,1080330761,3219425801
wide,94,1070109584,1071194736,1071194736,1079583344,3218678384
wide,95,1066876549,1068944736,1068944736,1077333344,3216428384
wide,96,1061906805,1065952952,1065952952,1074341560,3213436600
wide,97,1057651839,1061162011,1061162011,1069550619,3208645659
wide,98,1057037057,1058205083,1058205083,1066593691,3205688731
wide,99,1060067946,1058586011,1058586011,1066974619,3206069659
wide,100,1065353230,1061928555,1061928555,1070317163,3209412203
wide,101,1067995873,1066037545,1066037545,1074426153,3213521193
wide,102,1069511298,1068126435,1068126435,1076515043,3215610083
wide,103,1069203896,1068992366,1068992366,1077380974,3216476014
wide,104,1067076399,1068188747,1068188747,1076577355,3215672395
wide,105,1062306578,1065909210,1065909210,1074297818,3213392858
wide,106,1054716326,1060475803,1060475803,1068864411,3207959451
wide,107,1044160392,1053301820,1053301820,1061690428,3200785468
wide,108,1042237432,1046606642,1046606642,1054995250,3194090290
wide,109,1051840284,1048661818,1048661818,1057050426,3196145466
wide,110,1059923969,1055758144,1055758144,1064146752,3203241792
wide,111,1065423487,1061409733,1061409733,1069798341,3208893381
wide,112,1067103953,1065621412,1065621412,1074010020,3213105060
wide,113,1066982972,1066660664,1066660664,1075049272,3214144312
wide,114,1064770016,1066051064,1066051064,1074439672,3213534712
wide,115,1058724962,1062615740,1062615740,1071004348,3210099388
wide,116,1048449736,1057086526,1057086526,1065475134,3204570174
wide,117,1022504768,1046431160,1046431160,1054819768,3193914808
wide,118,1023751104,1033960360,1033960360,1042348968,3181444008
wide,119,1048809612,1041363384,1041363384,1049751992,3188847032
degenerate,0,0,0,0,0,2147483648
degenerate,1,1053284172,1053284172,1053284172,1061672780,3200767820
degenerate,2,1059407144,1059407144,1059407144,1067795752,3206890792
degenerate,3,1060021926,1060021926,1060021926,1068410534,3207505574
degenerate,4,1056961955,1056961955,1056961955,1065350563,3204445603
degenerate,5,1043985495,1043985495,1043985495,1052374103,3191469143
degenerate,6,3188566307,3188566307,3188566307,3196954915,1041082659
degenerate,7,3198592040,3198592040,3198592040,3206980648,1051108392
degenerate,8,3197630500,3197630500,3197630500,3206019108,1050146852
degenerate,9,3176632112,3176632112,3176632112,3185020720,1029148464
degenerate,10,1051045839,1051045839,1051045839,1059434447,3198529487
degenerate,11,1060269182,1060269182,1060269182,1068657790,3207752830
degenerate,12,1064221842,1064221842,1064221842,1072610450,3211705490
degenerate,13,1064463791,1064463791,1064463791,1072852399,3211947439
degenerate,14,1060992886,1060992886,1060992886,1069381494,3208476534
degenerate,15,1053443921,1053443921,1053443921,1061832529,3200927569
degenerate,16,1027514392,1027514392,1027514392,1035903000,3174998040
degenerate,17,3190746732,3190746732,3190746732,3199135340,1043263084
degenerate,18,3190945150,3190945150,3190945150,3199333758,1043461502
degenerate,19,1025140408,1025140408,1025140408,1033529016,3172624056
degenerate,20,1068544434,1068544434,1068544434,1076933042,3216028082
degenerate,21,1071391108,1071391108,1071391108,1079779716,3218874756
degenerate,22,1073080438,1073080438,1073080438,1081469046,3220564086
degenerate,23,1072915262,1072915262,1072915262,1081303870,3220398910
degenerate,24,1070897048,1070897048,1070897048,1079285656,3218380696
degenerate,25,1067725869,1067725869,1067725869,1076114477,3215209517
degenerate,26,1063714048,1063714048,1063714048,1072102656,3211197696
degenerate,27,1059551640,1059551640,1059551640,1067940248,3207035288
degenerate,28,1059012566,1059012566,1059012566,1067401174,3206496214
degenerate,29,1062101589,1062101589,1062101589,1070490197,3209585237
degenerate,30,1066390105,1066390105,1066390105,1074778713,3213873753
degenerate,31,1069043604,1069043604,1069043604,1077432212,3216527252
degenerate,32,1070560590,1070560590,1070560590,1078949198,3218044238
degenerate,33,1070245436,1070245436,1070245436,1078634044,3217729084
degenerate,34,1068100942,1068100942,1068100942,1076489550,3215584590
degenerate,35,1064303389,1064303389,1064303389,1072691997,3211787037
degenerate,36,1057767448,1057767448,1057767448,1066156056,3205251096
degenerate,37,1050048064,1050048064,1050048064,1058436672,3197531712
degenerate,38,1048879818,1048879818,1048879818,1057268426,3196363466
degenerate,39,1055075912,1055075912,1055075912,1063464520,3202559560
degenerate,40,1061408664,1061408664,1061408664,1069797272,3208892312
degenerate,41,1066092645,1066092645,1066092645,1074481253,3213576293
degenerate,42,1067694027,1067694027,1067694027,1076082635,3215177675
degenerate,43,1067488717,1067488717,1067488717,1075877325,3214972365
degenerate,44,1065478543,1065478543,1065478543,1073867151,3212962191
degenerate,45,1059373752,1059373752,1059373752,1067762360,3206857400
degenerate,46,1049428890,1049428890,1049428890,1057817498,3196912538
degenerate,47,1027167968,1027167968,1027167968,1035556576,3174651616
degenerate,48,1024806400,1024806400,1024806400,1033195008,3172290048
degenerate,49,1048515848,1048515848,1048515848,1056904456,3195999496
degenerate,50,1058642343,1058642343,1058642343,1067030951,3206125991
degenerate,51,1064588966,1064588966,1064588966,1072977574,3212072614
degenerate,52,1066844034,1066844034,1066844034,1075232642,3214327682
degenerate,53,1066917826,1066917826,1066917826,1075306434,3214401474
degenerate,54,1065030413,1065030413,1065030413,1073419021,3212514061
degenerate,55,1059373785,1059373785,1059373785,1067762393,3206857433
degenerate,56,1050575720,1050575720,1050575720,1058964328,3198059368
degenerate,57,1038617600,1038617600,1038617600,1047006208,3186101248
degenerate,58,1041044944,1041044944,1041044944,1049433552,3188528592
degenerate,59,1053032162,1053032162,1053032162,1061420770,3200515810
degenerate,60,1061408656,1061408656,1061408656,1069797264,3208892304
degenerate,61,1066603578,1066603578,1066603578,1074992186,3214087226
degenerate,62,1068711363,1068711363,1068711363,1077099971,3216195011
degenerate,63,1069003423,1069003423,1069003423,1077392031,3216487071
degenerate,64,1067477167,1067477167,1067477167,1075865775,3214960815
degenerate,65,1064303424,1064303424,1064303424,1072692032,3211787072
degenerate,66,1059014984,1059014984,1059014984,1067403592,3206498632
degenerate,67,1055016106,1055016106,1055016106,1063404714,3202499754
degenerate,68,1056276738,1056276738,1056276738,1064665346,3203760386
degenerate,69,1060900298,1060900298,1060900298,1069288906,3208383946
degenerate,70,1086583962,1086583962,1086583962,1094972570,3234067610
degenerate,71,1069644256,1069644256,1069644256,1078032864,3217127904
degenerate,72,1071756536,1071756536,1071756536,1080145144,3219240184
degenerate,73,1072026080,1072026080,1072026080,1080414688,3219509728
degenerate,74,1070450477,1070450477,1070450477,1078839085,3217934125
degenerate,75,1067725854,1067725854,1067725854,1076114462,3215209502
degenerate,76,1064607198,1064607198,1064607198,1072995806,3212090846
degenerate,77,1061330009,1061330009,1061330009,1069718617,3208813657
degenerate,78,1061660366,1061660366,1061660366,1070048974,3209144014
degenerate,79,1065474290,1065474290,1065474290,1073862898,3212957938
degenerate,80,1068544439,1068544439,1068544439,1076933047,3216028087
degenerate,81,1071586276,1071586276,1071586276,1079974884,3219069924
degenerate,82,1073469028,1073469028,1073469028,1081857636,3220952676
degenerate,83,1073493830,1073493830,1073493830,1081882438,3220977478
degenerate,84,1071660464,1071660464,1071660464,1080049072,3219144112
degenerate,85,1068667334,1068667334,1068667334,1077055942,3216150982
degenerate,86,1065644810,1065644810,1065644810,1074033418,3213128458
degenerate,87,1062093714,1062093714,1062093714,1070482322,3209577362
degenerate,88,1061851759,1061851759,1061851759,1070240367,3209335407
degenerate,89,1065212746,1065212746,1065212746,1073601354,3212696394
degenerate,90,1068067846,1068067846,1068067846,1076456454,3215551494
degenerate,91,1070828594,1070828594,1070828594,1079217202,3218312242
degenerate,92,1072437001,1072437001,1072437001,1080825609,3219920649
degenerate,93,1072196614,1072196614,1072196614,1080585222,3219680262
degenerate,94,1070109584,1070109584,1070109584,1078498192,3217593232
degenerate,95,1066876549,1066876549,1066876549,1075265157,3214360197
degenerate,96,1061906805,1061906805,1061906805,1070295413,3209390453
degenerate,97,1057651839,1057651839,1057651839,1066040447,3205135487
degenerate,98,1057037057,1057037057,1057037057,1065425665,3204520705
degenerate,99,1060067946,1060067946,1060067946,1068456554,3207551594
degenerate,100,1065353230,1065353230,1065353230,1073741838,3212836878
degenerate,101,1067995873,1067995873,1067995873,1076384481,3215479521
degenerate,102,1069511298,1069511298,1069511298,1077899906,3216994946
degenerate,103,1069203896,1069203896,1069203896,1077592504,3216687544
degenerate,104,1067076399,1067076399,1067076399,1075465007,3214560047
degenerate,105,1062306578,1062306578,1062306578,1070695186,3209790226
degenerate,106,1054716326,1054716326,1054716326,1063104934,3202199974
degenerate,107,1044160392,1044160392,1044160392,1052549000,3191644040
degenerate,108,1042237432,1042237432,1042237432,1050626040,3189721080
degenerate,109,1051840284,1051840284,1051840284,1060228892,3199323932
degenerate,110,1059923969,1059923969,1059923969,1068312577,3207407617
degenerate,111,1065423487,1065423487,1065423487,1073812095,3212907135
degenerate,112,1067103953,1067103953,1067103953,1075492561,3214587601
degenerate,113,1066982972,1066982972,1066982972,1075371580,3214466620
degenerate,114,1064770016,1064770016,1064770016,1073158624,3212253664
degenerate,115,1058724962,1058724962,1058724962,1067113570,3206208610
degenerate,116,1048449736,1048449736,1048449736,1056838344,3195933384
degenerate,117,1022504768,1022504768,1022504768,1030893376,3169988416
degenerate,118,1023751104,1023751104,1023751104,1032139712,3171234752
degenerate,119,1048809612,1048809612,1048809612,1057198220,3196293260
too_high,0,0,0,0,0,2147483648
too_high,1,1053284172,1053284172,1053284172,1061672780,3200767820
too_high,2,1059407144,1059407144,1059407144,1067795752,3206890792
too_high,3,1060021926,1060021926,1060021926,1068410534,3207505574
too_high,4,1056961955,1056961955,1056961955,1065350563,3204445603
too_high,5,1043985495,1043985495,1043985495,1052374103,3191469143
too_high,6,3188566307,3188566307,3188566307,3196954915,1041082659
too_high,7,3198592040,3198592040,3198592040,3206980648,1051108392
too_high,8,3197630500,3197630500,3197630500,3206019108,1050146852
too_high,9,3176632112,3176632112,3176632112,3185020720,1029148464
too_high,10,1051045839,1051045839,1051045839,1059434447,3198529487
too_high,11,1060269182,1060269182,1060269182,1068657790,3207752830
too_high,12,1064221842,1064221842,1064221842,1072610450,3211705490
too_high,13,1064463791,1064463791,1064463791,1072852399,3211947439
too_high,14,1060992886,1060992886,1060992886,1069381494,3208476534
too_high,15,1053443921,1053443921,1053443921,1061832529,3200927569
too_high,16,1027514392,1027514392,1027514392,1035903000,3174998040
too_high,17,3190746732,3190746732,3190746732,3199135340,1043263084
too_high,18,3190945150,3190945150,3190945150,3199333758,1043461502
too_high,19,1025140408,1025140408,1025140408,1033529016,3172624056
too_high,20,1068544434,1068544434,1068544434,1076933042,3216028082
too_high,21,1071391108,1071391108,1071391108,1079779716,3218874756
too_high,22,1073080438,1073080438,1073080438,1081469046,3220564086
too_high,23,1072915262,1072915262,1072915262,1081303870,3220398910
too_high,24,1070897048,1070897048,1070897048,1079285656,3218380696
too_high,25,1067725869,1067725869,1067725869,1076114477,3215209517
too_high,26,1063714048,1063714048,1063714048,1072102656,3211197696
too_high,27,1059551640,1059551640,1059551640,1067940248,3207035288
too_high,28,1059012566,1059012566,1059012566,1067401174,3206496214
too_high,29,1062101589,1062101589,1062101589,1070490197,3209585237
too_high,30,1066390105,1066390105,1066390105,1074778713,3213873753
too_high,31,1069043604,1069043604,1069043604,1077432212,3216527252
too_high,32,1070560590,1070560590,1070560590,1078949198,3218044238
too_high,33,1070245436,1070245436,1070245436,1078634044,3217729084
too_high,34,1068100942,1068100942,1068100942,1076489550,3215584590
too_high,35,1064303389,1064303389,1064303389,1072691997,3211787037
too_high,36,1057767448,1057767448,1057767448,1066156056,3205251096
too_high,37,1050048064,1050048064,1050048064,1058436672,3197531712
too_high,38,1048879818,1048879818,1048879818,1057268426,3196363466
too_high,39,1055075912,1055075912,1055075912,1063464520,3202559560
too_high,40,1061408664,1061408664,1061408664,1069797272,3208892312
too_high,41,1066092645,1066092645,1066092645,1074481253,3213576293
too_high,42,1067694027,1067694027,1067694027,1076082635,3215177675
too_high,43,1067488717,1067488717,1067488717,1075877325,3214972365
too_high,44,1065478543,1065478543,1065478543,1073867151,3212962191
too_high,45,1059373752,1059373752,1059373752,1067762360,3206857400
too_high,46,1049428890,1049428890,1049428890,1057817498,3196912538
too_high,47,1027167968,1027167968,1027167968,1035556576,3174651616
too_high,48,1024806400,1024806400,1024806400,1033195008,3172290048
too_high,49,1048515848,1048515848,1048515848,1056904456,3195999496
too_high,50,1058642343,1058642343,1058642343,1067030951,3206125991
too_high,51,1064588966,1064588966,1064588966,1072977574,3212072614
too_high,52,1066844034,1066844034,1066844034,1075232642,3214327682
too_high,53,1066917826,1066917826,1066917826,1075306434,3214401474
too_high,54,1065030413,1065030413,1065030413,1073419021,3212514061
too_high,55,1059373785,1059373785,1059373785,1067762393,3206857433
too_high,56,1050575720,1050575720,1050575720,1058964328,3198059368
too_high,57,1038617600,1038617600,1038617600,1047006208,3186101248
too_high,58,1041044944,1041044944,1041044944,1049433552,3188528592
too_high,59,1053032162,1053032162,1053032162,1061420770,3200515810
too_high,60,1061408656,1061408656,1061408656,1069797264,3208892304
too_high,61,1066603578,1066603578,1066603578,1074992186,3214087226
too_high,62,1068711363,1068711363,1068711363,1077099971,3216195011
too_high,63,1069003423,1069003423,1069003423,1077392031,3216487071
too_high,64,1067477167,1067477167,1067477167,1075865775,3214960815
too_high,65,1064303424,1064303424,1064303424,1072692032,3211787072
too_high,66,1059014984,1059014984,1059014984,1067403592,3206498632
too_high,67,1055016106,1055016106,1055016106,1063404714,3202499754
too_high,68,1056276738,1056276738,1056276738,1064665346,3203760386
too_high,69,1060900298,1060900298,1060900298,1069288906,3208383946
too_high,70,1086583962,1086583962,1086583962,1094972570,3234067610
too_high,71,1069644256,1069644256,1069644256,1078032864,3217127904
too_high,72,1071756536,1071756536,1071756536,1080145144,3219240184
too_high,73,1072026080,1072026080,1072026080,1080414688,3219509728
too_high,74,1070450477,1070450477,1070450477,1078839085,3217934125
too_high,75,1067725854,1067725854,1067725854,1076114462,3215209502
too_high,76,1064607198,1064607198,1064607198,1072995806,3212090846
too_high,77,1061330009,1061330009,1061330009,1069718617,3208813657
too_high,78,1061660366,1061660366,1061660366,1070048974,3209144014
too_high,79,1065474290,1065474290,1065474290,1073862898,3212957938
too_high,80,1068544439,1068544439,1068544439,1076933047,3216028087
too_high,81,1071586276,1071586276,1071586276,1079974884,3219069924
too_high,82,1073469028,1073469028,1073469028,1081857636,3220952676
too_high,83,1073493830,1073493830,1073493830,1081882438,3220977478
too_high,84,1071660464,1071660464,1071660464,1080049072,3219144112
too_high,85,1068667334,1068667334,1068667334,1077055942,3216150982
too_high,86,1065644810,1065644810,1065644810,1074033418,3213128458
too_high,87,1062093714,1062093714,1062093714,1070482322,3209577362
too_high,88,1061851759,1061851759,1061851759,1070240367,3209335407
too_high,89,1065212746,1065212746,1065212746,1073601354,3212696394
too_high,90,1068067846,1068067846,1068067846,1076456454,3215551494
too_high,91,1070828594,1070828594,1070828594,1079217202,3218312242
too_high,92,1072437001,1072437001,1072437001,1080825609,3219920649
too_high,93,1072196614,1072196614,1072196614,1080585222,3219680262
too_high,94,1070109584,1070109584,1070109584,1078498192,3217593232
too_high,95,1066876549,1066876549,1066876549,1075265157,3214360197
too_high,96,1061906805,1061906805,1061906805,1070295413,3209390453
too_high,97,1057651839,1057651839,1057651839,1066040447,3205135487
too_high,98,1057037057,1057037057,1057037057,1065425665,3204520705
too_high,99,1060067946,1060067946,1060067946,1068456554,3207551594
too_high,100,1065353230,1065353230,1065353230,1073741838,3212836878
too_high,101,1067995873,1067995873,1067995873,1076384481,3215479521
too_high,102,1069511298,1069511298,1069511298,1077899906,3216994946
too_high,103,1069203896,1069203896,1069203896,1077592504,3216687544
too_high,104,1067076399,1067076399,1067076399,1075465007,3214560047
too_high,105,1062306578,1062306578,1062306578,1070695186,3209790226
too_high,106,1054716326,1054716326,1054716326,1063104934,3202199974
too_high,107,1044160392,1044160392,1044160392,1052549000,3191644040
too_high,108,1042237432,1042237432,1042237432,1050626040,3189721080
too_high,109,1051840284,1051840284,1051840284,1060228892,3199323932
too_high,110,1059923969,1059923969,1059923969,1068312577,3207407617
too_high,111,1065423487,1065423487,1065423487,1073812095,3212907135
too_high,112,1067103953,1067103953,1067103953,1075492561,3214587601
too_high,113,1066982972,1066982972,1066982972,1075371580,3214466620
too_high,114,1064770016,1064770016,1064770016,1073158624,3212253664
too_high,115,1058724962,1058724962,1058724962,1067113570,3206208610
too_high,116,1048449736,1048449736,1048449736,1056838344,3195933384
too_high,117,1022504768,1022504768,1022504768,1030893376,3169988416
too_high,118,1023751104,1023751104,1023751104,1032139712,3171234752
too_high,119,1048809612,1048809612,1048809612,1057198220,3196293260
slew_up,0,0,0,0,0,0
slew_up,1,1053284172,1051802789,1051802789,1060191397,3199286437
slew_up,2,1059407144,1057123550,1057123550,1065512158,3204607198
slew_up,3,1060021926,1056579940,1056579940,1064968548,3204063588
slew_up,4,1056961955,1051727293,1051727293,1060115901,3199210941
slew_up,5,1043985495,1042786598,1042786598,1051175206,3190270246
slew_up,6,3188566307,1021603504,1021603504,1029992112,3169087152
slew_up,7,3198592040,3163180152,3163180152,3171568760,1015696504
slew_up,8,3197630500,1024336996,1024336996,1032725604,3171820644
slew_up,9,3176632112,1042117712,1042117712,1050506320,3189601360
slew_up,10,1051045839,1050062434,1050062434,1058451042,3197546082
slew_up,11,1060269182,1054015938,1054015938,1062404546,3201499586
slew_up,12,1064221842,1056263024,1056263024,1064651632,3203746672
slew_up,13,1064463791,1056594737,1056594737,1064983345,3204078385
slew_up,14,1060992886,1055451237,1055451237,1063839845,3202934885
slew_up,15,1053443921,1053640891,1053640891,1062029499,3201124539
slew_up,16,1027514392,1051997112,1051997112,1060385720,3199480760
slew_up,17,3190746732,1051097084,1051097084,1059485692,3198580732
slew_up,18,3190945150,1051120057,1051120057,1059508665,3198603705
slew_up,19,1025140408,1051863118,1051863118,1060251726,3199346766
slew_up,20,1068544434,1067577176,1067577176,1075965784,3215060824
slew_up,21,1071391108,1066418135,1066418135,1074806743,3213901783
slew_up,22,1073080438,1066202086,1066202086,1074590694,3213685734
slew_up,23,1072915262,1066724664,1066724664,1075113272,3214208312
slew_up,24,1070897048,1067568906,1067568906,1075957514,3215052554
slew_up,25,1067725869,1068301218,1068301218,1076689826,3215784866
slew_up,26,1063714048,1068626258,1068626258,1077014866,3216109906
slew_up,27,1059551640,1068456496,1068456496,1076845104,3215940144
slew_up,28,1059012566,1067892288,1067892288,1076280896,3215375936
slew_up,29,1062101589,1067140684,1067140684,1075529292,3214624332
slew_up,30,1066390105,1066416309,1066416309,1074804917,3213899957
slew_up,31,1069043604,1065863822,1065863822,1074252430,3213347470
slew_up,32,1070560590,1065524743,1065524743,1073913351,3213008391
slew_up,33,1070245436,1065346831,1065346831,1073735439,3212830479
slew_up,34,1068100942,1065132467,1065132467,1073521075,3212616115
slew_up,35,1064303389,1064863778,1064863778,1073252386,3212347426
slew_up,36,1057767448,1064428741,1064428741,1072817349,3211912389
slew_up,37,1050048064,1063817378,1063817378,1072205986,3211301026
slew_up,38,1048879818,1063099999,1063099999,1071488607,3210583647
slew_up,39,1055075912,1062378082,1062378082,1070766690,3209861730
slew_up,40,1061408664,1061734176,1061734176,1070122784,3209217824
slew_up,41,1066092645,1061201733,1061201733,1069590341,3208685381
slew_up,42,1067694027,1060763669,1060763669,1069152277,3208247317
slew_up,43,1067488717,1060374563,1060374563,1068763171,3207858211
slew_up,44,1065478543,1059992272,1059992272,1068380880,3207475920
slew_up,45,1059373752,1059602843,1059602843,1067991451,3207086491
slew_up,46,1049428890,1059228188,1059228188,1067616796,3206711836
slew_up,47,1027167968,1058914219,1058914219,1067302827,3206397867
slew_up,48,1024806400,1058707472,1058707472,1067096080,3206191120
slew_up,49,1048515848,1058631451,1058631451,1067020059,3206115099
slew_up,50,1058642343,1058470731,1058470731,1066859339,3205954379
slew_up,51,1064588966,1058510376,1058510376,1066898984,3205994024
slew_up,52,1066844034,1058896287,1058896287,1067284895,3206379935
slew_up,53,1066917826,1059539159,1059539159,1067927767,3207022807
