time_us,in_h,in_dh,in_hin,in_hdem,in_dhdem,in_spdem,in_sp,in_dsp,in_pmin,in_pmax,in_dspdem,in_f,out_th,out_ph
36904399,17.3986263,-0.517443001,14.8499994,14.9556952,-0.03640588,28.5698433,27.5474415,0.321832478,-0.34906584,0.261799395,0.88997829,0,0.691949069,-0.0883006603
37004359,17.3289452,-0.689572334,14.8499994,14.9522867,-0.0352319069,28.6589012,27.517767,0.280015856,-0.34906584,0.261799395,0.890937984,0,0.699554622,-0.0924403891
37104319,17.2531338,-0.690407753,14.8499994,14.948988,-0.0340957642,28.7480946,27.4760361,0.214394808,-0.34906584,0.261799395,0.892291188,0,0.709965944,-0.100031964
37205112,17.1849728,-0.566312313,14.8499994,14.9457703,-0.0329961777,28.8381538,27.4385471,0.172011495,-0.34906584,0.261799395,0.893510282,0,0.720292926,-0.108867764
37305072,17.1322212,-0.442035198,14.8499994,14.9426823,-0.0319236107,28.927557,27.411293,0.22260876,-0.34906584,0.261799395,0.894398689,0,0.728705227,-0.114979379
37405032,17.0874805,-0.388355672,14.8499994,14.9396935,-0.0308942795,29.0170174,27.3942623,0.353642881,-0.34906584,0.261799395,0.894954741,0,0.735308528,-0.117660761
37604952,16.9901028,-0.590887785,14.8499994,14.9340019,-0.0289338436,29.1959057,27.408392,0.693683863,-0.34906584,0.261799395,0.894493341,0,0.744519532,-0.115027003
37704912,16.9138813,-0.786771297,14.8499994,14.9312925,-0.0280008316,29.2852116,27.441679,0.834052742,-0.34906584,0.261799395,0.893408298,0,0.748855233,-0.111907877
37804872,16.8188858,-0.965162933,14.8499994,14.9286709,-0.027097702,29.3743649,27.4884243,0.876182377,-0.34906584,0.261799395,0.891889036,0,0.754315257,-0.111261696
37904832,16.7106705,-1.0730654,14.8499994,14.9261341,-0.0262238178,29.4633484,27.5407982,0.924426436,-0.34906584,0.261799395,0.890192926,0,0.760815799,-0.110776827
38004792,16.5968285,-1.09482598,14.8499994,14.9236784,-0.0253782272,29.5521622,27.5932903,0.840512574,-0.34906584,0.261799395,0.888499498,0,0.769110918,-0.115550593
38104752,16.4853191,-1.08725715,14.8499994,14.9213028,-0.0245596562,29.6408215,27.641861,0.849491477,-0.34906584,0.261799395,0.886938274,0,0.778027236,-0.118045382
38204712,16.3783226,-1.01892507,14.8499994,14.9190035,-0.0237677898,29.7293072,27.6959934,0.903664887,-0.34906584,0.261799395,0.885204732,0,0.786036432,-0.119711652
38304672,16.2838707,-0.909441769,14.8499994,14.9167786,-0.0230013523,29.8175755,27.7637596,0.862214744,-0.34906584,0.261799395,0.883044124,0,0.792658508,-0.124755524
38404632,16.1971684,-0.880948424,14.8499994,14.9146252,-0.0222597122,29.9056301,27.831665,0.913071036,-0.34906584,0.261799395,0.880889595,0,0.79874301,-0.126103386
38504592,16.1087799,-0.900351524,14.8499994,14.9125414,-0.021541914,29.9934444,27.9076328,0.956234455,-0.34906584,0.261799395,0.8784917,0,0.804375112,-0.126825124
38604552,16.0146694,-0.977812707,14.8499994,14.9105244,-0.0208473206,30.0809784,27.9970875,1.05241346,-0.34906584,0.261799395,0.875684798,0,0.809017062,-0.124502815
38704512,15.9106379,-1.10569715,14.8499994,14.9085722,-0.0201749802,30.16819,28.1004581,1.10984337,-0.34906584,0.261799395,0.872463524,0,0.813353121,-0.122014262
38804472,15.7937355,-1.23033309,14.8499994,14.906683,-0.0195242558,30.2550888,28.2013931,1.18735909,-0.34906584,0.261799395,0.869340897,0,0.818792224,-0.118558288
38904432,15.6674271,-1.29505122,14.8499994,14.9048548,-0.0188945141,30.3416481,28.3119392,1.17192531,-0.34906584,0.261799395,0.865946472,0,0.824634969,-0.118150592
39004392,15.5382013,-1.28784823,14.8499994,14.9030857,-0.0182851162,30.4279137,28.4088821,1.09253907,-0.34906584,0.261799395,0.862991512,0,0.832811713,-0.121067613
39104352,15.4142694,-1.22390711,14.8499994,14.9013739,-0.0176954269,30.5138702,28.5109844,1.05359995,-0.34906584,0.261799395,0.859901011,0,0.840487719,-0.123356186
39204312,15.2979336,-1.14557874,14.8499994,14.8997173,-0.0171248112,30.5995216,28.6123753,1.01829183,-0.34906584,0.261799395,0.856853843,0,0.847941399,-0.125910595
39305105,15.1890402,-1.068133,14.8499994,14.8981018,-0.0165726338,30.6855927,28.7098522,1.01128042,-0.34906584,0.261799395,0.853944659,0,0.855306447,-0.127865165
39405065,15.0845442,-1.05408788,14.8499994,14.8965502,-0.0160341263,30.7706547,28.8104992,1.0919106,-0.34906584,0.261799395,0.850961447,0,0.861429453,-0.126148418
39505025,14.9770212,-1.08093274,14.8499994,14.8950491,-0.0155169172,30.8553925,28.9209785,1.09963417,-0.34906584,0.261799395,0.847710729,0,0.867047429,-0.125806719
39704945,14.749774,-1.12945652,14.8499994,14.8921909,-0.0145324068,30.8825855,29.143959,1.04842782,-0.34906584,0.261799395,0.00375898043,0,0.676670015,-0.122300804
39804905,14.6339865,-1.16129339,14.8499994,14.89083,-0.0140638351,30.8820381,29.2152195,0.43890518,-0.34906584,0.261799395,-0.00547628105,0,0.5813061,-0.140572295
39904865,14.5127077,-1.20381439,14.8499994,14.889513,-0.0136102038,30.8817844,29.216465,-0.51482296,-0.34906584,0.261799395,-0.00253778882,0,0.543896556,-0.164521798
40004825,14.3867292,-1.24484515,14.8499994,14.8882389,-0.013171196,30.8815098,29.144331,-1.51683974,-0.34906584,0.261799395,-0.00274768122,0,0.582522273,-0.188530579
40104785,14.2539072,-1.36235213,14.8499994,14.8870058,-0.0127464933,30.8814983,29.0272446,-2.08655596,-0.34906584,0.261799395,-0.000114486713,0,0.628860176,-0.212636203
40204745,14.0992107,-1.6985594,14.8499994,14.8858118,-0.0123354597,30.881237,28.931076,-1.76766169,-0.34906584,0.261799395,-0.00261411327,0,0.667061746,-0.236821964
40304705,13.8987274,-2.22101212,14.8499994,14.8846569,-0.011937459,30.8809204,28.8952122,-1.05851972,-0.34906584,0.261799395,-0.00316746579,0,0.696376264,-0.215956986
40404665,13.6353283,-2.93008566,14.8499994,14.8835392,-0.0115524931,30.881073,28.914896,-0.223673418,-0.34906584,0.261799395,0.0015264895,0,0.720668733,-0.191757694
40504625,13.2967606,-3.6596756,14.8499994,14.8824577,-0.011179924,30.8804932,28.9682503,0.435228825,-0.34906584,0.261799395,-0.00580066023,0,0.738103747,-0.167602971
40604585,12.8954449,-4.1266551,14.8499994,14.8814106,-0.0108194351,30.8798466,29.0300503,0.77141726,-0.34906584,0.261799395,-0.00646849908,0,0.760908782,-0.143499672
40704545,12.4701366,-4.16763449,14.8499994,14.8803978,-0.0104703903,30.879324,29.0681438,0.755973995,-0.34906584,0.261799395,-0.00522822654,0,0.789749026,-0.122749433
40804505,12.0608587,-3.82553554,14.8499994,14.8794174,-0.0101327896,30.8788528,29.0837803,0.645015121,-0.34906584,0.261799395,-0.00471303659,0,0.820546091,-0.124848425
40904465,11.7103891,-3.12297201,14.8499994,14.8784685,-0.0098059969,30.8784485,29.0748768,0.535235882,-0.34906584,0.261799395,-0.00404519727,0,0.85014981,-0.129745364
41004425,11.4447021,-2.21924305,14.8499994,14.8775501,-0.00948969554,30.8777866,29.0573997,0.422359616,-0.34906584,0.261799395,-0.00662114844,0,0.873570561,-0.138267994
41104385,11.2727776,-1.38707459,14.8499994,14.8766613,-0.00918356609,30.8772793,29.0523567,0.507565796,-0.34906584,0.261799395,-0.00507557765,0,0.890093565,-0.141073599
41204345,11.1688986,-0.879788458,14.8499994,14.8758011,-0.00888729095,30.877243,29.0816689,0.813146234,-0.34906584,0.261799395,-0.000362541265,0,0.898201346,-0.133203745
41305138,11.0972795,-0.725734174,14.8499994,14.8749619,-0.00860055257,30.8769245,29.1570702,1.10115933,-0.34906584,0.261799395,-0.00316021196,0,0.895874739,-0.120710596
41405098,11.0217419,-0.891856492,14.8499994,14.874157,-0.00832080841,30.877018,29.2606754,1.40630364,-0.34906584,0.261799395,0.000934974814,0,0.893889606,-0.102740288
41505058,10.9218092,-1.10455906,14.8499994,14.8733778,-0.00805250835,30.8766422,29.3834858,1.51168597,-0.34906584,0.261799395,-0.00375898043,0,0.889285922,-0.089277707
41605018,10.8058224,-1.17719173,14.8499994,14.8726234,-0.00779279089,30.8765926,29.4932232,1.31989825,-0.34906584,0.261799395,-0.000496109074,0,0.893564165,-0.0870147571
41804938,10.6080036,-0.721629679,14.8499994,14.8711872,-0.0072981515,30.8759632,29.6519413,0.823901474,-0.34906584,0.261799395,-0.0047893608,0,0.907454252,-0.0962647498
41904898,10.5548429,-0.414481789,14.8499994,14.8705034,-0.00706259394,30.876049,29.7273083,0.771336198,-0.34906584,0.261799395,0.000858650368,0,0.91574502,-0.0970234498
42004858,10.5299597,-0.147564232,14.8499994,14.8698416,-0.00683466578,30.8757057,29.8169212,0.742093086,-0.34906584,0.261799395,-0.00343460147,0,0.916072845,-0.0968403891
42104818,10.5281687,0.0175756644,14.8499994,14.8692017,-0.00661404943,30.8757915,29.9074783,0.748263657,-0.34906584,0.261799395,0.000858650368,0,0.918097019,-0.0948408768
42204778,10.5330353,0.0226378627,14.8499994,14.8685818,-0.00640074397,30.8756332,30.0093365,0.82198894,-0.34906584,0.261799395,-0.0015837329,0,0.914979219,-0.0887103081
42304738,10.5344982,-0.00631113257,14.8499994,14.8679819,-0.00619411469,30.8758373,30.1174297,0.782381415,-0.34906584,0.261799395,0.00204167981,0,0.914560676,-0.0856059045
42404698,10.5306988,-0.0738684162,14.8499994,14.8674021,-0.00599416113,30.8761559,30.2239323,0.762682676,-0.34906584,0.261799395,0.00318654696,0,0.913696885,-0.0814528465
42504658,10.523592,-0.0925435945,14.8499994,14.8668404,-0.00580088282,30.8759308,30.3198395,0.721247375,-0.34906584,0.261799395,-0.00225157198,0,0.911204815,-0.0787387118
42604618,10.5178671,-0.0592781864,14.8499994,14.8662968,-0.00561364507,30.8760033,30.4001942,0.570300221,-0.34906584,0.261799395,0.000725082529,0,0.914731503,-0.0806772262
42704578,10.5182295,0.0150371669,14.8499994,14.8657713,-0.00543244695,30.8758583,30.4701385,0.463693917,-0.34906584,0.261799395,-0.00145016506,0,0.916749954,-0.0822553635
42804538,10.5286217,0.124329358,14.8499994,14.865262,-0.00525728846,30.8759708,30.5335197,0.35063225,-0.34906584,0.261799395,0.00112578599,0,0.920980692,-0.0849812403
42904498,10.5472298,0.180033445,14.8499994,14.8647699,-0.00508753443,30.875576,30.5944653,0.374209106,-0.34906584,0.261799395,-0.00394979166,0,0.9204247,-0.0830371156
43004458,10.5710478,0.247379348,14.8499994,14.8642931,-0.00492350245,30.8761349,30.6575508,0.365081012,-0.34906584,0.261799395,0.00559076807,0,0.925312996,-0.0822926983
