time_us,in_h,in_dh,in_hin,in_hdem,in_dhdem,in_spdem,in_sp,in_dsp,in_pmin,in_pmax,in_dspdem,in_f,out_th,out_ph
69604647,76.0206451,-1.35238504,75.5,75.8268738,-0.0815887451,30.9747581,29.9340553,-1.81545293,-0.34906584,0.261799395,0.00139292167,0,0.589750886,-0.179073185
69704607,75.8425217,-2.19108272,75.3300018,75.813591,-0.137290955,30.9746437,29.8899822,-1.56718612,-0.34906584,0.261799395,-0.00114486716,0,0.591760159,-0.166867435
69804567,75.5846252,-2.9189446,75.1500015,75.7950897,-0.191195175,30.9741211,29.8251095,-1.50654662,-0.34906584,0.261799395,-0.00522822654,0,0.608969927,-0.160448819
69904527,75.2629471,-3.46790051,74.9799957,75.771553,-0.243362427,30.9737625,29.7216492,-1.47592807,-0.34906584,0.261799395,-0.00358725036,0,0.64263463,-0.156476662
70004487,74.8970566,-3.78476262,74.8099976,75.7432861,-0.292185456,30.9731083,29.5954494,-1.42794609,-0.34906584,0.261799395,-0.00654482376,0,0.682417393,-0.153926015
70104447,74.5111389,-3.89256883,74.6399994,75.7104568,-0.339429229,30.9726124,29.4607201,-1.20310283,-0.34906584,0.261799395,-0.00496109109,0,0.724547625,-0.1473777
70204407,74.1235428,-3.82498813,74.4700012,75.6731949,-0.385152191,30.9723511,29.3386192,-0.922430992,-0.34906584,0.261799395,-0.00261411327,0,0.761603713,-0.139939681
70304367,73.7520599,-3.63936353,74.2900009,75.6315002,-0.431063324,30.9714069,29.2417736,-0.593842447,-0.34906584,0.261799395,-0.00944515411,0,0.784900248,-0.131154642
70404327,73.4022598,-3.36792922,74.1100006,75.5853424,-0.477167755,30.9707909,29.1774635,-0.330573261,-0.34906584,0.261799395,-0.00616320129,0,0.802174091,-0.124371551
70505120,73.0828018,-3.06561327,73.9300003,75.5344543,-0.521779358,30.9706383,29.1389236,-0.0427730568,-0.34906584,0.261799395,-0.00151387393,0,0.81126827,-0.116339184
70605080,72.7924957,-2.75076866,73.7299957,75.4794922,-0.568150818,30.9701042,29.1123772,0.0662457943,-0.34906584,0.261799395,-0.00534271309,0,0.81032455,-0.114134386
70705040,72.5416183,-2.39749026,73.5400009,75.4200211,-0.61483258,30.9697609,29.0996017,0.0740071088,-0.34906584,0.261799395,-0.00343460147,0,0.808349252,-0.115890831
70805000,72.3244324,-2.05813861,73.3399963,75.3561783,-0.660006225,30.9690704,29.0919552,0.0522379652,-0.34906584,0.261799395,-0.00690736482,0,0.802250147,-0.118988283
71004920,71.9811554,-1.56157315,72.9199982,75.2148209,-0.754262269,30.9684563,29.1016731,-0.015238869,-0.34906584,0.261799395,-0.00593422819,0,0.790076494,-0.125767171
71104880,71.8372498,-1.48234141,72.6999969,75.1372757,-0.801607788,30.9685383,29.1315651,0.00192079542,-0.34906584,0.261799395,0.000820488087,0,0.785163224,-0.125743374
71204840,71.6935043,-1.51831651,72.4899979,75.0552979,-0.847424805,30.9680233,29.1673946,0.0233539231,-0.34906584,0.261799395,-0.00515190233,0,0.77646029,-0.124132663
71304800,71.5436249,-1.62061453,72.2699966,74.9690247,-0.891766846,30.9683247,29.2109127,0.0253348947,-0.34906584,0.261799395,0.0030148169,0,0.775886476,-0.122101679
71404760,71.3825836,-1.76708543,72.0499954,74.8784485,-0.936342895,30.9681702,29.2493095,0.000666046166,-0.34906584,0.261799395,-0.00154557067,0,0.773576498,-0.120436333
71504720,71.2097397,-1.89930832,71.8300018,74.783699,-0.979481995,30.9677525,29.2929688,0.0108249309,-0.34906584,0.261799395,-0.00417876523,0,0.774716496,-0.117436722
71604680,71.0258026,-1.97794068,71.6100006,74.684906,-1.0212326,30.967144,29.3315487,-0.0225213058,-0.34906584,0.261799395,-0.00608687708,0,0.779100418,-0.116341494
71704640,70.8370514,-2.00392246,71.3899994,74.5822067,-1.06163538,30.9673519,29.3664665,-0.0743211955,-0.34906584,0.261799395,0.00207984191,0,0.789715588,-0.116526678
71804600,70.6483383,-1.99124217,71.1800003,74.4758911,-1.09906769,30.9667187,29.4026146,-0.0806729347,-0.34906584,0.261799395,-0.00633493159,0,0.793522298,-0.115587592
71904560,70.4618301,-1.95957065,70.9599991,74.366066,-1.13529718,30.9664955,29.4340649,-0.0199595448,-0.34906584,0.261799395,-0.00223249081,0,0.802259326,-0.112804845
72004520,70.2804184,-1.87691152,70.7399979,74.2526855,-1.17202246,30.9664707,29.4673843,-0.057334505,-0.34906584,0.261799395,-0.000248054537,0,0.809488773,-0.113812201
72104480,70.1104202,-1.78455722,70.5100021,74.1357117,-1.20922852,30.966011,29.5054264,0.053614784,-0.34906584,0.261799395,-0.00459854957,0,0.811040163,-0.110202633
72204440,69.9471741,-1.71359706,70.2900009,74.0152512,-1.24523675,30.96558,29.5498466,0.0845514312,-0.34906584,0.261799395,-0.00431233272,0,0.812347889,-0.108731255
72304400,69.7893906,-1.65832436,70.0699997,73.8915787,-1.27841699,30.9653664,29.5895901,0.110865474,-0.34906584,0.261799395,-0.00213708542,0,0.814067543,-0.107341774
72404360,69.6355972,-1.59680915,69.8499985,73.764801,-1.31052649,30.9650192,29.6193657,0.0762917995,-0.34906584,0.261799395,-0.00347276358,0,0.814979553,-0.108322918
72504320,69.4857635,-1.57269204,69.6199951,73.6348572,-1.34326684,30.964941,29.6576271,0.159391731,-0.34906584,0.261799395,-0.000782325864,0,0.81566298,-0.105021179
72605113,69.3352585,-1.55823696,69.4000015,73.5007782,-1.37495422,30.9647293,29.6950741,0.139574841,-0.34906584,0.261799395,-0.00210050005,0,0.815023303,-0.10487096
72705073,69.1875153,-1.51651323,69.1699982,73.3648453,-1.40525818,30.9644623,29.7323418,0.0953172445,-0.34906584,0.261799395,-0.00267135655,0,0.815282583,-0.105931565
72805033,69.0422897,-1.4733454,68.9499969,73.2260361,-1.43494928,30.96455,29.7668991,0.103436664,-0.34906584,0.261799395,0.00087773148,0,0.81761688,-0.105524808
73004953,68.7698135,-1.34003282,68.4899979,72.9400024,-1.49315131,30.9641685,29.8145733,0.0173534863,-0.34906584,0.261799395,0.00332011469,0,0.822887897,-0.109733835
73104913,68.641098,-1.35278749,68.2600021,72.7928009,-1.52166748,30.9635601,29.8408585,0.0983296037,-0.34906584,0.261799395,-0.00608687708,0,0.819718242,-0.107085131
73204873,68.5091705,-1.3794111,68.0299988,72.6429291,-1.5492655,30.963768,29.8689632,0.129718795,-0.34906584,0.261799395,0.00207984191,0,0.82380724,-0.105694234
73304833,68.3742371,-1.42776239,67.7999954,72.4904709,-1.57597864,30.9632092,29.8970242,0.17372714,-0.34906584,0.261799395,-0.00559076807,0,0.820860028,-0.103514999
73404793,68.2343216,-1.45657027,67.5699997,72.3355179,-1.6018244,30.9634094,29.9280777,0.167392924,-0.34906584,0.261799395,0.00200351747,0,0.824939787,-0.102975912
73504753,68.0979919,-1.43984354,67.3399963,72.1781387,-1.62683868,30.9630413,29.9513168,0.143235698,-0.34906584,0.261799395,-0.00368265598,0,0.824037254,-0.1037407
73604713,67.9669266,-1.37025011,67.1199951,72.0185852,-1.64938104,30.9628162,29.9682999,0.0951124057,-0.34906584,0.261799395,-0.00225157198,0,0.826707423,-0.106117688
73704673,67.8436127,-1.33134377,66.8899994,71.8569183,-1.67119598,30.9625206,29.9879856,0.0723702088,-0.34906584,0.261799395,-0.00295757339,0,0.827930272,-0.107502706
73804633,67.7220612,-1.31854522,66.659996,71.6930466,-1.69397485,30.9622231,30.0100422,0.0610757843,-0.34906584,0.261799395,-0.00297665456,0,0.828732491,-0.108365133
73904593,67.6000671,-1.31182837,66.4399948,71.5272064,-1.71435034,30.962141,30.0398693,0.108778462,-0.34906584,0.261799395,-0.000820488087,0,0.828948379,-0.106993668
74004553,67.4777679,-1.32788348,66.2099991,71.3594589,-1.73406982,30.9621162,30.0611858,0.121637404,-0.34906584,0.261799395,-0.000248054537,0,0.829101026,-0.106629938
74104513,67.3517761,-1.37275827,65.9899979,71.1898651,-1.75315344,30.9614296,30.0862598,0.130720749,-0.34906584,0.261799395,-0.00686920295,0,0.826138556,-0.105900556
74204473,67.2181854,-1.41466868,65.7600021,71.018486,-1.7716217,30.961525,30.1162853,0.180348456,-0.34906584,0.261799395,0.000954055926,0,0.829188824,-0.103640839
74304433,67.082901,-1.41011035,65.5400009,70.8453751,-1.78949487,30.9614868,30.1378288,0.096462965,-0.34906584,0.261799395,-0.000381622376,0,0.829638302,-0.106370717
74404393,66.9485397,-1.39991069,65.3199997,70.6707535,-1.80512488,30.9608784,30.1532841,0.102677956,-0.34906584,0.261799395,-0.00608687708,0,0.828517735,-0.106469303
74504353,66.814064,-1.38039255,65.0899963,70.4945068,-1.82191718,30.9610958,30.1704407,0.109784722,-0.34906584,0.261799395,0.00217524753,0,0.833423197,-0.106698439
74604313,66.6809769,-1.37985682,64.8699951,70.3166885,-1.83817041,30.9605637,30.185318,0.126214132,-0.34906584,0.261799395,-0.00532363215,0,0.831200063,-0.106480815
74705106,66.5419617,-1.39579058,64.6500015,70.1360626,-1.85223138,30.9602661,30.2033844,0.108799949,-0.34906584,0.261799395,-0.00295205414,0,0.833424985,-0.106989019
74805066,66.4017944,-1.38680124,64.4199982,69.955452,-1.86701965,30.9603558,30.220726,0.0202032924,-0.34906584,0.261799395,0.000896812591,0,0.837142825,-0.11023894
74905026,66.2625046,-1.38305867,64.1999969,69.7734146,-1.88181818,30.9597702,30.2386932,0.03096224,-0.34906584,0.261799395,-0.00585790351,0,0.835829258,-0.110350929
75104946,65.9681244,-1.50743508,63.75,69.40522,-1.90999603,30.9595661,30.2814293,0.167268202,-0.34906584,0.261799395,-0.00185086858,0,0.839189529,-0.104739077
75204906,65.813118,-1.52693582,63.5200005,69.2191544,-1.923406,30.9597092,30.3034668,0.156749159,-0.34906584,0.261799395,0.00143108389,0,0.841913581,-0.104651906
75304866,65.6606293,-1.50605047,63.2999992,69.0318375,-1.9363848,30.959444,30.3174171,0.0805799589,-0.34906584,0.261799395,-0.00265227561,0,0.842579186,-0.107406184
75404826,65.5119781,-1.47854102,63.079998,68.8434601,-1.94727957,30.9588013,30.3305931,0.0634420514,-0.34906584,0.261799395,-0.00643033721,0,0.843256116,-0.10847237
75504786,65.3679962,-1.41570902,62.8499985,68.6539078,-1.95948792,30.9586143,30.3487415,0.0787464231,-0.34906584,0.261799395,-0.00186994963,0,0.846610785,-0.108912967
75604746,65.2325439,-1.31680989,55,68.4543533,-2.06290436,30.9582348,30.3708973,0.0255897045,-0.34906584,0.261799395,-0.00379714277,0,0.846007228,-0.116110839
75704706,65.1034393,-1.3140856,55,68.2451096,-2.16298676,30.9585609,30.3891487,0.0723858252,-0.34906584,0.261799395,0.00326287141,0,0.848644555,-0.11939574
75804666,64.9724426,-1.39249635,55,68.0265045,-2.2598393,30.9580708,30.4066486,0.135615423,-0.34906584,0.261799395,-0.00490384735,0,0.842523396,-0.121148378
75904626,64.8288269,-1.50889862,55,67.7988281,-2.35357165,30.9578552,30.4266071,0.172906354,-0.34906584,0.261799395,-0.00215616636,0,0.831715941,-0.123015158
76004586,64.6774521,-1.52458549,55,67.5623779,-2.44427991,30.957653,30.439537,0.0493186936,-0.34906584,0.261799395,-0.00202259864,0,0.816714764,-0.131293461
76104546,64.5286407,-1.51155472,55,67.3174362,-2.53206372,30.9576874,30.4542122,0.00206321478,-0.34906584,0.261799395,0.000343460153,0,0.80580163,-0.137654826
76204506,64.3785629,-1.60448289,55,67.06427,-2.61701703,30.9573841,30.4687462,-0.00578944664,-0.34906584,0.261799395,-0.00303389784,0,0.79867655,-0.141698375
76304466,64.2112198,-1.84180892,55,66.803154,-2.699229,30.957262,30.4822311,0.0900092348,-0.34906584,0.261799395,-0.0012211916,0,0.801559865,-0.140594512
76404426,64.0147324,-2.1560688,55,66.5343399,-2.77879071,30.9565372,30.496418,0.116405152,-0.34906584,0.261799395,-0.00725082541,0,0.811093271,-0.140260354
76504386,63.7838135,-2.47241211,55,66.2580795,-2.85578656,30.9565392,30.5066509,0.172064736,-0.34906584,0.261799395,1.90811188e-05,0,0.840128779,-0.138416499
76604346,63.5210991,-2.760252,55,65.974617,-2.93030047,30.9558754,30.52215,0.271891743,-0.34906584,0.261799395,-0.00664022937,0,0.881561518,-0.134589523
76705139,63.2314644,-2.99162292,55,65.681694,-3.00380063,30.9556713,30.5334854,0.361220777,-0.34906584,0.261799395,-0.00202480634,0,0.960289121,-0.13119325
76805099,62.9183273,-3.19027495,55,65.3844452,-3.07276034,30.9552059,30.5586281,0.632649541,-0.34906584,0.261799395,-0.00465579284,0,1,-0.120996386
76905059,62.586792,-3.41228199,55,65.0806656,-3.14027786,30.7949238,30.6146717,1.02627158,-0.34906584,0.261799395,-1.41843176,0,0.966089606,-0.100359708
77005019,62.2357178,-3.52972746,55,64.7705612,-3.20561862,30.8747349,30.6954422,1.10123658,-0.34906584,0.261799395,0.798434258,0,0.463570595,-0.0959713608
77204939,61.5724525,-3.04206371,55,64.1506119,-3.1518352,30.9534531,30.7486267,-0.474203259,-0.34906584,0.261799395,-0.00665931031,0,0.666252255,-0.140256718
77304899,61.3107605,-2.5023427,55,63.855545,-3.05020404,30.9525986,30.6715336,-1.79138434,-0.34906584,0.261799395,-0.00854834169,0,0.76914984,-0.163070053
77404859,61.1004715,-1.96422422,55,63.5699921,-2.95184827,30.9526844,30.5380573,-2.75112915,-0.34906584,0.261799395,0.000858650368,0,0.847794116,-0.185983106
77504819,60.9455452,-1.57946467,55,63.2936478,-2.85666394,30.9518871,30.4303341,-2.58543348,-0.34906584,0.261799395,-0.007975908,0,0.798288822,-0.208977267
77604779,60.8121223,-1.41090965,55,63.0262146,-2.76454926,30.9515915,30.4213085,-1.84407771,-0.34906584,0.261799395,-0.00295757339,0,0.759430289,-0.224519297
77704739,60.680027,-1.44213462,55,62.7674026,-2.67540479,30.9516983,30.4601746,-1.61315215,-0.34906584,0.261799395,0.00106854271,0,0.728823304,-0.217934772
77804699,60.5352592,-1.61307573,55,62.5169373,-2.58913422,30.9515553,30.4926147,-1.53072286,-0.34906584,0.261799395,-0.00143108389,0,0.709026754,-0.214145944
77904659,60.3671646,-1.87125039,55,62.2745476,-2.50564575,30.9511395,30.505373,-1.64112163,-0.34906584,0.261799395,-0.00415968383,0,0.699386001,-0.215683118
78004619,60.1690063,-2.16965866,55,62.0399742,-2.42484927,30.9512005,30.4902039,-1.67451704,-0.34906584,0.261799395,0.000610595802,0,0.701382399,-0.214671403
78104579,59.9416771,-2.45513177,55,61.8129654,-2.34665799,30.9506073,30.4637089,-1.62412763,-0.34906584,0.261799395,-0.00593422819,0,0.703453481,-0.210742474
78204539,59.6863861,-2.70913696,55,61.593277,-2.27098846,30.9504166,30.4207401,-1.632954,-0.34906584,0.261799395,-0.00190811185,0,0.714050114,-0.20885703
78304499,59.4073792,-2.9410634,55,61.3806725,-2.19775891,30.9501209,30.3663197,-1.52595925,-0.34906584,0.261799395,-0.00295757339,0,0.723410547,-0.203161955
78404459,59.1089516,-3.10465288,55,61.1749229,-2.1268909,30.9497452,30.3104,-1.35721719,-0.34906584,0.261799395,-0.00375898043,0,0.732242763,-0.195452511
78504419,58.798481,-3.21566939,55,60.9758072,-2.05830765,30.9488907,30.2480888,-1.26558053,-0.34906584,0.261799395,-0.00854834169,0,0.738822758,-0.190273568
78604379,58.4761353,-3.31567216,55,60.7831116,-1.99193573,30.9489727,30.186224,-1.06485999,-0.34906584,0.261799395,0.000820488087,0,0.752551138,-0.181118354
78704339,58.1471558,-3.38282585,55,60.5966301,-1.92770386,30.948246,30.1294098,-0.92197293,-0.34906584,0.261799395,-0.00726990635,0,0.757860422,-0.173380896
78805132,57.8133965,-3.40303588,55,60.414711,-1.86554337,30.9478359,30.0802422,-0.806943536,-0.34906584,0.261799395,-0.00406853622,0,0.766293406,-0.166364163
78905092,57.4772301,-3.40279078,55,60.2401085,-1.80490363,30.9471302,30.0303459,-0.716480851,-0.34906584,0.261799395,-0.00706001418,0,0.771304846,-0.159999892
79005052,57.1432343,-3.36795354,55,60.0711365,-1.74670279,30.9468021,29.9910278,-0.66387248,-0.34906584,0.261799395,-0.00328195235,0,0.780131638,-0.154770255
79105012,56.8164253,-3.30238628,55,59.9076157,-1.69037879,30.9463043,29.9531364,-0.620206237,-0.34906584,0.261799395,-0.00498017203,0,0.785368085,-0.15004392
79304932,56.1896782,-3.06629968,55,59.5962219,-1.58312225,30.9455853,29.8940563,-0.595433056,-0.34906584,0.261799395,0.00103038037,0,0.796396375,-0.143497512
79404892,55.8973694,-2.9228704,55,59.4480133,-1.53207397,30.9449749,29.8716202,-0.568008542,-0.34906584,0.261799395,-0.00610595802,0,0.795863509,-0.140037686
79504852,55.6230087,-2.77621102,55,59.3045845,-1.48267114,30.9446983,29.8629303,-0.514898002,-0.34906584,0.261799395,-0.00276676216,0,0.796627402,-0.135619313
79604812,55.3618698,-2.63712287,55,59.1657791,-1.43486154,30.9438019,29.8556423,-0.520920396,-0.34906584,0.261799395,-0.00896812603,0,0.792706788,-0.133106261
79704772,55.1164093,-2.48735547,55,59.0314522,-1.38859308,30.9437294,29.8573475,-0.559838176,-0.34906584,0.261799395,-0.000725082529,0,0.791126728,-0.131847948
79804732,54.8870087,-2.33764601,55,58.9014549,-1.34381735,30.9434471,29.853529,-0.639838874,-0.34906584,0.261799395,-0.00282400567,0,0.785105109,-0.132425502
79904692,54.6745872,-2.21298099,55,58.77565,-1.30048501,30.9431,29.8467827,-0.683386981,-0.34906584,0.261799395,-0.00347276358,0,0.779556155,-0.132040843
80004652,54.4743004,-2.10120535,55,58.6539001,-1.25855005,30.9426785,29.8379688,-0.736169457,-0.34906584,0.261799395,-0.0042169271,0,0.772854686,-0.132167995
80104612,54.2854958,-1.99847114,55,58.5360756,-1.21796668,30.9421959,29.8323116,-0.812672794,-0.34906584,0.261799395,-0.00482752314,0,0.766383946,-0.133203387
80204572,54.1045456,-1.91529834,55,58.4220505,-1.17869186,30.9419594,29.8237076,-0.836295485,-0.34906584,0.261799395,-0.00236605876,0,0.760832787,-0.132670373
80304532,53.929493,-1.88353181,55,58.3117027,-1.14068353,30.9416924,29.8145676,-0.804430664,-0.34906584,0.261799395,-0.00267135655,0,0.753949821,-0.129862219
80404492,53.7537727,-1.90253294,55,58.2049141,-1.10390091,30.9414806,29.8070793,-0.815459132,-0.34906584,0.261799395,-0.00211800425,0,0.748503268,-0.127808928
80504452,53.5749283,-1.94448054,55,58.1015701,-1.06830466,30.9411221,29.7930145,-0.80042088,-0.34906584,0.261799395,-0.00358725036,0,0.744578838,-0.124721587
80604412,53.3887291,-1.99684358,55,58.0015564,-1.03385675,30.9406261,29.7764778,-0.805061698,-0.34906584,0.261799395,-0.00496109109,0,0.743571043,-0.122054793
80704372,53.1967735,-2.02695847,55,57.9047699,-1.0005188,30.9404469,29.7592125,-0.781527638,-0.34906584,0.261799395,-0.00179362518,0,0.747241616,-0.118605584
80804332,53.0006905,-2.05081344,55,57.8111038,-0.968256652,30.940258,29.7380962,-0.765037656,-0.34906584,0.261799395,-0.0018890308,0,0.750865221,-0.115376949
80905125,52.8053169,-2.01110458,55,57.7197266,-0.937034607,30.9400997,29.7129765,-0.771894634,-0.34906584,0.261799395,-0.00157064421,0,0.755353212,-0.11365661
81005085,52.6149254,-1.93419337,55,57.6320267,-0.906575501,30.9399242,29.6955738,-0.68561542,-0.34906584,0.261799395,-0.00175546296,0,0.758647263,-0.109092176
81105045,52.4320984,-1.85482657,55,57.5471535,-0.877342224,30.9395771,29.6814766,-0.626683354,-0.34906584,0.261799395,-0.00347276358,0,0.760581374,-0.105299979
81205005,52.257309,-1.74912632,55,57.4650192,-0.849051178,30.939188,29.6609974,-0.660646558,-0.34906584,0.261799395,-0.00389254815,0,0.763784587,-0.10503906
81404925,51.938343,-1.49872279,55,57.308609,-0.79517746,30.9386234,29.6136513,-0.591421843,-0.34906584,0.261799395,-0.000209892314,0,0.771519065,-0.101076804
81504885,51.7969971,-1.37832189,55,57.2341652,-0.769536316,30.9386082,29.601862,-0.512792647,-0.34906584,0.261799395,-0.00015264895,0,0.772944927,-0.0975303948
81604845,51.6675873,-1.28465724,55,57.1621208,-0.744721711,30.938261,29.5938873,-0.401843637,-0.34906584,0.261799395,-0.00347276358,0,0.771653175,-0.0925201997
81704805,51.5449486,-1.22526491,55,57.0923996,-0.72070694,30.9376602,29.5861797,-0.353175163,-0.34906584,0.261799395,-0.0060105524,0,0.771054924,-0.0890783072
81804765,51.4259491,-1.17144394,55,57.024929,-0.697466552,30.9378014,29.5787468,-0.33034578,-0.34906584,0.261799395,0.00141200284,0,0.775772333,-0.0864043459
81904725,51.317112,-1.09759629,55,56.9596329,-0.674976349,30.9376965,29.5630016,-0.328454554,-0.34906584,0.261799395,-0.00104946154,0,0.777797163,-0.0849233419
82004685,51.217205,-1.02699208,55,56.8964424,-0.653210938,30.9372997,29.5568314,-0.241503149,-0.34906584,0.261799395,-0.0039688726,0,0.779227614,-0.080498144
82104645,51.1227036,-0.993253708,55,56.835289,-0.632147491,30.9371033,29.5525055,-0.185337871,-0.34906584,0.261799395,-0.00196535536,0,0.783374965,-0.076548174
82204605,51.031086,-0.943625867,55,56.7761078,-0.611763,30.9369106,29.546402,-0.137216166,-0.34906584,0.261799395,-0.00192719302,0,0.787851334,-0.0730114356
82304565,50.9462585,-0.84870702,55,56.7188339,-0.592035949,30.9371281,29.5403957,-0.192844287,-0.34906584,0.261799395,0.00217524753,0,0.795399249,-0.0734579414
82404525,50.8746414,-0.698074639,55,56.6634102,-0.572944641,30.9367485,29.5222759,-0.137443155,-0.34906584,0.261799395,-0.00379714277,0,0.798989356,-0.0714447275
82504485,50.8185844,-0.552024484,55,56.6097717,-0.554470062,30.9367104,29.5159073,-0.0973015428,-0.34906584,0.261799395,-0.000381622376,0,0.804914594,-0.0698065013
82604445,50.774231,-0.454705954,55,56.5578613,-0.536590576,30.9364281,29.5051193,-0.0286860224,-0.34906584,0.261799395,-0.00282400567,0,0.808203161,-0.0669221878
82704405,50.7359276,-0.404336989,55,56.5076256,-0.519287109,30.9363956,29.4992924,0.0295634978,-0.34906584,0.261799395,-0.000324379012,0,0.813286185,-0.0637686551
82804365,50.6974792,-0.399198651,55,56.4590111,-0.50254184,30.9362869,29.5074844,0.148692191,-0.34906584,0.261799395,-0.00108762376,0,0.81573391,-0.0576803461
82904325,50.6626434,-0.305611342,55,56.4119644,-0.486337036,30.9360237,29.5045643,0.0991836786,-0.34906584,0.261799395,-0.00263319444,0,0.819787264,-0.0582110696
83005118,50.6359978,-0.209731787,55,56.3660698,-0.470654815,30.9362583,29.4991322,0.0733105913,-0.34906584,0.261799395,0.00232758117,0,0.827319503,-0.0583634004
83105078,50.6153564,-0.118869074,55,56.3220177,-0.455356598,30.935894,29.5057907,0.150235027,-0.34906584,0.261799395,-0.00364449364,0,0.828517318,-0.0549789071
83205038,50.6007614,-0.0706652403,55,56.2793884,-0.440672547,30.9359398,29.5150661,0.220765874,-0.34906584,0.261799395,0.000457946851,0,0.833610058,-0.0512561947
83404958,50.5929222,0.119009942,55,56.1982079,-0.412710816,30.9362736,29.5370102,0.187150747,-0.34906584,0.261799395,-0.000133567839,0,0.840580821,-0.0508020669
83504918,50.6043892,0.1859411,55,56.1595688,-0.399402618,30.936142,29.5531654,0.247408792,-0.34906584,0.261799395,-0.00131659722,0,0.842271566,-0.0479142033
83604878,50.6227074,0.245240659,55,56.1221771,-0.386522919,30.9359627,29.5724449,0.223038346,-0.34906584,0.261799395,-0.00179362518,0,0.844197214,-0.0477033965
83704838,50.6462135,0.318785101,55,56.0859909,-0.374059051,30.936142,29.5923882,0.198554114,-0.34906584,0.261799395,0.00179362518,0,0.847992599,-0.0478300825
83804798,50.6772995,0.364884049,55,56.050972,-0.361996979,30.9362869,29.6073112,0.257634491,-0.34906584,0.261799395,0.00145016506,0,0.849840403,-0.04519834
83904758,50.7112198,0.334655136,55,56.0170822,-0.350324005,30.9359055,29.6315651,0.300694823,-0.34906584,0.261799395,-0.0038162237,0,0.848667264,-0.0419844799
84004718,50.7396965,0.284165472,55,55.9842834,-0.339027405,30.93647,29.6555805,0.276354373,-0.34906584,0.261799395,0.00564801134,0,0.854947507,-0.0406582281
84104678,50.7673683,0.29017657,55,55.9525452,-0.328094482,30.9360085,29.6771126,0.320014566,-0.34906584,0.261799395,-0.00461763097,0,0.852630317,-0.0377502963
84204638,50.797821,0.36741218,55,55.9218292,-0.317515045,30.9365349,29.7038422,0.245904595,-0.34906584,0.261799395,0.00526638888,0,0.859092653,-0.0394150764
84304598,50.8408928,0.498326063,55,55.8921051,-0.307276398,30.9362583,29.7166271,0.141682461,-0.34906584,0.261799395,-0.00276676216,0,0.858804941,-0.0433593839
84404558,50.8959732,0.606196284,55,55.8633385,-0.297368377,30.9361305,29.7352943,0.122071065,-0.34906584,0.261799395,-0.001278435,0,0.861200333,-0.0446166396
84504518,50.9581108,0.668467879,55,55.8354988,-0.28777948,30.9366741,29.7536583,0.179435223,-0.34906584,0.261799395,0.00543811871,0,0.864709198,-0.0430704392
84604478,51.0258064,0.686512291,55,55.8085556,-0.278499603,30.9366264,29.7777195,0.200841829,-0.34906584,0.261799395,-0.000477027963,0,0.861641645,-0.042076163
84704438,51.0928879,0.681757212,55,55.7824821,-0.269518524,30.9367599,29.8127079,0.241646573,-0.34906584,0.261799395,0.00133567827,0,0.860699713,-0.0399210863
84804398,51.1576118,0.634724975,55,55.7572517,-0.260827392,30.9364452,29.8495617,0.239596441,-0.34906584,0.261799395,-0.00314838463,0,0.857221365,-0.0385442562
84904358,51.2109337,0.516515732,55,55.7328339,-0.252417237,30.9367485,29.881546,0.304781735,-0.34906584,0.261799395,0.00303389784,0,0.859366596,-0.0341532975
85004318,51.2535057,0.441244036,55,55.7092018,-0.244277954,30.9370308,29.9109573,0.232535571,-0.34906584,0.261799395,0.00282400567,0,0.860403597,-0.0345216058
85105111,51.2956963,0.486728251,55,55.6861496,-0.236400604,30.9367962,29.9352608,0.163580149,-0.34906584,0.261799395,-0.00232758117,0,0.860071123,-0.0363265164
85205071,51.3451843,0.599975586,55,55.6640244,-0.228716537,30.9367962,29.9452686,0.0288434811,-0.34906584,0.261799395,0,0,0.864438713,-0.0416894443
85305031,51.4070854,0.735943735,55,55.6426125,-0.221341446,30.9371853,29.9555836,-0.0306122601,-0.34906584,0.261799395,0.00389254815,0,0.86853385,-0.0453813151
85504951,51.5580406,0.784361303,55,55.6018372,-0.207297012,30.937006,29.9841557,0.141411528,-0.34906584,0.261799395,-0.00372081809,0,0.863889992,-0.0410542525
85604911,51.6294861,0.730983675,54.9899979,55.5822716,-0.202279404,30.9374962,30.0085449,0.182340652,-0.34906584,0.261799395,0.00490384735,0,0.865802169,-0.0391143784
85704871,51.6930122,0.645569205,54.9899979,55.5631752,-0.197424576,30.9373779,30.0285378,0.163370803,-0.34906584,0.261799395,-0.00118302938,0,0.862410784,-0.0387079269
85804831,51.7481461,0.566611767,54.9899979,55.544693,-0.191059113,30.9375038,30.0542507,0.209541559,-0.34906584,0.261799395,0.00125935383,0,0.861856878,-0.0359008349
85904791,51.798893,0.566301823,54.9899979,55.5268097,-0.184898376,30.9379425,30.0705967,0.102455877,-0.34906584,0.261799395,0.0043886574,0,0.860045135,-0.0390772708
86004751,51.8573799,0.671652436,54.9899979,55.5095024,-0.178937271,30.9377785,30.0771999,0.0194997191,-0.34906584,0.261799395,-0.00164097617,0,0.854552507,-0.0431556627
86104711,51.9297981,0.812084377,54.9899979,55.4927521,-0.173168182,30.9380646,30.0797234,-0.0549187139,-0.34906584,0.261799395,0.00286216778,0,0.857966006,-0.047880128
