parent_path,pos,key,idx,type,flags,name
128.3.46,0,0,1,1,128,_EN
128.3.46,1,0,2,1,128,_X
128.3.46,2,0,3,1,128,_Y
128.3,47,0,48,6,1,POWER
128.3.47,0,0,1,1,128,_EN
128.3.47,1,0,2,1,128,_X
128.3.47,2,0,3,1,128,_Y
128.3,48,0,49,6,1,CELLVOLT
128.3.48,0,0,1,1,128,_EN
128.3.48,1,0,2,1,128,_X
128.3.48,2,0,3,1,128,_Y
128.3,49,0,50,6,1,BATTBAR
128.3.49,0,0,1,1,128,_EN
128.3.49,1,0,2,1,128,_X
128.3.49,2,0,3,1,128,_Y
128.3,50,0,51,6,1,ARMING
128.3.50,0,0,1,1,128,_EN
128.3.50,1,0,2,1,128,_X
128.3.50,2,0,3,1,128,_Y
128.3,51,0,52,6,1,PLUSCODE
128.3.51,0,0,1,1,128,_EN
128.3.51,1,0,2,1,128,_X
128.3.51,2,0,3,1,128,_Y
128.3,52,0,53,6,1,CALLSIGN
128.3.52,0,0,1,1,128,_EN
128.3.52,1,0,2,1,128,_X
128.3.52,2,0,3,1,128,_Y
128.3,53,0,54,6,1,CURRENT2
128.3.53,0,0,1,1,128,_EN
128.3.53,1,0,2,1,128,_X
128.3.53,2,0,3,1,128,_Y
128.3,54,0,55,6,1,VTX_PWR
128.3.54,0,0,1,1,128,_EN
128.3.54,1,0,2,1,128,_X
128.3.54,2,0,3,1,128,_Y
128.3,55,0,56,6,1,TER_HGT
128.3.55,0,0,1,1,128,_EN
128.3.55,1,0,2,1,128,_X
128.3.55,2,0,3,1,128,_Y
128.3,56,0,57,6,1,AVGCELLV
128.3.56,0,0,1,1,128,_EN
128.3.56,1,0,2,1,128,_X
128.3.56,2,0,3,1,128,_Y
128.3,57,0,58,6,1,RESTVOLT
128.3.57,0,0,1,1,128,_EN
128.3.57,1,0,2,1,128,_X
128.3.57,2,0,3,1,128,_Y
128.3,58,0,59,6,1,FENCE
128.3.58,0,0,1,1,128,_EN
128.3.58,1,0,2,1,128,_X
128.3.58,2,0,3,1,128,_Y
128.3,59,0,60,6,1,RNGF
128.3.59,0,0,1,1,128,_EN
128.3.59,1,0,2,1,128,_X
128.3.59,2,0,3,1,128,_Y
128.3,60,0,61,6,1,ACRVOLT
128.3.60,0,0,1,1,128,_EN
128.3.60,1,0,2,1,128,_X
128.3.60,2,0,3,1,128,_Y
128.3,61,0,62,6,1,RPM
128.3.61,0,0,1,1,128,_EN
128.3.61,1,0,2,1,128,_X
128.3.61,2,0,3,1,128,_Y
128,4,0,5,6,1,3_
128.4,0,0,1,1,4,ENABLE
128.4,1,0,2,2,0,CHAN_MIN
128.4,2,0,3,2,0,CHAN_MAX
128.4,3,0,4,6,1,ALTITUDE
128.4.3,0,0,1,1,128,_EN
128.4.3,1,0,2,1,128,_X
128.4.3,2,0,3,1,128,_Y
128.4,4,0,5,6,1,BAT_VOLT
128.4.4,0,0,1,1,128,_EN
128.4.4,1,0,2,1,128,_X
128.4.4,2,0,3,1,128,_Y
128.4,5,0,6,6,1,RSSI
128.4.5,0,0,1,1,128,_EN
128.4.5,1,0,2,1,128,_X
128.4.5,2,0,3,1,128,_Y
128.4,6,0,7,6,1,CURRENT
128.4.6,0,0,1,1,128,_EN
128.4.6,1,0,2,1,128,_X
128.4.6,2,0,3,1,128,_Y
128.4,7,0,8,6,1,BATUSED
128.4.7,0,0,1,1,128,_EN
128.4.7,1,0,2,1,128,_X
128.4.7,2,0,3,1,128,_Y
128.4,8,0,9,6,1,SATS
128.4.8,0,0,1,1,128,_EN
128.4.8,1,0,2,1,128,_X
128.4.8,2,0,3,1,128,_Y
128.4,9,0,10,6,1,FLTMODE
128.4.9,0,0,1,1,128,_EN
128.4.9,1,0,2,1,128,_X
128.4.9,2,0,3,1,128,_Y
128.4,10,0,11,6,1,MESSAGE
128.4.10,0,0,1,1,128,_EN
128.4.10,1,0,2,1,128,_X
128.4.10,2,0,3,1,128,_Y
128.4,11,0,12,6,1,GSPEED
128.4.11,0,0,1,1,128,_EN
128.4.11,1,0,2,1,128,_X
128.4.11,2,0,3,1,128,_Y
128.4,12,0,13,6,1,HORIZON
128.4.12,0,0,1,1,128,_EN
128.4.12,1,0,2,1,128,_X
128.4.12,2,0,3,1,128,_Y
128.4,13,0,14,6,1,HOME
128.4.13,0,0,1,1,128,_EN
128.4.13,1,0,2,1,128,_X
128.4.13,2,0,3,1,128,_Y
128.4,14,0,15,6,1,HEADING
128.4.14,0,0,1,1,128,_EN
128.4.14,1,0,2,1,128,_X
128.4.14,2,0,3,1,128,_Y
128.4,15,0,16,6,1,THROTTLE
128.4.15,0,0,1,1,128,_EN
128.4.15,1,0,2,1,128,_X
128.4.15,2,0,3,1,128,_Y
128.4,16,0,17,6,1,COMPASS
128.4.16,0,0,1,1,128,_EN
128.4.16,1,0,2,1,128,_X
128.4.16,2,0,3,1,128,_Y
128.4,17,0,18,6,1,WIND
128.4.17,0,0,1,1,128,_EN
128.4.17,1,0,2,1,128,_X
128.4.17,2,0,3,1,128,_Y
128.4,18,0,19,6,1,ASPEED
128.4.18,0,0,1,1,128,_EN
128.4.18,1,0,2,1,128,_X
128.4.18,2,0,3,1,128,_Y
128.4,19,0,20,6,1,VSPEED
128.4.19,0,0,1,1,128,_EN
128.4.19,1,0,2,1,128,_X
128.4.19,2,0,3,1,128,_Y
128.4,20,0,21,6,1,ESCTEMP
128.4.20,0,0,1,1,128,_EN
128.4.20,1,0,2,1,128,_X
128.4.20,2,0,3,1,128,_Y
128.4,21,0,22,6,1,ESCRPM
128.4.21,0,0,1,1,128,_EN
128.4.21,1,0,2,1,128,_X
128.4.21,2,0,3,1,128,_Y
128.4,22,0,23,6,1,ESCAMPS
128.4.22,0,0,1,1,128,_EN
128.4.22,1,0,2,1,128,_X
128.4.22,2,0,3,1,128,_Y
128.4,23,0,24,6,1,GPSLAT
128.4.23,0,0,1,1,128,_EN
128.4.23,1,0,2,1,128,_X
128.4.23,2,0,3,1,128,_Y
128.4,24,0,25,6,1,GPSLONG
128.4.24,0,0,1,1,128,_EN
128.4.24,1,0,2,1,128,_X
128.4.24,2,0,3,1,128,_Y
128.4,25,0,26,6,1,ROLL
128.4.25,0,0,1,1,128,_EN
128.4.25,1,0,2,1,128,_X
128.4.25,2,0,3,1,128,_Y
128.4,26,0,27,6,1,PITCH
128.4.26,0,0,1,1,128,_EN
128.4.26,1,0,2,1,128,_X
128.4.26,2,0,3,1,128,_Y
128.4,27,0,28,6,1,TEMP
128.4.27,0,0,1,1,128,_EN
128.4.27,1,0,2,1,128,_X
128.4.27,2,0,3,1,128,_Y
128.4,28,0,29,6,1,HDOP
128.4.28,0,0,1,1,128,_EN
128.4.28,1,0,2,1,128,_X
128.4.28,2,0,3,1,128,_Y
128.4,29,0,30,6,1,WAYPOINT
128.4.29,0,0,1,1,128,_EN
128.4.29,1,0,2,1,128,_X
128.4.29,2,0,3,1,128,_Y
128.4,30,0,31,6,1,XTRACK
128.4.30,0,0,1,1,128,_EN
128.4.30,1,0,2,1,128,_X
128.4.30,2,0,3,1,128,_Y
128.4,31,0,32,6,1,DIST
128.4.31,0,0,1,1,128,_EN
128.4.31,1,0,2,1,128,_X
128.4.31,2,0,3,1,128,_Y
128.4,32,0,33,6,1,STATS
128.4.32,0,0,1,1,128,_EN
128.4.32,1,0,2,1,128,_X
128.4.32,2,0,3,1,128,_Y
128.4,33,0,34,6,1,FLTIME
128.4.33,0,0,1,1,128,_EN
128.4.33,1,0,2,1,128,_X
128.4.33,2,0,3,1,128,_Y
128.4,34,0,35,6,1,CLIMBEFF
128.4.34,0,0,1,1,128,_EN
128.4.34,1,0,2,1,128,_X
128.4.34,2,0,3,1,128,_Y
128.4,35,0,36,6,1,EFF
128.4.35,0,0,1,1,128,_EN
128.4.35,1,0,2,1,128,_X
128.4.35,2,0,3,1,128,_Y
128.4,36,0,37,6,1,BTEMP
128.4.36,0,0,1,1,128,_EN
128.4.36,1,0,2,1,128,_X
128.4.36,2,0,3,1,128,_Y
128.4,37,0,38,6,1,ATEMP
128.4.37,0,0,1,1,128,_EN
128.4.37,1,0,2,1,128,_X
128.4.37,2,0,3,1,128,_Y
128.4,38,0,39,6,1,BAT2_VLT
128.4.38,0,0,1,1,128,_EN
128.4.38,1,0,2,1,128,_X
128.4.38,2,0,3,1,128,_Y
128.4,39,0,40,6,1,BAT2USED
128.4.39,0,0,1,1,128,_EN
128.4.39,1,0,2,1,128,_X
128.4.39,2,0,3,1,128,_Y
128.4,40,0,41,6,1,ASPD2
128.4.40,0,0,1,1,128,_EN
128.4.40,1,0,2,1,128,_X
128.4.40,2,0,3,1,128,_Y
128.4,41,0,42,6,1,ASPD1
128.4.41,0,0,1,1,128,_EN
128.4.41,1,0,2,1,128,_X
128.4.41,2,0,3,1,128,_Y
128.4,42,0,43,6,1,CLK
128.4.42,0,0,1,1,128,_EN
128.4.42,1,0,2,1,128,_X
128.4.42,2,0,3,1,128,_Y
128.4,43,0,44,6,1,SIDEBARS
128.4.43,0,0,1,1,128,_EN
128.4.43,1,0,2,1,128,_X
128.4.43,2,0,3,1,128,_Y
128.4,44,0,45,6,1,CRSSHAIR
128.4.44,0,0,1,1,128,_EN
128.4.44,1,0,2,1,128,_X
128.4.44,2,0,3,1,128,_Y
128.4,45,0,46,6,1,HOMEDIST
128.4.45,0,0,1,1,128,_EN
128.4.45,1,0,2,1,128,_X
128.4.45,2,0,3,1,128,_Y
128.4,46,0,47,6,1,HOMEDIR
128.4.46,0,0,1,1,128,_EN
128.4.46,1,0,2,1,128,_X
128.4.46,2,0,3,1,128,_Y
128.4,47,0,48,6,1,POWER
128.4.47,0,0,1,1,128,_EN
128.4.47,1,0,2,1,128,_X
128.4.47,2,0,3,1,128,_Y
128.4,48,0,49,6,1,CELLVOLT
128.4.48,0,0,1,1,128,_EN
128.4.48,1,0,2,1,128,_X
128.4.48,2,0,3,1,128,_Y
128.4,49,0,50,6,1,BATTBAR
128.4.49,0,0,1,1,128,_EN
128.4.49,1,0,2,1,128,_X
128.4.49,2,0,3,1,128,_Y
128.4,50,0,51,6,1,ARMING
128.4.50,0,0,1,1,128,_EN
128.4.50,1,0,2,1,128,_X
128.4.50,2,0,3,1,128,_Y
128.4,51,0,52,6,1,PLUSCODE
128.4.51,0,0,1,1,128,_EN
128.4.51,1,0,2,1,128,_X
128.4.51,2,0,3,1,128,_Y
128.4,52,0,53,6,1,CALLSIGN
128.4.52,0,0,1,1,128,_EN
128.4.52,1,0,2,1,128,_X
128.4.52,2,0,3,1,128,_Y
128.4,53,0,54,6,1,CURRENT2
128.4.53,0,0,1,1,128,_EN
128.4.53,1,0,2,1,128,_X
128.4.53,2,0,3,1,128,_Y
128.4,54,0,55,6,1,VTX_PWR
128.4.54,0,0,1,1,128,_EN
128.4.54,1,0,2,1,128,_X
128.4.54,2,0,3,1,128,_Y
128.4,55,0,56,6,1,TER_HGT
128.4.55,0,0,1,1,128,_EN
128.4.55,1,0,2,1,128,_X
128.4.55,2,0,3,1,128,_Y
128.4,56,0,57,6,1,AVGCELLV
128.4.56,0,0,1,1,128,_EN
128.4.56,1,0,2,1,128,_X
128.4.56,2,0,3,1,128,_Y
128.4,57,0,58,6,1,RESTVOLT
128.4.57,0,0,1,1,128,_EN
128.4.57,1,0,2,1,128,_X
128.4.57,2,0,3,1,128,_Y
128.4,58,0,59,6,1,FENCE
128.4.58,0,0,1,1,128,_EN
128.4.58,1,0,2,1,128,_X
128.4.58,2,0,3,1,128,_Y
128.4,59,0,60,6,1,RNGF
128.4.59,0,0,1,1,128,_EN
128.4.59,1,0,2,1,128,_X
128.4.59,2,0,3,1,128,_Y
128.4,60,0,61,6,1,ACRVOLT
128.4.60,0,0,1,1,128,_EN
128.4.60,1,0,2,1,128,_X
128.4.60,2,0,3,1,128,_Y
128.4,61,0,62,6,1,RPM
128.4.61,0,0,1,1,128,_EN
128.4.61,1,0,2,1,128,_X
128.4.61,2,0,3,1,128,_Y
128,5,0,6,6,1,4_
128.5,0,0,1,1,4,ENABLE
128.5,1,0,2,2,0,CHAN_MIN
128.5,2,0,3,2,0,CHAN_MAX
128.5,3,0,4,6,1,ALTITUDE
128.5.3,0,0,1,1,128,_EN
128.5.3,1,0,2,1,128,_X
128.5.3,2,0,3,1,128,_Y
128.5,4,0,5,6,1,BAT_VOLT
128.5.4,0,0,1,1,128,_EN
128.5.4,1,0,2,1,128,_X
128.5.4,2,0,3,1,128,_Y
128.5,5,0,6,6,1,RSSI
128.5.5,0,0,1,1,128,_EN
128.5.5,1,0,2,1,128,_X
128.5.5,2,0,3,1,128,_Y
128.5,6,0,7,6,1,CURRENT
128.5.6,0,0,1,1,128,_EN
128.5.6,1,0,2,1,128,_X
128.5.6,2,0,3,1,128,_Y
128.5,7,0,8,6,1,BATUSED
128.5.7,0,0,1,1,128,_EN
128.5.7,1,0,2,1,128,_X
128.5.7,2,0,3,1,128,_Y
128.5,8,0,9,6,1,SATS
128.5.8,0,0,1,1,128,_EN
128.5.8,1,0,2,1,128,_X
128.5.8,2,0,3,1,128,_Y
128.5,9,0,10,6,1,FLTMODE
128.5.9,0,0,1,1,128,_EN
128.5.9,1,0,2,1,128,_X
128.5.9,2,0,3,1,128,_Y
128.5,10,0,11,6,1,MESSAGE
128.5.10,0,0,1,1,128,_EN
128.5.10,1,0,2,1,128,_X
128.5.10,2,0,3,1,128,_Y
128.5,11,0,12,6,1,GSPEED
128.5.11,0,0,1,1,128,_EN
128.5.11,1,0,2,1,128,_X
128.5.11,2,0,3,1,128,_Y
128.5,12,0,13,6,1,HORIZON
128.5.12,0,0,1,1,128,_EN
128.5.12,1,0,2,1,128,_X
128.5.12,2,0,3,1,128,_Y
128.5,13,0,14,6,1,HOME
128.5.13,0,0,1,1,128,_EN
128.5.13,1,0,2,1,128,_X
128.5.13,2,0,3,1,128,_Y
128.5,14,0,15,6,1,HEADING
128.5.14,0,0,1,1,128,_EN
128.5.14,1,0,2,1,128,_X
128.5.14,2,0,3,1,128,_Y
128.5,15,0,16,6,1,THROTTLE
128.5.15,0,0,1,1,128,_EN
128.5.15,1,0,2,1,128,_X
128.5.15,2,0,3,1,128,_Y
128.5,16,0,17,6,1,COMPASS
128.5.16,0,0,1,1,128,_EN
128.5.16,1,0,2,1,128,_X
128.5.16,2,0,3,1,128,_Y
128.5,17,0,18,6,1,WIND
128.5.17,0,0,1,1,128,_EN
128.5.17,1,0,2,1,128,_X
128.5.17,2,0,3,1,128,_Y
128.5,18,0,19,6,1,ASPEED
128.5.18,0,0,1,1,128,_EN
128.5.18,1,0,2,1,128,_X
128.5.18,2,0,3,1,128,_Y
128.5,19,0,20,6,1,VSPEED
128.5.19,0,0,1,1,128,_EN
128.5.19,1,0,2,1,128,_X
128.5.19,2,0,3,1,128,_Y
128.5,20,0,21,6,1,ESCTEMP
128.5.20,0,0,1,1,128,_EN
128.5.20,1,0,2,1,128,_X
128.5.20,2,0,3,1,128,_Y
128.5,21,0,22,6,1,ESCRPM
128.5.21,0,0,1,1,128,_EN
128.5.21,1,0,2,1,128,_X
128.5.21,2,0,3,1,128,_Y
128.5,22,0,23,6,1,ESCAMPS
128.5.22,0,0,1,1,128,_EN
128.5.22,1,0,2,1,128,_X
128.5.22,2,0,3,1,128,_Y
128.5,23,0,24,6,1,GPSLAT
128.5.23,0,0,1,1,128,_EN
128.5.23,1,0,2,1,128,_X
128.5.23,2,0,3,1,128,_Y
128.5,24,0,25,6,1,GPSLONG
128.5.24,0,0,1,1,128,_EN
128.5.24,1,0,2,1,128,_X
128.5.24,2,0,3,1,128,_Y
128.5,25,0,26,6,1,ROLL
128.5.25,0,0,1,1,128,_EN
128.5.25,1,0,2,1,128,_X
128.5.25,2,0,3,1,128,_Y
128.5,26,0,27,6,1,PITCH
128.5.26,0,0,1,1,128,_EN
128.5.26,1,0,2,1,128,_X
128.5.26,2,0,3,1,128,_Y
128.5,27,0,28,6,1,TEMP
128.5.27,0,0,1,1,128,_EN
128.5.27,1,0,2,1,128,_X
128.5.27,2,0,3,1,128,_Y
128.5,28,0,29,6,1,HDOP
128.5.28,0,0,1,1,128,_EN
128.5.28,1,0,2,1,128,_X
128.5.28,2,0,3,1,128,_Y
128.5,29,0,30,6,1,WAYPOINT
128.5.29,0,0,1,1,128,_EN
128.5.29,1,0,2,1,128,_X
128.5.29,2,0,3,1,128,_Y
128.5,30,0,31,6,1,XTRACK
128.5.30,0,0,1,1,128,_EN
128.5.30,1,0,2,1,128,_X
128.5.30,2,0,3,1,128,_Y
128.5,31,0,32,6,1,DIST
128.5.31,0,0,1,1,128,_EN
128.5.31,1,0,2,1,128,_X
128.5.31,2,0,3,1,128,_Y
128.5,32,0,33,6,1,STATS
128.5.32,0,0,1,1,128,_EN
128.5.32,1,0,2,1,128,_X
128.5.32,2,0,3,1,128,_Y
128.5,33,0,34,6,1,FLTIME
128.5.33,0,0,1,1,128,_EN
128.5.33,1,0,2,1,128,_X
128.5.33,2,0,3,1,128,_Y
128.5,34,0,35,6,1,CLIMBEFF
128.5.34,0,0,1,1,128,_EN
128.5.34,1,0,2,1,128,_X
128.5.34,2,0,3,1,128,_Y
128.5,35,0,36,6,1,EFF
128.5.35,0,0,1,1,128,_EN
128.5.35,1,0,2,1,128,_X
128.5.35,2,0,3,1,128,_Y
128.5,36,0,37,6,1,BTEMP
128.5.36,0,0,1,1,128,_EN
128.5.36,1,0,2,1,128,_X
128.5.36,2,0,3,1,128,_Y
128.5,37,0,38,6,1,ATEMP
128.5.37,0,0,1,1,128,_EN
128.5.37,1,0,2,1,128,_X
128.5.37,2,0,3,1,128,_Y
128.5,38,0,39,6,1,BAT2_VLT
128.5.38,0,0,1,1,128,_EN
128.5.38,1,0,2,1,128,_X
128.5.38,2,0,3,1,128,_Y
128.5,39,0,40,6,1,BAT2USED
128.5.39,0,0,1,1,128,_EN
128.5.39,1,0,2,1,128,_X
128.5.39,2,0,3,1,128,_Y
128.5,40,0,41,6,1,ASPD2
128.5.40,0,0,1,1,128,_EN
128.5.40,1,0,2,1,128,_X
128.5.40,2,0,3,1,128,_Y
128.5,41,0,42,6,1,ASPD1
128.5.41,0,0,1,1,128,_EN
128.5.41,1,0,2,1,128,_X
128.5.41,2,0,3,1,128,_Y
128.5,42,0,43,6,1,CLK
128.5.42,0,0,1,1,128,_EN
128.5.42,1,0,2,1,128,_X
128.5.42,2,0,3,1,128,_Y
128.5,43,0,44,6,1,SIDEBARS
128.5.43,0,0,1,1,128,_EN
128.5.43,1,0,2,1,128,_X
128.5.43,2,0,3,1,128,_Y
128.5,44,0,45,6,1,CRSSHAIR
128.5.44,0,0,1,1,128,_EN
128.5.44,1,0,2,1,128,_X
128.5.44,2,0,3,1,128,_Y
128.5,45,0,46,6,1,HOMEDIST
128.5.45,0,0,1,1,128,_EN
128.5.45,1,0,2,1,128,_X
128.5.45,2,0,3,1,128,_Y
128.5,46,0,47,6,1,HOMEDIR
128.5.46,0,0,1,1,128,_EN
128.5.46,1,0,2,1,128,_X
128.5.46,2,0,3,1,128,_Y
128.5,47,0,48,6,1,POWER
128.5.47,0,0,1,1,128,_EN
128.5.47,1,0,2,1,128,_X
128.5.47,2,0,3,1,128,_Y
128.5,48,0,49,6,1,CELLVOLT
128.5.48,0,0,1,1,128,_EN
128.5.48,1,0,2,1,128,_X
128.5.48,2,0,3,1,128,_Y
128.5,49,0,50,6,1,BATTBAR
128.5.49,0,0,1,1,128,_EN
128.5.49,1,0,2,1,128,_X
128.5.49,2,0,3,1,128,_Y
128.5,50,0,51,6,1,ARMING
128.5.50,0,0,1,1,128,_EN
128.5.50,1,0,2,1,128,_X
128.5.50,2,0,3,1,128,_Y
128.5,51,0,52,6,1,PLUSCODE
128.5.51,0,0,1,1,128,_EN
128.5.51,1,0,2,1,128,_X
128.5.51,2,0,3,1,128,_Y
128.5,52,0,53,6,1,CALLSIGN
128.5.52,0,0,1,1,128,_EN
128.5.52,1,0,2,1,128,_X
128.5.52,2,0,3,1,128,_Y
128.5,53,0,54,6,1,CURRENT2
128.5.53,0,0,1,1,128,_EN
128.5.53,1,0,2,1,128,_X
128.5.53,2,0,3,1,128,_Y
128.5,54,0,55,6,1,VTX_PWR
128.5.54,0,0,1,1,128,_EN
128.5.54,1,0,2,1,128,_X
128.5.54,2,0,3,1,128,_Y
128.5,55,0,56,6,1,TER_HGT
128.5.55,0,0,1,1,128,_EN
128.5.55,1,0,2,1,128,_X
128.5.55,2,0,3,1,128,_Y
128.5,56,0,57,6,1,AVGCELLV
128.5.56,0,0,1,1,128,_EN
128.5.56,1,0,2,1,128,_X
128.5.56,2,0,3,1,128,_Y
128.5,57,0,58,6,1,RESTVOLT
128.5.57,0,0,1,1,128,_EN
128.5.57,1,0,2,1,128,_X
128.5.57,2,0,3,1,128,_Y
128.5,58,0,59,6,1,FENCE
128.5.58,0,0,1,1,128,_EN
128.5.58,1,0,2,1,128,_X
128.5.58,2,0,3,1,128,_Y
128.5,59,0,60,6,1,RNGF
128.5.59,0,0,1,1,128,_EN
128.5.59,1,0,2,1,128,_X
128.5.59,2,0,3,1,128,_Y
128.5,60,0,61,6,1,ACRVOLT
128.5.60,0,0,1,1,128,_EN
128.5.60,1,0,2,1,128,_X
128.5.60,2,0,3,1,128,_Y
128.5,61,0,62,6,1,RPM
128.5.61,0,0,1,1,128,_EN
128.5.61,1,0,2,1,128,_X
128.5.61,2,0,3,1,128,_Y
128,6,0,7,1,0,_SW_METHOD
128,7,0,8,3,0,_OPTIONS
128,8,0,9,1,0,_FONT
128,9,0,10,1,0,_V_OFFSET
128,10,0,11,1,0,_H_OFFSET
128,11,0,12,1,0,_W_RSSI
128,12,0,13,1,0,_W_NSAT
128,13,0,14,4,0,_W_BATVOLT
128,14,0,15,1,0,_UNITS
128,15,0,16,1,0,_MSG_TIME
128,16,0,17,1,0,_ARM_SCR
128,17,0,18,1,0,_DSARM_SCR
128,18,0,19,1,0,_FS_SCR
128,19,0,20,3,0,_BTN_DELAY
128,20,0,23,3,0,_W_TERR
128,21,0,24,4,0,_W_AVGCELLV
128,22,0,25,1,0,_CELL_COUNT
128,23,0,26,4,0,_W_RESTVOLT
128,24,0,31,4,0,_W_ACRVOLT
128,25,0,35,1,0,_SB_H_OFS
128,26,0,36,1,0,_SB_V_EXT
128,27,0,21,6,1,5_
128.27,0,0,1,1,4,ENABLE
128.27,1,0,2,2,0,CHAN_MIN
128.27,2,0,3,2,0,CHAN_MAX
128.27,3,0,4,6,1,PARAM1
128.27.3,0,0,1,1,128,_EN
128.27.3,1,0,2,1,0,_X
128.27.3,2,0,3,1,128,_Y
128.27.3,3,0,4,2,128,_KEY
128.27.3,4,0,5,1,128,_IDX
128.27.3,5,0,6,3,128,_GRP
128.27.3,6,0,7,4,0,_MIN
128.27.3,7,0,8,4,0,_MAX
128.27.3,8,0,9,4,0,_INCR
128.27.3,9,0,10,1,128,_TYPE
128.27,4,0,5,6,1,PARAM2
128.27.4,0,0,1,1,128,_EN
128.27.4,1,0,2,1,0,_X
128.27.4,2,0,3,1,128,_Y
128.27.4,3,0,4,2,128,_KEY
128.27.4,4,0,5,1,128,_IDX
128.27.4,5,0,6,3,128,_GRP
128.27.4,6,0,7,4,0,_MIN
128.27.4,7,0,8,4,0,_MAX
128.27.4,8,0,9,4,0,_INCR
128.27.4,9,0,10,1,128,_TYPE
128.27,5,0,6,6,1,PARAM3
128.27.5,0,0,1,1,128,_EN
128.27.5,1,0,2,1,0,_X
128.27.5,2,0,3,1,128,_Y
128.27.5,3,0,4,2,128,_KEY
128.27.5,4,0,5,1,128,_IDX
128.27.5,5,0,6,3,128,_GRP
128.27.5,6,0,7,4,0,_MIN
128.27.5,7,0,8,4,0,_MAX
128.27.5,8,0,9,4,0,_INCR
128.27.5,9,0,10,1,128,_TYPE
128.27,6,0,7,6,1,PARAM4
128.27.6,0,0,1,1,128,_EN
128.27.6,1,0,2,1,0,_X
128.27.6,2,0,3,1,128,_Y
128.27.6,3,0,4,2,128,_KEY
128.27.6,4,0,5,1,128,_IDX
128.27.6,5,0,6,3,128,_GRP
128.27.6,6,0,7,4,0,_MIN
128.27.6,7,0,8,4,0,_MAX
128.27.6,8,0,9,4,0,_INCR
128.27.6,9,0,10,1,128,_TYPE
128.27,7,0,8,6,1,PARAM5
128.27.7,0,0,1,1,128,_EN
128.27.7,1,0,2,1,0,_X
128.27.7,2,0,3,1,128,_Y
128.27.7,3,0,4,2,128,_KEY
128.27.7,4,0,5,1,128,_IDX
128.27.7,5,0,6,3,128,_GRP
128.27.7,6,0,7,4,0,_MIN
128.27.7,7,0,8,4,0,_MAX
128.27.7,8,0,9,4,0,_INCR
128.27.7,9,0,10,1,128,_TYPE
128.27,8,0,9,6,1,PARAM6
128.27.8,0,0,1,1,128,_EN
128.27.8,1,0,2,1,0,_X
128.27.8,2,0,3,1,128,_Y
128.27.8,3,0,4,2,128,_KEY
128.27.8,4,0,5,1,128,_IDX
128.27.8,5,0,6,3,128,_GRP
128.27.8,6,0,7,4,0,_MIN
128.27.8,7,0,8,4,0,_MAX
128.27.8,8,0,9,4,0,_INCR
128.27.8,9,0,10,1,128,_TYPE
128.27,9,0,10,6,1,PARAM7
128.27.9,0,0,1,1,128,_EN
128.27.9,1,0,2,1,0,_X
128.27.9,2,0,3,1,128,_Y
128.27.9,3,0,4,2,128,_KEY
128.27.9,4,0,5,1,128,_IDX
128.27.9,5,0,6,3,128,_GRP
128.27.9,6,0,7,4,0,_MIN
128.27.9,7,0,8,4,0,_MAX
128.27.9,8,0,9,4,0,_INCR
128.27.9,9,0,10,1,128,_TYPE
128.27,10,0,11,6,1,PARAM8
128.27.10,0,0,1,1,128,_EN
128.27.10,1,0,2,1,0,_X
128.27.10,2,0,3,1,128,_Y
128.27.10,3,0,4,2,128,_KEY
128.27.10,4,0,5,1,128,_IDX
128.27.10,5,0,6,3,128,_GRP
128.27.10,6,0,7,4,0,_MIN
128.27.10,7,0,8,4,0,_MAX
128.27.10,8,0,9,4,0,_INCR
128.27.10,9,0,10,1,128,_TYPE
128.27,11,0,12,6,1,PARAM9
128.27.11,0,0,1,1,128,_EN
128.27.11,1,0,2,1,0,_X
128.27.11,2,0,3,1,128,_Y
128.27.11,3,0,4,2,128,_KEY
128.27.11,4,0,5,1,128,_IDX
128.27.11,5,0,6,3,128,_GRP
128.27.11,6,0,7,4,0,_MIN
128.27.11,7,0,8,4,0,_MAX
128.27.11,8,0,9,4,0,_INCR
128.27.11,9,0,10,1,128,_TYPE
128.27,12,0,13,1,0,SAVE_X
128.27,13,0,14,1,0,SAVE_Y
128,28,0,22,6,1,6_
128.28,0,0,1,1,4,ENABLE
128.28,1,0,2,2,0,CHAN_MIN
128.28,2,0,3,2,0,CHAN_MAX
128.28,3,0,4,6,1,PARAM1
128.28.3,0,0,1,1,128,_EN
128.28.3,1,0,2,1,0,_X
128.28.3,2,0,3,1,128,_Y
128.28.3,3,0,4,2,128,_KEY
128.28.3,4,0,5,1,128,_IDX
128.28.3,5,0,6,3,128,_GRP
128.28.3,6,0,7,4,0,_MIN
128.28.3,7,0,8,4,0,_MAX
128.28.3,8,0,9,4,0,_INCR
128.28.3,9,0,10,1,128,_TYPE
128.28,4,0,5,6,1,PARAM2
128.28.4,0,0,1,1,128,_EN
128.28.4,1,0,2,1,0,_X
128.28.4,2,0,3,1,128,_Y
128.28.4,3,0,4,2,128,_KEY
128.28.4,4,0,5,1,128,_IDX
128.28.4,5,0,6,3,128,_GRP
128.28.4,6,0,7,4,0,_MIN
128.28.4,7,0,8,4,0,_MAX
128.28.4,8,0,9,4,0,_INCR
128.28.4,9,0,10,1,128,_TYPE
128.28,5,0,6,6,1,PARAM3
128.28.5,0,0,1,1,128,_EN
