time_us,out_nrc,out_rlc,out_nav,out_rs,out_ae,out_pt
52005023,-6322,6488,-6322,-6310,-12,0.058299373835325241
52025015,-6326,6488,-6326,-6317,-9,0.060740884393453598
52045007,-6326,6487,-6326,-6322,-4,0.063114844262599945
52064999,-6326,6486,-6326,-6327,1,0.065567895770072937
52084991,-6327,6484,-6327,-6333,6,0.068256929516792297
52104983,-6327,6483,-6327,-6340,13,0.070863924920558929
52124975,-6331,6482,-6331,-6345,14,0.073204562067985535
52144967,-6331,6481,-6331,-6350,19,0.075247503817081451
52164959,-6331,6480,-6331,-6356,25,0.07716090977191925
52184951,-6332,6479,-6332,-6360,28,0.078917063772678375
52204943,-6332,6478,-6332,-6364,32,0.080648645758628845
52224935,-6336,6478,-6336,-6368,32,0.082031063735485077
52244927,-6336,6477,-6336,-6372,36,0.083021752536296844
52264919,-6336,6477,-6336,-6375,39,0.083805188536643982
52284911,-6337,6476,-6337,-6377,40,0.084507733583450317
52304903,-6337,6476,-6337,-6378,41,0.085182420909404755
52324895,-6341,6476,-6341,-6379,38,0.085793972015380859
52344887,-6341,6475,-6341,-6382,41,0.086261555552482605
52364879,-6341,6475,-6341,-6384,43,0.086856633424758911
52384871,-6341,6475,-6341,-6386,45,0.087283387780189514
52404863,-6341,6475,-6341,-6386,45,0.08745245635509491
52424855,-6346,6475,-6346,-6386,40,0.087374739348888397
52444847,-6346,6475,-6346,-6384,38,0.087323471903800964
52464839,-6346,6475,-6346,-6383,37,0.087009944021701813
52484831,-6346,6475,-6346,-6382,36,0.086873725056648254
52504823,-6346,6475,-6346,-6380,34,0.086867377161979675
52524815,-6351,6475,-6351,-6379,28,0.08698621392250061
52544807,-6351,6475,-6351,-6376,25,0.08698667585849762
52564799,-6351,6475,-6351,-6372,21,0.086817421019077301
52584791,-6351,6475,-6351,-6368,17,0.08652910590171814
52604783,-6351,6475,-6351,-6365,14,0.086345873773097992
52624775,-6357,6475,-6357,-6362,5,0.086240671575069427
52644767,-6357,6475,-6357,-6360,3,0.086236447095870972
52664759,-6357,6475,-6357,-6360,3,0.086236461997032166
52684751,-6357,6475,-6357,-6358,1,0.086526118218898773
52704743,-6357,6475,-6357,-6358,1,0.087151341140270233
52724735,-6361,6474,-6361,-6358,-3,0.087793357670307159
52744727,-6361,6474,-6361,-6359,-2,0.088517807424068451
52764719,-6361,6474,-6361,-6360,-1,0.088965855538845062
52784711,-6361,6474,-6361,-6361,0,0.089270502328872681
52804703,-6361,6473,-6361,-6362,1,0.089551366865634918
52824695,-6362,6473,-6362,-6363,1,0.089704990386962891
52844687,-6362,6473,-6362,-6365,3,0.089870363473892212
52864679,-6362,6473,-6362,-6366,4,0.090018078684806824
52884671,-6362,6473,-6362,-6367,5,0.090270213782787323
52904663,-6362,6473,-6362,-6369,7,0.090474285185337067
52924655,-6357,6473,-6357,-6371,14,0.090719304978847504
52944647,-6357,6473,-6357,-6376,19,0.091163523495197296
52964639,-6357,6472,-6357,-6380,23,0.091487236320972443
52984631,-6357,6472,-6357,-6384,27,0.092008106410503387
53004623,-6357,6472,-6357,-6388,31,0.09266122430562973
53024615,-6347,6471,-6347,-6392,45,0.093274801969528198
53044607,-6348,6471,-6348,-6396,48,0.093874454498291016
53064599,-6348,6471,-6348,-6399,51,0.094203151762485504
53084591,-6348,6471,-6348,-6401,53,0.094354391098022461
53104583,-6348,6470,-6348,-6402,54,0.094662614166736603
53124575,-6332,6470,-6332,-6401,69,0.094838701188564301
53144567,-6332,6470,-6332,-6400,68,0.094981931149959564
53164559,-6332,6470,-6332,-6399,67,0.095045037567615509
53184551,-6332,6470,-6332,-6399,67,0.09502052515745163
53204543,-6332,6470,-6332,-6399,67,0.095152720808982849
53224535,-6311,6470,-6311,-6400,89,0.095489390194416046
53244527,-6312,6470,-6312,-6400,88,0.095870330929756165
53264519,-6312,6469,-6312,-6401,89,0.096146799623966217
53284511,-6312,6469,-6312,-6401,89,0.096481874585151672
53304503,-6312,6469,-6312,-6400,88,0.096671357750892639
53324495,-6285,6469,-6285,-6398,113,0.096945665776729584
53344487,-6285,6469,-6285,-6395,110,0.09736257791519165
53364479,-6285,6469,-6285,-6390,105,0.09765905886888504
53384471,-6285,6468,-6285,-6384,99,0.097948826849460602
53404463,-6285,6468,-6285,-6380,95,0.098137803375720978
53424455,-6256,6468,-6256,-6376,120,0.098300114274024963
53444447,-6256,6468,-6256,-6370,114,0.098373465240001678
53464439,-6256,6468,-6256,-6366,110,0.098473288118839264
53484431,-6256,6468,-6256,-6361,105,0.098636522889137268
53504423,-6256,6468,-6256,-6357,101,0.098818652331829071
53524415,-6220,6468,-6220,-6353,133,0.099077463150024414
53544407,-6220,6468,-6220,-6350,130,0.099223487079143524
53564399,-6220,6468,-6220,-6346,126,0.099105112254619598
53584391,-6220,6468,-6220,-6341,121,0.099062442779541016
53604383,-6220,6468,-6220,-6335,115,0.098931126296520233
53624375,-6180,6468,-6180,-6329,149,0.098869383335113525
53644367,-6180,6468,-6180,-6323,143,0.098832659423351288
53664359,-6180,6468,-6180,-6317,137,0.099013447761535645
53684351,-6180,6467,-6180,-6312,132,0.099383585155010223
53704343,-6180,6467,-6180,-6307,127,0.09970441460609436
53724335,-6133,6467,-6133,-6302,169,0.10011039674282074
53744327,-6133,6467,-6133,-6297,164,0.10049434006214142
53764319,-6133,6466,-6133,-6293,160,0.10089625418186188
53784311,-6133,6466,-6133,-6289,156,0.10128246247768402
53805136,-6133,6466,-6133,-6285,152,0.10168784856796265
53825128,-6082,6466,-6082,-6281,199,0.10189472138881683
53845120,-6082,6466,-6082,-6277,195,0.10200539976358414
53865112,-6082,6466,-6082,-6272,190,0.10209202766418457
53885104,-6082,6466,-6082,-6266,184,0.10221963375806808
53905096,-6082,6466,-6082,-6260,178,0.10221946984529495
53925088,-6026,6466,-6026,-6253,227,0.10227715224027634
53945080,-6026,6466,-6026,-6245,219,0.10222230106592178
53965072,-6026,6466,-6026,-6237,211,0.10218875855207443
53985064,-6026,6466,-6026,-6228,202,0.10220733284950256
54005056,-6026,6466,-6026,-6218,192,0.10224192589521408
54025048,-5965,6466,-5965,-6207,242,0.10225017368793488
54045040,-5965,6466,-5965,-6196,231,0.10231964290142059
54065032,-5965,6465,-5965,-6184,219,0.10242195427417755
54085024,-5965,6465,-5965,-6173,208,0.10253132879734039
54105016,-5965,6465,-5965,-6161,196,0.10250671207904816
54125008,-5899,6466,-5899,-6150,251,0.10230954736471176
54145000,-5899,6466,-5899,-6139,240,0.10216915607452393
54164992,-5899,6466,-5899,-6127,228,0.10216473042964935
54184984,-5899,6465,-5899,-6115,216,0.10235793143510818
54204976,-5900,6465,-5900,-6102,202,0.10244523733854294
54224968,-5832,6465,-5832,-6090,258,0.10247187316417694
54244960,-5832,6465,-5832,-6078,246,0.10240040719509125
54264952,-5832,6466,-5832,-6064,232,0.10221189260482788
54284944,-5831,6466,-5831,-6050,219,0.10214877873659134
54304936,-5832,6466,-5832,-6036,204,0.10226146876811981
54324928,-5759,6466,-5759,-6022,263,0.10222923755645752
54344920,-5759,6466,-5759,-6007,248,0.10194249451160431
54364912,-5759,6466,-5759,-5993,234,0.10159006714820862
54384904,-5759,6466,-5759,-5980,221,0.10141795873641968
54404896,-5759,6466,-5759,-5967,208,0.10118594765663147
54424888,-5681,6466,-5681,-5953,272,0.10101377964019775
54444880,-5681,6466,-5681,-5937,256,0.10089902579784393
54464872,-5681,6467,-5681,-5922,241,0.10078079998493195
54484864,-5681,6467,-5681,-5907,226,0.10076183080673218
54504856,-5681,6467,-5681,-5890,209,0.10039263963699341
54524848,-5600,6467,-5600,-5872,272,0.10025931894779205
54544840,-5600,6467,-5600,-5855,255,0.10013604909181595
54564832,-5600,6467,-5600,-5838,238,0.10009180009365082
54584824,-5600,6467,-5600,-5821,221,0.099824413657188416
54604816,-5600,6467,-5600,-5806,206,0.099671438336372375
54624808,-5518,6468,-5518,-5790,272,0.099249102175235748
54644800,-5518,6468,-5518,-5774,256,0.098755672574043274
54664792,-5518,6468,-5518,-5758,240,0.098161108791828156
54684784,-5518,6468,-5518,-5741,223,0.097731053829193115
54704776,-5517,6469,-5517,-5725,208,0.097473599016666412
54724768,-5430,6469,-5430,-5709,279,0.097598224878311157
54744760,-5430,6469,-5430,-5693,263,0.097562767565250397
54764752,-5430,6469,-5430,-5676,246,0.097386673092842102
54784744,-5430,6469,-5430,-5659,229,0.097227729856967926
54804736,-5430,6469,-5430,-5643,213,0.09719037264585495
54824728,-5339,6469,-5339,-5627,288,0.097239941358566284
54844720,-5339,6469,-5339,-5610,271,0.09751620888710022
54864712,-5339,6468,-5339,-5592,253,0.097709156572818756
54884704,-5339,6468,-5339,-5574,235,0.097828559577465057
54904696,-5339,6468,-5339,-5557,218,0.097897492349147797
54924688,-5242,6468,-5242,-5539,297,0.097925879061222076
54944680,-5242,6468,-5242,-5520,278,0.097759999334812164
54964672,-5242,6469,-5242,-5500,258,0.097315430641174316
54984664,-5242,6469,-5242,-5482,240,0.096685126423835754
55004656,-5242,6470,-5242,-5464,222,0.096025541424751282
55024648,-5145,6470,-5145,-5445,300,0.095547519624233246
55044640,-5145,6470,-5145,-5427,282,0.095124185085296631
55064632,-5144,6471,-5144,-5408,264,0.094434164464473724
55084624,-5144,6471,-5144,-5390,246,0.093653209507465363
55104616,-5144,6471,-5144,-5373,229,0.092952042818069458
55124608,-5043,6472,-5043,-5357,314,0.09244653582572937
55144600,-5043,6472,-5043,-5341,298,0.092137515544891357
55164592,-5043,6472,-5043,-5325,282,0.091870009899139404
55184584,-5043,6472,-5043,-5309,266,0.091712050139904022
55204576,-5043,6472,-5043,-5291,248,0.091642789542675018
55224568,-4944,6472,-4944,-5273,329,0.091670364141464233
55244560,-4944,6472,-4944,-5255,311,0.091742552816867828
55264552,-4944,6472,-4944,-5236,292,0.091789871454238892
55284544,-4944,6472,-4944,-5217,273,0.091809667646884918
55304536,-4944,6472,-4944,-5198,254,0.091655425727367401
55324528,-4838,6472,-4838,-5180,342,0.091204717755317688
55344520,-4838,6473,-4838,-5162,324,0.090722620487213135
55364512,-4838,6473,-4838,-5142,304,0.090501993894577026
55384504,-4838,6473,-4838,-5121,283,0.090494915843009949
55404496,-4838,6473,-4838,-5100,262,0.0905580073595047
55424488,-4729,6473,-4729,-5077,348,0.090510807931423187
55444480,-4729,6473,-4729,-5053,324,0.090190686285495758
55464472,-4729,6473,-4729,-5030,301,0.089990302920341492
55484464,-4729,6473,-4729,-5006,277,0.089865893125534058
55504456,-4729,6473,-4729,-4983,254,0.089815907180309296
55524448,-4621,6473,-4621,-4960,339,0.089646346867084503
55544440,-4621,6473,-4621,-4938,317,0.089508771896362305
55564432,-4621,6474,-4621,-4916,295,0.08927154541015625
55584424,-4621,6474,-4621,-4894,273,0.088890694081783295
55604416,-4620,6474,-4620,-4872,252,0.088499397039413452
55624408,-4509,6474,-4509,-4852,343,0.088623873889446259
55644400,-4509,6474,-4509,-4831,322,0.088814496994018555
55664392,-4509,6474,-4509,-4809,300,0.089060656726360321
55684384,-4509,6474,-4509,-4787,278,0.089314199984073639
55704376,-4509,6473,-4509,-4765,256,0.089644148945808411
55724368,-4380,6473,-4380,-4743,363,0.089936010539531708
55744360,-4380,6473,-4380,-4721,341,0.090210683643817902
55764352,-4380,6473,-4380,-4700,320,0.090466424822807312
55784344,-4380,6473,-4380,-4680,300,0.090555012226104736
55804336,-4380,6473,-4380,-4659,279,0.090396389365196228
55824328,-4250,6473,-4250,-4638,388,0.090306766331195831
55844320,-4250,6473,-4250,-4618,368,0.090082988142967224
55864312,-4250,6473,-4250,-4597,347,0.089777223765850067
55885137,-4250,6474,-4250,-4575,325,0.089333660900592804
55905129,-4250,6474,-4250,-4553,303,0.088767550885677338
55925121,-4127,6474,-4127,-4528,401,0.088123925030231476
55945113,-4127,6475,-4127,-4502,375,0.087357133626937866
55965105,-4126,6475,-4126,-4478,352,0.086555249989032745
55985097,-4126,6476,-4126,-4454,328,0.085745714604854584
56005089,-4126,6476,-4126,-4431,305,0.084751978516578674
56025081,-4016,6477,-4016,-4408,392,0.083749867975711823
56045073,-4016,6477,-4016,-4382,366,0.082702718675136566
56065065,-4016,6478,-4016,-4357,341,0.081827066838741302
56085057,-4016,6478,-4016,-4330,314,0.080985561013221741
56105049,-4016,6479,-4016,-4304,288,0.080225542187690735
56125041,-3913,6479,-3913,-4278,365,0.079373680055141449
56145033,-3913,6479,-3913,-4252,339,0.078610703349113464
56165025,-3912,6480,-3912,-4227,315,0.077736146748065948
56185017,-3912,6480,-3912,-4203,291,0.07696349173784256
56205009,-3912,6481,-3912,-4178,266,0.076242744922637939
56225001,-3802,6481,-3802,-4153,351,0.0754743292927742
56244993,-3802,6481,-3802,-4129,327,0.074440017342567444
56264985,-3802,6482,-3802,-4105,303,0.073114022612571716
56284977,-3801,6483,-3801,-4082,281,0.071725174784660339
56304969,-3801,6483,-3801,-4058,257,0.070230655372142792
56324961,-3689,6484,-3689,-4035,346,0.068605348467826843
56344953,-3689,6485,-3689,-4011,322,0.066882103681564331
56364945,-3689,6486,-3689,-3987,298,0.065050862729549408
56384937,-3688,6487,-3688,-3964,276,0.062943533062934875
56404929,-3688,6488,-3688,-3941,253,0.060708306729793549
56424921,-3590,6488,-3590,-3918,328,0.058441456407308578
56444913,-3589,6489,-3589,-3895,306,0.056015681475400925
56464905,-3589,6490,-3589,-3872,283,0.053340375423431396
56484897,-3589,6491,-3589,-3848,259,0.050479661673307419
56504889,-3588,6492,-3588,-3824,236,0.047354243695735931
56524881,-3515,6493,-3515,-3799,284,0.043905608355998993
56544873,-3515,6494,-3515,-3775,260,0.040133945643901825
56564865,-3515,6495,-3515,-3750,235,0.036173570901155472
56584857,-3514,6496,-3514,-3726,212,0.032120179384946823
56604849,-3514,6497,-3514,-3702,188,0.02774009108543396
56624841,-3476,6498,-3476,-3679,203,0.023074189200997353
56644833,-3476,6498,-3476,-3656,180,0.018232829868793488
56664825,-3475,6499,-3475,-3635,160,0.013160798698663712
56684817,-3475,6499,-3475,-3614,139,0.0080114603042602539
56704809,-3475,6499,-3475,-3595,120,0.0030890414491295815
56724801,-3474,6499,-3474,-3576,102,-0.0018256829353049397
56744793,-3474,6499,-3474,-3558,84,-0.0065558231435716152
56764785,-3474,6499,-3474,-3541,67,-0.011084805242717266
56784777,-3474,6499,-3474,-3525,51,-0.015409164130687714
56804769,-3475,6498,-3475,-3510,35,-0.019280673936009407
56824761,-3480,6498,-3480,-3495,15,-0.022754691541194916
56844753,-3480,6497,-3480,-3481,1,-0.025956986472010612
56864745,-3480,6497,-3480,-3470,-10,-0.028795056045055389
56884737,-3481,6496,-3481,-3460,-21,-0.031029803678393364
56904729,-3481,6496,-3481,-3450,-31,-0.033070806413888931
56924721,-3458,6496,-3458,-3441,-17,-0.03465106338262558
56944713,-3458,6495,-3458,-3434,-24,-0.035645738244056702
56964705,-3458,6495,-3458,-3429,-29,-0.036145377904176712
56984697,-3458,6495,-3458,-3424,-34,-0.036246024072170258
57004689,-3458,6495,-3458,-3420,-38,-0.035879015922546387
57024681,-3388,6496,-3388,-3416,28,-0.035027183592319489
57044673,-3388,6496,-3388,-3412,24,-0.033512730151414871
57064665,-3388,6496,-3388,-3409,21,-0.031628340482711792
57084657,-3387,6497,-3387,-3408,21,-0.029467696323990822
57104649,-3387,6497,-3387,-3407,20,-0.02693844772875309
57124641,-3254,6498,-3254,-3408,154,-0.024048220366239548
57144633,-3254,6498,-3254,-3408,154,-0.020731369033455849
57164625,-3254,6499,-3254,-3410,156,-0.016882367432117462
57184617,-3254,6499,-3254,-3411,157,-0.012640954926609993
57204609,-3254,6499,-3254,-3410,156,-0.0080563295632600784
57224601,-3063,6499,-3063,-3409,346,-0.002876711543649435
57244593,-3063,6499,-3063,-3406,343,0.0025815814733505249
57264585,-3063,6499,-3063,-3402,339,0.0080796042457222939
57284577,-3063,6499,-3063,-3395,332,0.013580397702753544
57304569,-3063,6498,-3063,-3387,324,0.019223839044570923
57324561,-2817,6497,-2817,-3378,561,0.02509540319442749
57344553,-2817,6496,-2817,-3365,548,0.030708486214280128
57364545,-2818,6495,-2818,-3350,532,0.03606250137090683
57384537,-2818,6494,-2818,-3332,514,0.041459754109382629
57404529,-2819,6492,-2819,-3312,493,0.046584866940975189
57424521,-2544,6491,-2544,-3290,746,0.051511507481336594
57444513,-2544,6489,-2544,-3267,723,0.056451667100191116
57464505,-2545,6487,-2545,-3240,695,0.061174396425485611
57484497,-2546,6485,-2546,-3211,665,0.06567566841840744
57504489,-2546,6484,-2546,-3179,633,0.069995589554309845
57524481,-2282,6482,-2282,-3144,862,0.073843911290168762
57544473,-2282,6480,-2282,-3105,823,0.077477544546127319
57564465,-2283,6478,-2283,-3063,780,0.080722130835056305
57584457,-2283,6477,-2283,-3018,735,0.083328813314437866
57604449,-2284,6476,-2284,-2972,688,0.085376553237438202
57624441,-2064,6475,-2064,-2925,861,0.087138064205646515
57644433,-2064,6474,-2064,-2876,812,0.088506303727626801
57664425,-2064,6474,-2064,-2826,762,0.089431025087833405
57684417,-2065,6473,-2065,-2773,708,0.09000907838344574
57704409,-2065,6473,-2065,-2719,654,0.090171411633491516
57724401,-1917,6473,-1917,-2663,746,0.090166106820106506
57744393,-1917,6473,-1917,-2606,689,0.089796185493469238
57764385,-1917,6474,-1917,-2549,632,0.089018784463405609
57784377,-1916,6474,-1916,-2493,577,0.088252156972885132
57804369,-1916,6475,-1916,-2437,521,0.087107330560684204
57824361,-1833,6476,-1833,-2381,548,0.085621364414691925
57844353,-1833,6477,-1833,-2326,493,0.083949439227581024
57864345,-1833,6478,-1833,-2271,438,0.082130908966064453
57884337,-1832,6479,-1832,-2219,387,0.080137237906455994
57904329,-1832,6480,-1832,-2167,335,0.078042447566986084
57924321,-1794,6481,-1794,-2117,323,0.075987033545970917
57944313,-1793,6482,-1793,-2069,276,0.073942877352237701
57965138,-1793,6483,-1793,-2023,230,0.071979425847530365
57985130,-1793,6484,-1793,-1980,187,0.070173241198062897
58005122,-1793,6484,-1793,-1939,146,0.068527474999427795
58025114,-1766,6485,-1766,-1900,134,0.066767469048500061
58045106,-1766,6486,-1766,-1865,99,0.065276533365249634
58065098,-1765,6486,-1765,-1834,69,0.064013071358203888
58085090,-1765,6487,-1765,-1806,41,0.063054457306861877
58105082,-1765,6487,-1765,-1780,15,0.0621013343334198
58125074,-1730,6487,-1730,-1758,28,0.06114974245429039
58145066,-1729,6488,-1729,-1738,9,0.060189582407474518
58165058,-1729,6488,-1729,-1720,-9,0.059391114860773087
58185050,-1729,6488,-1729,-1704,-25,0.05864546075463295
58205042,-1729,6489,-1729,-1692,-37,0.058105848729610443
58225034,-1685,6489,-1685,-1682,-3,0.058003947138786316
58245026,-1685,6488,-1685,-1673,-12,0.058274485170841217
58265018,-1685,6488,-1685,-1666,-19,0.058685418218374252
58285010,-1685,6488,-1685,-1660,-25,0.059340797364711761
58305002,-1685,6488,-1685,-1656,-29,0.060161497443914413
58324994,-1619,6487,-1619,-1654,35,0.060933753848075867
58344986,-1619,6487,-1619,-1653,34,0.061734836548566818
58364978,-1619,6487,-1619,-1652,33,0.062767423689365387
58384970,-1619,6486,-1619,-1652,33,0.063812680542469025
58404962,-1620,6486,-1620,-1653,33,0.065033107995986938
58424954,-1537,6485,-1537,-1653,116,0.066121205687522888
58444946,-1538,6485,-1538,-1654,116,0.067205987870693207
58464938,-1538,6484,-1538,-1656,118,0.068372160196304321
58484930,-1538,6484,-1538,-1658,120,0.069442078471183777
58504922,-1538,6483,-1538,-1658,120,0.070546820759773254
58524914,-1451,6483,-1451,-1658,207,0.071469992399215698
58544906,-1451,6483,-1451,-1658,207,0.072298385202884674
58564898,-1451,6482,-1451,-1658,207,0.073084160685539246
58584890,-1451,6482,-1451,-1656,205,0.073798492550849915
58604882,-1451,6481,-1451,-1651,200,0.074520498514175415
58624874,-1367,6481,-1367,-1645,278,0.075286023318767548
58644866,-1367,6481,-1367,-1638,271,0.075999028980731964
58664858,-1367,6480,-1367,-1630,263,0.076614551246166229
58684850,-1367,6480,-1367,-1621,254,0.077051356434822083
58704842,-1367,6480,-1367,-1609,242,0.077679924666881561
58724834,-1289,6480,-1289,-1596,307,0.07810017466545105
58744826,-1289,6480,-1289,-1583,294,0.078343622386455536
58764818,-1289,6479,-1289,-1571,282,0.07873699814081192
58784810,-1289,6479,-1289,-1557,268,0.079262860119342804
58804802,-1289,6479,-1289,-1543,254,0.079561054706573486
58824794,-1218,6479,-1218,-1527,309,0.079671859741210938
58844786,-1218,6479,-1218,-1511,293,0.079838238656520844
58864778,-1218,6479,-1218,-1494,276,0.080049023032188416
58884770,-1218,6479,-1218,-1476,258,0.080223739147186279
58904762,-1218,6478,-1218,-1458,240,0.080436542630195618
58924754,-1159,6478,-1159,-1440,281,0.080752164125442505
58944746,-1159,6478,-1159,-1420,261,0.081137970089912415
58964738,-1159,6478,-1159,-1399,240,0.081657834351062775
58984730,-1159,6478,-1159,-1378,219,0.082285918295383453
59004722,-1159,6477,-1159,-1358,199,0.082978986203670502
59024714,-1109,6477,-1109,-1338,229,0.083777785301208496
59044706,-1109,6476,-1109,-1318,209,0.084734618663787842
59064698,-1110,6476,-1110,-1298,188,0.085687942802906036
59084690,-1110,6475,-1110,-1279,169,0.086565181612968445
59104682,-1110,6475,-1110,-1260,150,0.087636955082416534
59124674,-1060,6474,-1060,-1244,184,0.088527843356132507
59144666,-1060,6473,-1060,-1229,169,0.089508570730686188
59164658,-1060,6473,-1060,-1216,156,0.090471237897872925
59184650,-1060,6472,-1060,-1203,143,0.091480053961277008
59204642,-1060,6472,-1060,-1190,130,0.092439010739326477
59224634,-1008,6471,-1008,-1177,169,0.093143954873085022
59244626,-1008,6471,-1008,-1165,157,0.093726016581058502
59264618,-1008,6471,-1008,-1152,144,0.094125188887119293
59284610,-1008,6470,-1008,-1140,132,0.094569079577922821
59304602,-1008,6470,-1008,-1129,121,0.095197997987270355
59324594,-958,6470,-958,-1118,160,0.095797568559646606
59344586,-958,6469,-958,-1108,150,0.096136465668678284
59364578,-958,6469,-958,-1098,140,0.096248619258403778
59384570,-958,6469,-958,-1088,130,0.09618888795375824
59404562,-958,6470,-958,-1077,119,0.095919169485569
59424554,-916,6470,-916,-1066,150,0.095566548407077789
59444546,-916,6470,-916,-1055,139,0.095259547233581543
59464538,-916,6470,-916,-1044,128,0.094981275498867035
59484530,-916,6470,-916,-1034,118,0.094581387937068939
59504522,-916,6471,-916,-1023,107,0.094230733811855316
59524514,-882,6471,-882,-1014,132,0.093808464705944061
59544506,-882,6471,-882,-1005,123,0.093210965394973755
59564498,-882,6472,-882,-995,113,0.092639796435832977
59584490,-882,6472,-882,-985,103,0.091926850378513336
59604482,-882,6473,-882,-977,95,0.09109603613615036
59624474,-855,6473,-855,-970,115,0.090372495353221893
59644466,-855,6473,-855,-964,109,0.089995384216308594
59664458,-855,6473,-855,-958,103,0.089655682444572449
59684450,-855,6474,-855,-953,98,0.089396059513092041
59704442,-855,6474,-855,-946,91,0.089310474693775177
59724434,-831,6474,-831,-940,109,0.08933769166469574
59744426,-831,6474,-831,-933,102,0.089239165186882019
59764418,-831,6474,-831,-926,95,0.089245527982711792
59784410,-831,6474,-831,-918,87,0.089385859668254852
59804402,-831,6473,-831,-910,79,0.089562267065048218
59824394,-802,6473,-802,-902,100,0.089752309024333954
59844386,-802,6473,-802,-894,92,0.089938513934612274
59864378,-802,6473,-802,-887,85,0.09026847779750824
59884370,-802,6473,-802,-879,77,0.090687818825244904
59904362,-802,6472,-802,-873,71,0.091301277279853821
59924354,-772,6472,-772,-867,95,0.092175193130970001
59944346,-772,6471,-772,-863,91,0.093130618333816528
59964338,-772,6471,-772,-857,85,0.094227597117424011
59984330,-772,6470,-772,-853,81,0.094939030706882477
60004322,-772,6470,-772,-849,77,0.095426663756370544
60024314,-732,6470,-732,-846,114,0.095922201871871948
60045139,-733,6469,-733,-842,109,0.096448637545108795
60065131,-733,6469,-733,-837,104,0.09697539359331131
60085123,-733,6469,-733,-832,99,0.097554139792919159
60105115,-733,6468,-733,-827,94,0.098188996315002441
60125107,-693,6468,-693,-821,128,0.098557226359844208
60145099,-693,6468,-693,-814,121,0.098763123154640198
60165091,-693,6468,-693,-807,114,0.09905628114938736
60185083,-693,6467,-693,-802,109,0.099531486630439758
60205075,-693,6467,-693,-799,106,0.10008647292852402
60225067,-654,6467,-654,-796,142,0.10055091977119446
60245059,-654,6466,-654,-792,138,0.10101141780614853
60265051,-654,6466,-654,-788,134,0.10140515118837357
60285043,-654,6466,-654,-783,129,0.10159175097942352
60305035,-654,6466,-654,-777,123,0.10157069563865662
60325027,-615,6466,-615,-770,155,0.10115952789783478
60345019,-615,6467,-615,-763,148,0.10069924592971802
60365011,-615,6467,-615,-757,142,0.10021986067295074
60385003,-615,6467,-615,-750,135,0.099868074059486389
60404995,-615,6467,-615,-741,126,0.099729329347610474
60424987,-585,6467,-585,-732,147,0.099909469485282898
60444979,-586,6467,-586,-723,137,0.10018899291753769
60464971,-586,6467,-586,-715,129,0.10038613528013229
60484963,-586,6467,-586,-707,121,0.10059598088264465
60504955,-586,6467,-586,-700,114,0.10059545189142227
60524947,-561,6467,-561,-693,132,0.10047682374715805
60544939,-561,6467,-561,-687,126,0.10048239678144455
60564931,-561,6467,-561,-681,120,0.10064211487770081
60584923,-561,6466,-561,-676,115,0.10083751380443573
60604915,-561,6466,-561,-668,107,0.10105806589126587
60624907,-536,6466,-536,-662,126,0.10120228677988052
60644899,-536,6466,-536,-655,119,0.10126902163028717
60664891,-536,6466,-536,-646,110,0.101126529276371
60684883,-536,6466,-536,-635,99,0.10102982819080353
60704875,-536,6466,-536,-624,88,0.10098014771938324
60724867,-511,6466,-511,-614,103,0.10091026872396469
60744859,-511,6466,-511,-602,91,0.10086805373430252
60764851,-511,6466,-511,-591,80,0.10088475793600082
60784843,-511,6467,-511,-582,71,0.10080670565366745
60804835,-511,6466,-511,-575,64,0.10081093013286591
60824827,-488,6466,-488,-569,81,0.10091649740934372
60844819,-488,6466,-488,-564,76,0.10113397240638733
60864811,-488,6466,-488,-558,70,0.10132302343845367
60884803,-488,6466,-488,-554,66,0.10168737918138504
60904795,-488,6466,-488,-550,62,0.10228434950113297
60924787,-465,6465,-465,-546,81,0.10278168320655823
60944779,-465,6465,-465,-543,78,0.10315936803817749
60964771,-466,6465,-466,-539,73,0.10365400463342667
60984763,-466,6464,-466,-535,69,0.10425743460655212
61004755,-466,6464,-466,-531,65,0.10478565096855164
61024747,-442,6464,-442,-527,85,0.10517158359289169
61044739,-442,6463,-442,-523,81,0.10559913516044617
61064731,-442,6463,-442,-519,77,0.10617300868034363
61084723,-442,6463,-442,-514,72,0.10654228925704956
61104715,-442,6463,-442,-509,67,0.10667072981595993
61124707,-421,6463,-421,-503,82,0.10664176195859909
61144699,-421,6463,-421,-497,76,0.10672358423471451
61164691,-421,6463,-421,-492,71,0.10667998343706131
61184683,-421,6463,-421,-487,66,0.10652294009923935
61204675,-421,6463,-421,-485,64,0.10619337111711502
61224667,-405,6463,-405,-483,78,0.10575202852487564
61244659,-405,6464,-405,-481,76,0.10527964681386948
61264651,-405,6464,-405,-479,74,0.10479868948459625
61284643,-405,6464,-405,-476,71,0.10441999882459641
61304635,-405,6464,-405,-473,68,0.10413996875286102
61324627,-388,6465,-388,-470,82,0.10374852269887924
61344619,-388,6465,-388,-467,79,0.10345236212015152
61364611,-388,6465,-388,-463,75,0.1033935472369194
61384603,-388,6465,-388,-458,70,0.10328765958547592
61404595,-388,6465,-388,-454,66,0.10303507000207901
61424587,-364,6465,-364,-449,85,0.10282018780708313
61444579,-364,6465,-364,-446,82,0.10248447209596634
61464571,-364,6466,-364,-442,78,0.10203321278095245
