#common
kind,a,b,c,out
f16_get,375,0,0,935034880
f16_get,376,0,0,935067648
f16_get,377,0,0,935100416
f16_get,378,0,0,935133184
f16_get,379,0,0,935165952
f16_get,380,0,0,935198720
f16_get,381,0,0,935231488
f16_get,382,0,0,935264256
f16_get,383,0,0,935297024
f16_get,384,0,0,935329792
f16_get,385,0,0,935362560
f16_get,386,0,0,935395328
f16_get,387,0,0,935428096
f16_get,388,0,0,935460864
f16_get,389,0,0,935493632
f16_get,390,0,0,935526400
f16_get,391,0,0,935559168
f16_get,392,0,0,935591936
f16_get,393,0,0,935624704
f16_get,394,0,0,935657472
f16_get,395,0,0,935690240
f16_get,396,0,0,935723008
f16_get,397,0,0,935755776
f16_get,398,0,0,935788544
f16_get,399,0,0,935821312
f16_get,400,0,0,935854080
f16_get,401,0,0,935886848
f16_get,402,0,0,935919616
f16_get,403,0,0,935952384
f16_get,404,0,0,935985152
f16_get,405,0,0,936017920
f16_get,406,0,0,936050688
f16_get,407,0,0,936083456
f16_get,408,0,0,936116224
f16_get,409,0,0,936148992
f16_get,410,0,0,936181760
f16_get,411,0,0,936214528
f16_get,412,0,0,936247296
f16_get,413,0,0,936280064
f16_get,414,0,0,936312832
f16_get,415,0,0,936345600
f16_get,416,0,0,936378368
f16_get,417,0,0,936411136
f16_get,418,0,0,936443904
f16_get,419,0,0,936476672
f16_get,420,0,0,936509440
f16_get,421,0,0,936542208
f16_get,422,0,0,936574976
f16_get,423,0,0,936607744
f16_get,424,0,0,936640512
f16_get,425,0,0,936673280
f16_get,426,0,0,936706048
f16_get,427,0,0,936738816
f16_get,428,0,0,936771584
f16_get,429,0,0,936804352
f16_get,430,0,0,936837120
f16_get,431,0,0,936869888
f16_get,432,0,0,936902656
f16_get,433,0,0,936935424
f16_get,434,0,0,936968192
f16_get,435,0,0,937000960
f16_get,436,0,0,937033728
f16_get,437,0,0,937066496
f16_get,438,0,0,937099264
f16_get,439,0,0,937132032
f16_get,440,0,0,937164800
f16_get,441,0,0,937197568
f16_get,442,0,0,937230336
f16_get,443,0,0,937263104
f16_get,444,0,0,937295872
f16_get,445,0,0,937328640
f16_get,446,0,0,937361408
