name,key,idx,group_element,type,default
STEER2SRV_MINSPD,105,0,6,4,1
STEER2SRV_FF,105,0,7,4,0
STEER2SRV_DRTSPD,105,0,8,4,0
STEER2SRV_DRTFCT,105,0,9,4,10
STEER2SRV_DRTMIN,105,0,10,4,4500
COMPASS_OFS_X,106,0,1,5,0
COMPASS_OFS_X,106,1,1,4,0
COMPASS_OFS_Y,106,2,1,4,0
COMPASS_OFS_Z,106,3,1,4,0
COMPASS_DEC,106,0,2,4,0
COMPASS_LEARN,106,0,3,1,0
COMPASS_USE,106,0,4,1,1
COMPASS_AUTODEC,106,0,5,1,1
COMPASS_MOTCT,106,0,6,1,0
COMPASS_MOT_X,106,0,7,5,0
COMPASS_MOT_X,106,1,7,4,0
COMPASS_MOT_Y,106,2,7,4,0
COMPASS_MOT_Z,106,3,7,4,0
COMPASS_ORIENT,106,0,8,1,0
COMPASS_EXTERNAL,106,0,9,1,0
COMPASS_OFS2_X,106,0,10,5,0
COMPASS_OFS2_X,106,1,10,4,0
COMPASS_OFS2_Y,106,2,10,4,0
COMPASS_OFS2_Z,106,3,10,4,0
COMPASS_MOT2_X,106,0,11,5,0
COMPASS_MOT2_X,106,1,11,4,0
COMPASS_MOT2_Y,106,2,11,4,0
COMPASS_MOT2_Z,106,3,11,4,0
COMPASS_OFS3_X,106,0,13,5,0
COMPASS_OFS3_X,106,1,13,4,0
COMPASS_OFS3_Y,106,2,13,4,0
COMPASS_OFS3_Z,106,3,13,4,0
COMPASS_MOT3_X,106,0,14,5,0
COMPASS_MOT3_X,106,1,14,4,0
COMPASS_MOT3_Y,106,2,14,4,0
COMPASS_MOT3_Z,106,3,14,4,0
COMPASS_DEV_ID,106,0,15,3,0
COMPASS_DEV_ID2,106,0,16,3,0
COMPASS_DEV_ID3,106,0,17,3,0
COMPASS_USE2,106,0,18,1,1
COMPASS_ORIENT2,106,0,19,1,0
COMPASS_EXTERN2,106,0,20,1,0
COMPASS_USE3,106,0,21,1,1
COMPASS_ORIENT3,106,0,22,1,0
COMPASS_EXTERN3,106,0,23,1,0
COMPASS_DIA_X,106,0,24,5,1
COMPASS_DIA_X,106,1,24,4,1
COMPASS_DIA_Y,106,2,24,4,1
COMPASS_DIA_Z,106,3,24,4,1
COMPASS_ODI_X,106,0,25,5,0
COMPASS_ODI_X,106,1,25,4,0
COMPASS_ODI_Y,106,2,25,4,0
COMPASS_ODI_Z,106,3,25,4,0
COMPASS_DIA2_X,106,0,26,5,1
COMPASS_DIA2_X,106,1,26,4,1
COMPASS_DIA2_Y,106,2,26,4,1
COMPASS_DIA2_Z,106,3,26,4,1
COMPASS_ODI2_X,106,0,27,5,0
COMPASS_ODI2_X,106,1,27,4,0
COMPASS_ODI2_Y,106,2,27,4,0
COMPASS_ODI2_Z,106,3,27,4,0
COMPASS_DIA3_X,106,0,28,5,1
COMPASS_DIA3_X,106,1,28,4,1
COMPASS_DIA3_Y,106,2,28,4,1
COMPASS_DIA3_Z,106,3,28,4,1
COMPASS_ODI3_X,106,0,29,5,0
COMPASS_ODI3_X,106,1,29,4,0
COMPASS_ODI3_Y,106,2,29,4,0
COMPASS_ODI3_Z,106,3,29,4,0
COMPASS_CAL_FIT,106,0,30,4,16
COMPASS_OFFS_MAX,106,0,31,2,1800
COMPASS_PMOT_EN,106,0,96,1,0
COMPASS_PMOT_EXP,106,0,160,4,0.649999976
COMPASS_PMOT1_X,106,0,224,5,0
COMPASS_PMOT1_X,106,1,224,4,0
COMPASS_PMOT1_Y,106,2,224,4,0
COMPASS_PMOT1_Z,106,3,224,4,0
COMPASS_PMOT2_X,106,0,288,5,0
COMPASS_PMOT2_X,106,1,288,4,0
COMPASS_PMOT2_Y,106,2,288,4,0
COMPASS_PMOT2_Z,106,3,288,4,0
COMPASS_PMOT3_X,106,0,352,5,0
COMPASS_PMOT3_X,106,1,352,4,0
COMPASS_PMOT3_Y,106,2,352,4,0
COMPASS_PMOT3_Z,106,3,352,4,0
COMPASS_PMOT4_X,106,0,416,5,0
COMPASS_PMOT4_X,106,1,416,4,0
COMPASS_PMOT4_Y,106,2,416,4,0
COMPASS_PMOT4_Z,106,3,416,4,0
COMPASS_DISBLMSK,106,0,33,3,0
COMPASS_FLTR_RNG,106,0,34,1,0
COMPASS_AUTO_ROT,106,0,35,1,2
COMPASS_PRIO1_ID,106,0,36,3,0
COMPASS_PRIO2_ID,106,0,37,3,0
COMPASS_PRIO3_ID,106,0,38,3,0
COMPASS_ENABLE,106,0,39,1,1
COMPASS_SCALE,106,0,40,4,0
COMPASS_SCALE2,106,0,41,4,0
COMPASS_SCALE3,106,0,42,4,0
COMPASS_OPTIONS,106,0,43,2,0
COMPASS_DEV_ID4,106,0,44,3,0
COMPASS_DEV_ID5,106,0,45,3,0
COMPASS_DEV_ID6,106,0,46,3,0
COMPASS_DEV_ID7,106,0,47,3,0
COMPASS_DEV_ID8,106,0,48,3,0
SCHED_DEBUG,107,0,0,1,0
SCHED_LOOP_RATE,107,0,1,2,50
SCHED_OPTIONS,107,0,2,1,0
RCMAP_ROLL,108,0,0,1,1
RCMAP_PITCH,108,0,1,1,2
RCMAP_THROTTLE,108,0,2,1,3
RCMAP_YAW,108,0,3,1,4
INS_GYROFFS_X,109,0,3,5,0
INS_GYROFFS_X,109,1,3,4,0
INS_GYROFFS_Y,109,2,3,4,0
INS_GYROFFS_Z,109,3,3,4,0
INS_GYR2OFFS_X,109,0,7,5,0
INS_GYR2OFFS_X,109,1,7,4,0
INS_GYR2OFFS_Y,109,2,7,4,0
INS_GYR2OFFS_Z,109,3,7,4,0
INS_GYR3OFFS_X,109,0,10,5,0
INS_GYR3OFFS_X,109,1,10,4,0
INS_GYR3OFFS_Y,109,2,10,4,0
INS_GYR3OFFS_Z,109,3,10,4,0
INS_ACCSCAL_X,109,0,12,5,1
INS_ACCSCAL_X,109,1,12,4,1
INS_ACCSCAL_Y,109,2,12,4,1
INS_ACCSCAL_Z,109,3,12,4,1
INS_ACCOFFS_X,109,0,13,5,0
INS_ACCOFFS_X,109,1,13,4,0
INS_ACCOFFS_Y,109,2,13,4,0
INS_ACCOFFS_Z,109,3,13,4,0
INS_ACC2SCAL_X,109,0,14,5,1
INS_ACC2SCAL_X,109,1,14,4,1
INS_ACC2SCAL_Y,109,2,14,4,1
INS_ACC2SCAL_Z,109,3,14,4,1
INS_ACC2OFFS_X,109,0,15,5,0
INS_ACC2OFFS_X,109,1,15,4,0
INS_ACC2OFFS_Y,109,2,15,4,0
INS_ACC2OFFS_Z,109,3,15,4,0
INS_ACC3SCAL_X,109,0,16,5,1
INS_ACC3SCAL_X,109,1,16,4,1
INS_ACC3SCAL_Y,109,2,16,4,1
INS_ACC3SCAL_Z,109,3,16,4,1
INS_ACC3OFFS_X,109,0,17,5,0
INS_ACC3OFFS_X,109,1,17,4,0
INS_ACC3OFFS_Y,109,2,17,4,0
INS_ACC3OFFS_Z,109,3,17,4,0
INS_GYRO_FILTER,109,0,18,2,20
INS_ACCEL_FILTER,109,0,19,2,20
INS_USE,109,0,20,1,1
INS_USE2,109,0,21,1,1
INS_USE3,109,0,22,1,1
INS_STILL_THRESH,109,0,23,4,0.0500000007
INS_GYR_CAL,109,0,24,1,1
INS_TRIM_OPTION,109,0,25,1,1
INS_ACC_BODYFIX,109,0,26,1,2
INS_POS1_X,109,0,27,5,0
INS_POS1_X,109,1,27,4,0
INS_POS1_Y,109,2,27,4,0
INS_POS1_Z,109,3,27,4,0
INS_POS2_X,109,0,28,5,0
INS_POS2_X,109,1,28,4,0
INS_POS2_Y,109,2,28,4,0
INS_POS2_Z,109,3,28,4,0
INS_POS3_X,109,0,29,5,0
INS_POS3_X,109,1,29,4,0
INS_POS3_Y,109,2,29,4,0
INS_POS3_Z,109,3,29,4,0
INS_GYR_ID,109,0,30,3,0
INS_GYR2_ID,109,0,31,3,0
INS_GYR3_ID,109,0,32,3,0
INS_ACC_ID,109,0,33,3,0
INS_ACC2_ID,109,0,34,3,0
INS_ACC3_ID,109,0,35,3,0
INS_FAST_SAMPLE,109,0,36,1,1
INS_LOG_BAT_CNT,109,0,103,2,1024
INS_LOG_BAT_MASK,109,0,167,1,0
INS_LOG_BAT_OPT,109,0,231,1,0
INS_LOG_BAT_LGIN,109,0,295,1,20
INS_LOG_BAT_LGCT,109,0,359,2,32
INS_ENABLE_MASK,109,0,40,1,127
INS_HNTCH_ENABLE,109,0,105,1,0
INS_HNTCH_FREQ,109,0,169,4,80
INS_HNTCH_BW,109,0,233,4,40
INS_HNTCH_ATT,109,0,297,4,40
INS_HNTCH_HMNCS,109,0,361,3,3
INS_HNTCH_REF,109,0,425,4,0
INS_HNTCH_MODE,109,0,489,1,1
INS_HNTCH_OPTS,109,0,553,2,0
INS_HNTCH_FM_RAT,109,0,617,4,1
INS_HNTC2_ENABLE,109,0,117,1,0
INS_HNTC2_FREQ,109,0,181,4,80
INS_HNTC2_BW,109,0,245,4,40
INS_HNTC2_ATT,109,0,309,4,40
INS_HNTC2_HMNCS,109,0,373,3,3
INS_HNTC2_REF,109,0,437,4,0
INS_HNTC2_MODE,109,0,501,1,1
INS_HNTC2_OPTS,109,0,565,2,0
INS_HNTC2_FM_RAT,109,0,629,4,1
INS_HNTC3_ENABLE,109,0,121,1,0
INS_HNTC3_FREQ,109,0,185,4,80
INS_HNTC3_BW,109,0,249,4,40
INS_HNTC3_ATT,109,0,313,4,40
INS_HNTC3_HMNCS,109,0,377,3,3
INS_HNTC3_REF,109,0,441,4,0
INS_HNTC3_MODE,109,0,505,1,1
INS_HNTC3_OPTS,109,0,569,2,0
INS_HNTC3_FM_RAT,109,0,633,4,1
INS_GYRO_RATE,109,0,42,1,0
INS_TCAL1_ENABLE,109,0,107,1,0
INS_TCAL1_TMIN,109,0,171,4,0
INS_TCAL1_TMAX,109,0,235,4,70
INS_TCAL1_ACC1_X,109,0,299,5,0
INS_TCAL1_ACC1_X,109,1,299,4,0
INS_TCAL1_ACC1_Y,109,2,299,4,0
INS_TCAL1_ACC1_Z,109,3,299,4,0
INS_TCAL1_ACC2_X,109,0,363,5,0
INS_TCAL1_ACC2_X,109,1,363,4,0
INS_TCAL1_ACC2_Y,109,2,363,4,0
INS_TCAL1_ACC2_Z,109,3,363,4,0
INS_TCAL1_ACC3_X,109,0,427,5,0
INS_TCAL1_ACC3_X,109,1,427,4,0
INS_TCAL1_ACC3_Y,109,2,427,4,0
INS_TCAL1_ACC3_Z,109,3,427,4,0
INS_TCAL1_GYR1_X,109,0,491,5,0
INS_TCAL1_GYR1_X,109,1,491,4,0
INS_TCAL1_GYR1_Y,109,2,491,4,0
INS_TCAL1_GYR1_Z,109,3,491,4,0
INS_TCAL1_GYR2_X,109,0,555,5,0
INS_TCAL1_GYR2_X,109,1,555,4,0
INS_TCAL1_GYR2_Y,109,2,555,4,0
INS_TCAL1_GYR2_Z,109,3,555,4,0
INS_TCAL1_GYR3_X,109,0,619,5,0
INS_TCAL1_GYR3_X,109,1,619,4,0
INS_TCAL1_GYR3_Y,109,2,619,4,0
INS_TCAL1_GYR3_Z,109,3,619,4,0
INS_TCAL2_ENABLE,109,0,108,1,0
INS_TCAL2_TMIN,109,0,172,4,0
INS_TCAL2_TMAX,109,0,236,4,70
INS_TCAL2_ACC1_X,109,0,300,5,0
INS_TCAL2_ACC1_X,109,1,300,4,0
INS_TCAL2_ACC1_Y,109,2,300,4,0
INS_TCAL2_ACC1_Z,109,3,300,4,0
INS_TCAL2_ACC2_X,109,0,364,5,0
INS_TCAL2_ACC2_X,109,1,364,4,0
INS_TCAL2_ACC2_Y,109,2,364,4,0
INS_TCAL2_ACC2_Z,109,3,364,4,0
INS_TCAL2_ACC3_X,109,0,428,5,0
INS_TCAL2_ACC3_X,109,1,428,4,0
INS_TCAL2_ACC3_Y,109,2,428,4,0
INS_TCAL2_ACC3_Z,109,3,428,4,0
INS_TCAL2_GYR1_X,109,0,492,5,0
INS_TCAL2_GYR1_X,109,1,492,4,0
INS_TCAL2_GYR1_Y,109,2,492,4,0
INS_TCAL2_GYR1_Z,109,3,492,4,0
INS_TCAL2_GYR2_X,109,0,556,5,0
INS_TCAL2_GYR2_X,109,1,556,4,0
INS_TCAL2_GYR2_Y,109,2,556,4,0
INS_TCAL2_GYR2_Z,109,3,556,4,0
INS_TCAL2_GYR3_X,109,0,620,5,0
INS_TCAL2_GYR3_X,109,1,620,4,0
INS_TCAL2_GYR3_Y,109,2,620,4,0
INS_TCAL2_GYR3_Z,109,3,620,4,0
INS_TCAL3_ENABLE,109,0,109,1,0
INS_TCAL3_TMIN,109,0,173,4,0
INS_TCAL3_TMAX,109,0,237,4,70
INS_TCAL3_ACC1_X,109,0,301,5,0
INS_TCAL3_ACC1_X,109,1,301,4,0
INS_TCAL3_ACC1_Y,109,2,301,4,0
INS_TCAL3_ACC1_Z,109,3,301,4,0
INS_TCAL3_ACC2_X,109,0,365,5,0
INS_TCAL3_ACC2_X,109,1,365,4,0
INS_TCAL3_ACC2_Y,109,2,365,4,0
INS_TCAL3_ACC2_Z,109,3,365,4,0
INS_TCAL3_ACC3_X,109,0,429,5,0
INS_TCAL3_ACC3_X,109,1,429,4,0
INS_TCAL3_ACC3_Y,109,2,429,4,0
INS_TCAL3_ACC3_Z,109,3,429,4,0
INS_TCAL3_GYR1_X,109,0,493,5,0
INS_TCAL3_GYR1_X,109,1,493,4,0
INS_TCAL3_GYR1_Y,109,2,493,4,0
INS_TCAL3_GYR1_Z,109,3,493,4,0
INS_TCAL3_GYR2_X,109,0,557,5,0
INS_TCAL3_GYR2_X,109,1,557,4,0
INS_TCAL3_GYR2_Y,109,2,557,4,0
INS_TCAL3_GYR2_Z,109,3,557,4,0
INS_TCAL3_GYR3_X,109,0,621,5,0
INS_TCAL3_GYR3_X,109,1,621,4,0
INS_TCAL3_GYR3_Y,109,2,621,4,0
INS_TCAL3_GYR3_Z,109,3,621,4,0
INS_ACC1_CALTEMP,109,0,46,4,-300
INS_GYR1_CALTEMP,109,0,47,4,-300
INS_ACC2_CALTEMP,109,0,48,4,-300
INS_GYR2_CALTEMP,109,0,49,4,-300
INS_ACC3_CALTEMP,109,0,50,4,-300
INS_GYR3_CALTEMP,109,0,51,4,-300
INS_TCAL_OPTIONS,109,0,52,3,0
INS_RAW_LOG_OPT,109,0,56,2,0
AHRS_GPS_GAIN,110,0,2,4,1
AHRS_GPS_USE,110,0,3,1,1
AHRS_YAW_P,110,0,4,4,0.200000003
AHRS_RP_P,110,0,5,4,0.200000003
AHRS_WIND_MAX,110,0,6,1,0
AHRS_TRIM_X,110,0,8,5,0
AHRS_TRIM_X,110,1,8,4,0
AHRS_TRIM_Y,110,2,8,4,0
AHRS_TRIM_Z,110,3,8,4,0
AHRS_ORIENTATION,110,0,9,1,0
AHRS_COMP_BETA,110,0,10,4,0.100000001
AHRS_GPS_MINSATS,110,0,11,1,6
AHRS_EKF_TYPE,110,0,14,1,3
AHRS_OPTIONS,110,0,18,2,0
AHRS_ORIGIN_LAT,110,0,19,4,0
AHRS_ORIGIN_LON,110,0,20,4,0
AHRS_ORIGIN_ALT,110,0,21,4,0
NAVL1_PERIOD,111,0,0,4,17
NAVL1_DAMPING,111,0,1,4,0.75
NAVL1_XTRACK_I,111,0,2,4,0.0199999996
NAVL1_LIM_BANK,111,0,3,4,0
TECS_CLMB_MAX,112,0,0,4,5
TECS_SINK_MIN,112,0,1,4,2
TECS_TIME_CONST,112,0,2,4,5
TECS_THR_DAMP,112,0,3,4,0.5
TECS_INTEG_GAIN,112,0,4,4,0.300000012
TECS_VERT_ACC,112,0,5,4,7
TECS_HGT_OMEGA,112,0,6,4,3
TECS_SPD_OMEGA,112,0,7,4,2
TECS_RLL2THR,112,0,8,4,10
TECS_SPDWEIGHT,112,0,9,4,1
TECS_PTCH_DAMP,112,0,10,4,0.300000012
TECS_SINK_MAX,112,0,11,4,5
TECS_LAND_ARSPD,112,0,12,4,-1
TECS_LAND_THR,112,0,13,4,-1
TECS_LAND_SPDWGT,112,0,14,4,-1
TECS_PITCH_MAX,112,0,15,1,15
TECS_PITCH_MIN,112,0,16,1,0
TECS_LAND_SINK,112,0,17,4,0.25
TECS_LAND_TCONST,112,0,18,4,2
TECS_LAND_DAMP,112,0,19,4,0.5
TECS_LAND_PMAX,112,0,20,1,10
TECS_APPR_SMAX,112,0,21,4,0
TECS_LAND_SRC,112,0,22,4,0
TECS_LAND_TDAMP,112,0,23,4,0
TECS_LAND_IGAIN,112,0,24,4,0
TECS_TKOFF_IGAIN,112,0,25,4,0
TECS_LAND_PDAMP,112,0,26,4,0
TECS_SYNAIRSPEED,112,0,27,1,0
TECS_OPTIONS,112,0,28,3,0
TECS_PTCH_FF_V0,112,0,29,4,12
TECS_PTCH_FF_K,112,0,30,4,0
TECS_THR_ERATE,112,0,31,1,20
TECS_FLARE_HGT,112,0,32,4,1
TECS_HDEM_TCONST,112,0,33,4,3
MNT1_TYPE,113,0,107,1,0
MNT1_DEFLT_MODE,113,0,171,1,3
MNT1_RC_RATE,113,0,235,2,0
MNT1_ROLL_MIN,113,0,299,2,-30
MNT1_ROLL_MAX,113,0,363,2,30
MNT1_PITCH_MIN,113,0,427,2,-90
MNT1_PITCH_MAX,113,0,491,2,20
MNT1_YAW_MIN,113,0,555,2,-180
MNT1_YAW_MAX,113,0,619,2,180
MNT1_RETRACT_X,113,0,683,5,0
MNT1_RETRACT_X,113,1,683,4,0
MNT1_RETRACT_Y,113,2,683,4,0
MNT1_RETRACT_Z,113,3,683,4,0
MNT1_NEUTRAL_X,113,0,747,5,0
MNT1_NEUTRAL_X,113,1,747,4,0
MNT1_NEUTRAL_Y,113,2,747,4,0
MNT1_NEUTRAL_Z,113,3,747,4,0
MNT1_LEAD_RLL,113,0,811,4,0
MNT1_LEAD_PTCH,113,0,875,4,0
MNT1_SYSID_DFLT,113,0,939,1,0
MNT1_DEVID,113,0,1003,3,0
MNT1_OPTIONS,113,0,1067,1,0
MNT2_TYPE,113,0,108,1,0
MNT2_DEFLT_MODE,113,0,172,1,3
MNT2_RC_RATE,113,0,236,2,0
MNT2_ROLL_MIN,113,0,300,2,-30
MNT2_ROLL_MAX,113,0,364,2,30
MNT2_PITCH_MIN,113,0,428,2,-90
MNT2_PITCH_MAX,113,0,492,2,20
MNT2_YAW_MIN,113,0,556,2,-180
MNT2_YAW_MAX,113,0,620,2,180
MNT2_RETRACT_X,113,0,684,5,0
MNT2_RETRACT_X,113,1,684,4,0
MNT2_RETRACT_Y,113,2,684,4,0
MNT2_RETRACT_Z,113,3,684,4,0
MNT2_NEUTRAL_X,113,0,748,5,0
MNT2_NEUTRAL_X,113,1,748,4,0
MNT2_NEUTRAL_Y,113,2,748,4,0
MNT2_NEUTRAL_Z,113,3,748,4,0
MNT2_LEAD_RLL,113,0,812,4,0
MNT2_LEAD_PTCH,113,0,876,4,0
MNT2_SYSID_DFLT,113,0,940,1,0
MNT2_DEVID,113,0,1004,3,0
MNT2_OPTIONS,113,0,1068,1,0
BATT_MONITOR,114,0,87,1,0
BATT_CAPACITY,114,0,471,3,3300
BATT_SERIAL_NUM,114,0,599,3,-1
BATT_LOW_TIMER,114,0,663,1,10
BATT_FS_VOLTSRC,114,0,727,1,0
BATT_LOW_VOLT,114,0,791,4,0
BATT_LOW_MAH,114,0,855,4,0
BATT_CRT_VOLT,114,0,919,4,0
BATT_CRT_MAH,114,0,983,4,0
BATT_FS_LOW_ACT,114,0,1047,1,0
BATT_FS_CRT_ACT,114,0,1111,1,0
BATT_ARM_VOLT,114,0,1175,4,0
BATT_ARM_MAH,114,0,1239,3,0
BATT_OPTIONS,114,0,1367,3,0
BATT2_MONITOR,114,0,88,1,0
BATT2_CAPACITY,114,0,472,3,3300
BATT2_SERIAL_NUM,114,0,600,3,-1
BATT2_LOW_TIMER,114,0,664,1,10
BATT2_FS_VOLTSRC,114,0,728,1,0
BATT2_LOW_VOLT,114,0,792,4,0
BATT2_LOW_MAH,114,0,856,4,0
BATT2_CRT_VOLT,114,0,920,4,0
BATT2_CRT_MAH,114,0,984,4,0
BATT2_FS_LOW_ACT,114,0,1048,1,0
BATT2_FS_CRT_ACT,114,0,1112,1,0
BATT2_ARM_VOLT,114,0,1176,4,0
BATT2_ARM_MAH,114,0,1240,3,0
BATT2_OPTIONS,114,0,1368,3,0
BATT3_MONITOR,114,0,89,1,0
BATT3_CAPACITY,114,0,473,3,3300
BATT3_SERIAL_NUM,114,0,601,3,-1
BATT3_LOW_TIMER,114,0,665,1,10
BATT3_FS_VOLTSRC,114,0,729,1,0
BATT3_LOW_VOLT,114,0,793,4,0
BATT3_LOW_MAH,114,0,857,4,0
BATT3_CRT_VOLT,114,0,921,4,0
BATT3_CRT_MAH,114,0,985,4,0
BATT3_FS_LOW_ACT,114,0,1049,1,0
BATT3_FS_CRT_ACT,114,0,1113,1,0
BATT3_ARM_VOLT,114,0,1177,4,0
BATT3_ARM_MAH,114,0,1241,3,0
BATT3_OPTIONS,114,0,1369,3,0
BATT4_MONITOR,114,0,90,1,0
BATT4_CAPACITY,114,0,474,3,3300
BATT4_SERIAL_NUM,114,0,602,3,-1
BATT4_LOW_TIMER,114,0,666,1,10
BATT4_FS_VOLTSRC,114,0,730,1,0
BATT4_LOW_VOLT,114,0,794,4,0
BATT4_LOW_MAH,114,0,858,4,0
BATT4_CRT_VOLT,114,0,922,4,0
BATT4_CRT_MAH,114,0,986,4,0
BATT4_FS_LOW_ACT,114,0,1050,1,0
BATT4_FS_CRT_ACT,114,0,1114,1,0
BATT4_ARM_VOLT,114,0,1178,4,0
BATT4_ARM_MAH,114,0,1242,3,0
BATT4_OPTIONS,114,0,1370,3,0
BATT5_MONITOR,114,0,91,1,0
BATT5_CAPACITY,114,0,475,3,3300
BATT5_SERIAL_NUM,114,0,603,3,-1
BATT5_LOW_TIMER,114,0,667,1,10
BATT5_FS_VOLTSRC,114,0,731,1,0
BATT5_LOW_VOLT,114,0,795,4,0
BATT5_LOW_MAH,114,0,859,4,0
BATT5_CRT_VOLT,114,0,923,4,0
BATT5_CRT_MAH,114,0,987,4,0
BATT5_FS_LOW_ACT,114,0,1051,1,0
BATT5_FS_CRT_ACT,114,0,1115,1,0
BATT5_ARM_VOLT,114,0,1179,4,0
BATT5_ARM_MAH,114,0,1243,3,0
BATT5_OPTIONS,114,0,1371,3,0
BATT6_MONITOR,114,0,92,1,0
BATT6_CAPACITY,114,0,476,3,3300
BATT6_SERIAL_NUM,114,0,604,3,-1
BATT6_LOW_TIMER,114,0,668,1,10
BATT6_FS_VOLTSRC,114,0,732,1,0
BATT6_LOW_VOLT,114,0,796,4,0
BATT6_LOW_MAH,114,0,860,4,0
BATT6_CRT_VOLT,114,0,924,4,0
BATT6_CRT_MAH,114,0,988,4,0
BATT6_FS_LOW_ACT,114,0,1052,1,0
BATT6_FS_CRT_ACT,114,0,1116,1,0
BATT6_ARM_VOLT,114,0,1180,4,0
BATT6_ARM_MAH,114,0,1244,3,0
BATT6_OPTIONS,114,0,1372,3,0
BATT7_MONITOR,114,0,93,1,0
BATT7_CAPACITY,114,0,477,3,3300
BATT7_SERIAL_NUM,114,0,605,3,-1
BATT7_LOW_TIMER,114,0,669,1,10
BATT7_FS_VOLTSRC,114,0,733,1,0
BATT7_LOW_VOLT,114,0,797,4,0
BATT7_LOW_MAH,114,0,861,4,0
BATT7_CRT_VOLT,114,0,925,4,0
BATT7_CRT_MAH,114,0,989,4,0
BATT7_FS_LOW_ACT,114,0,1053,1,0
BATT7_FS_CRT_ACT,114,0,1117,1,0
BATT7_ARM_VOLT,114,0,1181,4,0
BATT7_ARM_MAH,114,0,1245,3,0
BATT7_OPTIONS,114,0,1373,3,0
BATT8_MONITOR,114,0,94,1,0
BATT8_CAPACITY,114,0,478,3,3300
BATT8_SERIAL_NUM,114,0,606,3,-1
BATT8_LOW_TIMER,114,0,670,1,10
BATT8_FS_VOLTSRC,114,0,734,1,0
BATT8_LOW_VOLT,114,0,798,4,0
BATT8_LOW_MAH,114,0,862,4,0
BATT8_CRT_VOLT,114,0,926,4,0
BATT8_CRT_MAH,114,0,990,4,0
BATT8_FS_LOW_ACT,114,0,1054,1,0
BATT8_FS_CRT_ACT,114,0,1118,1,0
BATT8_ARM_VOLT,114,0,1182,4,0
BATT8_ARM_MAH,114,0,1246,3,0
BATT8_OPTIONS,114,0,1374,3,0
BATT9_MONITOR,114,0,95,1,0
BATT9_CAPACITY,114,0,479,3,3300
BATT9_SERIAL_NUM,114,0,607,3,-1
BATT9_LOW_TIMER,114,0,671,1,10
BATT9_FS_VOLTSRC,114,0,735,1,0
BATT9_LOW_VOLT,114,0,799,4,0
BATT9_LOW_MAH,114,0,863,4,0
BATT9_CRT_VOLT,114,0,927,4,0
BATT9_CRT_MAH,114,0,991,4,0
BATT9_FS_LOW_ACT,114,0,1055,1,0
BATT9_FS_CRT_ACT,114,0,1119,1,0
BATT9_ARM_VOLT,114,0,1183,4,0
BATT9_ARM_MAH,114,0,1247,3,0
BATT9_OPTIONS,114,0,1375,3,0
BRD_SAFETY_DEFLT,115,0,3,1,0
BRD_SERIAL_NUM,115,0,5,3,0
BRD_SAFETY_MASK,115,0,7,3,0
BRD_SAFETYOPTION,115,0,13,2,3
BRD_RTC_TYPES,115,0,78,1,1
BRD_RTC_TZ_MIN,115,0,142,2,0
BRD_VBUS_MIN,115,0,15,4,4.30000019
BRD_VSERVO_MIN,115,0,16,4,0
BRD_OPTIONS,115,0,19,3,0
BRD_BOOT_DELAY,115,0,20,2,0
BRD_SD_MISSION,115,0,24,2,0
BRD_SD_FENCE,115,0,29,2,0
CAN_P1_DRIVER,116,0,65,1,0
CAN_P1_BITRATE,116,0,129,3,1000000
CAN_P1_FDBITRATE,116,0,193,3,8
CAN_P1_OPTIONS,116,0,257,3,0
CAN_P2_DRIVER,116,0,66,1,0
CAN_P2_BITRATE,116,0,130,3,1000000
CAN_P2_FDBITRATE,116,0,194,3,8
CAN_P2_OPTIONS,116,0,258,3,0
CAN_D1_PROTOCOL,116,0,68,1,1
CAN_D1_PROTOCOL2,116,0,388,1,0
CAN_D2_PROTOCOL,116,0,69,1,1
CAN_D2_PROTOCOL2,116,0,389,1,0
CAN_LOGLEVEL,116,0,8,1,0
SIM_DRIFT_SPEED,117,0,5,4,0.0500000007
SIM_DRIFT_TIME,117,0,6,4,5
SIM_ENGINE_MUL,117,0,8,4,0
SIM_WIND_SPD,117,0,9,4,0
SIM_WIND_DIR,117,0,10,4,180
SIM_WIND_TURB,117,0,11,4,0
SIM_WIND_TC,117,0,12,4,5
SIM_SERVO_SPEED,117,0,80,4,0.140000001
SIM_SERVO_DELAY,117,0,144,4,0
SIM_SERVO_FILTER,117,0,208,4,0
SIM_SONAR_ROT,117,0,17,1,25
SIM_BATT_VOLTAGE,117,0,19,4,12.6000004
SIM_BATT_CAP_AH,117,0,20,4,0
SIM_SONAR_GLITCH,117,0,23,4,0
SIM_SONAR_RND,117,0,24,4,0
SIM_RC_FAIL,117,0,25,1,0
SIM_FLOAT_EXCEPT,117,0,28,1,1
SIM_CAN_SRV_MSK,117,0,29,3,0
SIM_CAN_TYPE1,117,0,30,1,1
SIM_CAN_TYPE2,117,0,31,1,1
SIM_SONAR_SCALE,117,0,32,4,12.1211996
SIM_FLOW_ENABLE,117,0,33,1,0
SIM_TERRAIN,117,0,34,1,1
SIM_FLOW_RATE,117,0,35,2,10
SIM_FLOW_DELAY,117,0,36,1,0
SIM_ADSB_COUNT,117,0,45,2,-1
SIM_ADSB_RADIUS,117,0,46,4,10000
SIM_ADSB_ALT,117,0,47,4,1000
SIM_PIN_MASK,117,0,50,2,0
SIM_ADSB_TX,117,0,51,1,0
SIM_SPEEDUP,117,0,52,4,1
