#scurve
kind,t,tj,jm,a0,v0,p0,jt,at,vt,pt
incr,1062836634,1028443341,3238002688,0,0,0,3238002688,3227097499,3216552797,3201379886
decr,1062836634,1028443341,3238002688,0,0,0,2147483648,3227097497,3216586794,3201437683
incr,1063675495,1028443341,3238002688,0,0,0,2147483648,3227936358,3218037802,3203947898
decr,1063675495,1028443341,3238002688,0,0,0,3238002688,3227936360,3218037803,3204009096
incr,1064514355,1028443341,3238002688,0,0,0,3238002688,3228775219,3219572695,3205633076
decr,1064514355,1028443341,3238002688,0,0,0,2147483648,3228775218,3219606692,3205665374
incr,1065353216,1028443341,3238002688,0,0,0,2147483648,3229614079,3221225472,3207227460
decr,1065353216,1028443341,3238002688,0,0,0,3238002688,3229614078,3221225469,3207261456
incr,1065772647,1028443341,3238002688,0,0,0,3238002688,3230033512,3222076806,3208989619
decr,1065772647,1028443341,3238002688,0,0,0,2147483648,3230033510,3222093804,3209025313
incr,1066192077,1028443341,3238002688,0,0,0,2147483648,3230452940,3222987080,3210927933
decr,1066192077,1028443341,3238002688,0,0,0,3238002688,3230452941,3222987079,3210965329
incr,1066611507,1028443341,3238002688,0,0,0,3238002688,3230872371,3223922298,3212943831
decr,1066611507,1028443341,3238002688,0,0,0,2147483648,3230872371,3223939296,3212963377
incr,1067030938,1028443341,3238002688,0,0,0,2147483648,3231291801,3224916460,3214101734
decr,1067030938,1028443341,3238002688,0,0,0,3238002688,3231291802,3224916459,3214122133
incr,1067450368,1028443341,3238002688,0,0,0,3238002688,3231711232,3225935564,3215360299
decr,1067450368,1028443341,3238002688,0,0,0,2147483648,3231711232,3225952562,3215381546
incr,1067869799,1028443341,3238002688,0,0,0,2147483648,3232130662,3227013613,3216723723
decr,1067869799,1028443341,3238002688,0,0,0,3238002688,3232130664,3227013612,3216745820
incr,1068289229,1028443341,3238002688,0,0,0,3238002688,3232550094,3228116603,3218196198
decr,1068289229,1028443341,3238002688,0,0,0,2147483648,3232550092,3228133601,3218219143
incr,1068708659,1028443341,3238002688,0,0,0,2147483648,3232969522,3229278535,3219781917
decr,1068708659,1028443341,3238002688,0,0,0,3238002688,3232969523,3229278533,3219805713
incr,1069128090,1028443341,3238002688,0,0,0,3238002688,3233388955,3230039747,3221355277
decr,1069128090,1028443341,3238002688,0,0,0,2147483648,3233388953,3230048246,3221367599
incr,1069547520,1028443341,3238002688,0,0,0,2147483648,3233808383,3230662656,3222267673
decr,1069547520,1028443341,3238002688,0,0,0,3238002688,3233808384,3230662655,3222280421
incr,3184315597,1048576000,3238002688,0,0,0,3224429636,1036465444,3139676168,945072256
decr,3184315597,1048576000,3238002688,0,0,0,3232206304,1060365864,3172572297,984096255
incr,3175926989,1048576000,3238002688,0,0,0,3208876300,1012097936,3106552704,903526400
decr,3175926989,1048576000,3238002688,0,0,0,3236400607,1053176240,3156291108,959253984
incr,0,1048576000,3238002688,0,0,0,2147483648,0,0,0
decr,0,1048576000,3238002688,0,0,0,3238002688,3002009956,0,792838527
incr,1028443341,1048576000,3238002688,0,0,0,3208876300,3159581584,3106552704,3051010048
decr,1028443341,1048576000,3238002688,0,0,0,3236400604,3200659893,3156291112,3106737808
incr,1036831949,1048576000,3238002688,0,0,0,3224429636,3183949092,3139676168,3092555904
decr,1036831949,1048576000,3238002688,0,0,0,3232206303,3207849512,3172572295,3131579871
incr,1041865114,1048576000,3238002688,0,0,0,3232206304,3197645744,3158443480,3116412860
decr,1041865114,1048576000,3238002688,0,0,0,3224429633,3211204956,3181383986,3146213824
incr,1045220557,1048576000,3238002688,0,0,0,3236400607,3206342440,3171679554,3133035496
decr,1045220557,1048576000,3238002688,0,0,0,3208876304,3212620401,3187726265,3155622079
incr,1048576000,1048576000,3238002688,0,0,0,3238002688,3212836864,3180871492,3146109916
decr,1048576000,1048576000,3238002688,0,0,0,2147483648,3212836863,3191070814,3163108788
incr,1050253722,1048576000,3238002688,0,0,0,3236400604,3216084077,3188286904,3155623713
decr,1050253722,1048576000,3238002688,0,0,0,3208876316,3212945094,3194437153,3168496103
incr,1051931443,1048576000,3238002688,0,0,0,3232206303,3218731796,3193498922,3163673268
decr,1051931443,1048576000,3238002688,0,0,0,3224429646,3213652818,3197004466,3173072452
incr,1053609165,1048576000,3238002688,0,0,0,3224429633,3220409518,3197821162,3170554246
decr,1053609165,1048576000,3238002688,0,0,0,3232206298,3215330538,3198995751,3177192884
incr,1055286887,1048576000,3238002688,0,0,0,3208876284,3221117241,3201098261,3175434830
decr,1055286887,1048576000,3238002688,0,0,0,3236400610,3217978263,3201422913,3180736476
incr,1056964608,1048576000,3238002688,0,0,0,2147483648,3221225472,3204448256,3180378748
decr,1056964608,1048576000,3238002688,0,0,0,3238002688,3221225472,3204448256,3183778520
incr,1057803469,1048576000,3238002688,0,0,0,3208876316,3221279587,3206128701,3184069955
decr,1057803469,1048576000,3238002688,0,0,0,3236400605,3222849079,3206291028,3187491661
incr,1058642330,1048576000,3238002688,0,0,0,3224429646,3221633449,3207845595,3188054829
decr,1058642330,1048576000,3238002688,0,0,0,3232206298,3224172939,3208432893,3189837390
incr,1059481191,1048576000,3238002688,0,0,0,3232206306,3222472311,3209680101,3190592673
decr,1059481191,1048576000,3238002688,0,0,0,3224429622,3225011799,3210792693,3192545222
incr,1060320051,1048576000,3238002688,0,0,0,3236400606,3223796170,3211732538,3193517582
decr,1060320051,1048576000,3238002688,0,0,0,3208876296,3225365660,3213053483,3195738399
incr,1061158912,1048576000,3238002688,0,0,0,3238002688,3225419776,3213460468,3196470766
decr,1061158912,1048576000,3238002688,0,0,0,2147483648,3225419776,3214310412,3197745682
incr,1061997773,1048576000,3238002688,0,0,0,3236400605,3227043383,3214801284,3198404576
decr,1061997773,1048576000,3238002688,0,0,0,3208876288,3225473891,3215570063,3199843993
incr,1062836634,1048576000,3238002688,0,0,0,3232206298,3228367243,3216291647,3200622006
decr,1062836634,1048576000,3238002688,0,0,0,3224429649,3225827753,3216847943,3202195561
incr,1063675495,1048576000,3238002688,0,0,0,3224429622,3229206103,3217890978,3203149221
decr,1063675495,1048576000,3238002688,0,0,0,3232206319,3226666616,3218184628,3204628017
incr,1064514355,1048576000,3238002688,0,0,0,3208876296,3229559964,3219549112,3205225624
decr,1064514355,1048576000,3238002688,0,0,0,3236400613,3227990476,3219630275,3206072830
incr,1065353216,1048576000,3238002688,0,0,0,2147483648,3229614080,3221225472,3206819487
decr,1065353216,1048576000,3238002688,0,0,0,3238002688,3229614080,3221225472,3207669433
incr,1065772647,1048576000,3238002688,0,0,0,3208876364,3229641138,3222065015,3208581126
decr,1065772647,1048576000,3238002688,0,0,0,3236400602,3230425884,3222105597,3209433808
incr,1066192077,1048576000,3238002688,0,0,0,3224429649,3229818069,3222913668,3210511326
decr,1066192077,1048576000,3238002688,0,0,0,3232206293,3231087814,3223060492,3211381938
incr,1066611507,1048576000,3238002688,0,0,0,3232206304,3230237499,3223791724,3212613791
decr,1066611507,1048576000,3238002688,0,0,0,3224429642,3231507243,3224069872,3213181881
incr,1067030938,1048576000,3238002688,0,0,0,3236400613,3230899430,3224724265,3213866889
decr,1067030938,1048576000,3238002688,0,0,0,3208876232,3231684174,3225108656,3214356977
incr,1067450368,1048576000,3238002688,0,0,0,3238002688,3231711232,3225731578,3215105316
decr,1067450368,1048576000,3238002688,0,0,0,2147483648,3231711232,3226156550,3215636530
incr,1067869799,1048576000,3238002688,0,0,0,3236400602,3232523036,3226821418,3216448601
decr,1067869799,1048576000,3238002688,0,0,0,3208876388,3231738289,3227205807,3217020944
incr,1068289229,1048576000,3238002688,0,0,0,3232206293,3233184966,3227986029,3217904734
decr,1068289229,1048576000,3238002688,0,0,0,3224429644,3231915221,3228264178,3218510610
incr,1068708659,1048576000,3238002688,0,0,0,3224429642,3233604395,3229205123,3219480254
decr,1068708659,1048576000,3238002688,0,0,0,3232206309,3232334651,3229351946,3220107378
incr,1069128090,1048576000,3238002688,0,0,0,3208876232,3233781326,3230033852,3221179362
decr,1069128090,1048576000,3238002688,0,0,0,3236400612,3232996582,3230054143,3221520459
incr,1069547520,1048576000,3238002688,0,0,0,2147483648,3233808384,3230662656,3222114684
decr,1069547520,1048576000,3238002688,0,0,0,3238002688,3233808385,3230662657,3222433413
incr,3184315597,1056964608,3238002688,0,0,0,3208876300,1020486544,3123329920,928692224
decr,3184315597,1056964608,3238002688,0,0,0,3236400607,1061564848,3173068324,984419808
incr,3175926989,1056964608,3238002688,0,0,0,3192420592,995527488,3089887232,886849536
decr,3175926989,1056964608,3238002688,0,0,0,3237592120,1053499321,3156421376,959337856
incr,0,1056964608,3238002688,0,0,0,2147483648,0,0,0
decr,0,1056964608,3238002688,0,0,0,3238002688,3010398564,0,818004351
incr,1028443341,1056964608,3238002688,0,0,0,3192420592,3143011136,3089887232,3034333184
decr,1028443341,1056964608,3238002688,0,0,0,3237592120,3200982972,3156421448,3106820800
incr,1036831949,1056964608,3238002688,0,0,0,3208876300,3167970192,3123329920,3076175872
decr,1036831949,1056964608,3238002688,0,0,0,3236400604,3209048501,3173068328,3131903632
incr,1041865114,1056964608,3238002688,0,0,0,3218279890,3182297472,3142840320,3100455296
decr,1041865114,1056964608,3238002688,0,0,0,3234544782,3213801856,3182539358,3146792950
incr,1045220557,1056964608,3238002688,0,0,0,3224429636,3192337700,3156453384,3117721728
decr,1045220557,1056964608,3238002688,0,0,0,3232206303,3216238120,3189349511,3156745695
incr,1048576000,1056964608,3238002688,0,0,0,3229614080,3199864058,3166829076,3130974376
decr,1048576000,1056964608,3238002688,0,0,0,3229614080,3218177218,3194470587,3164650657
incr,1050253722,1056964608,3238002688,0,0,0,3232206304,3206034352,3175220696,3141578684
decr,1050253722,1056964608,3238002688,0,0,0,3224429633,3219593564,3198161202,3171379648
incr,1051931443,1056964608,3238002688,0,0,0,3234544780,3210906876,3182184720,3150582802
decr,1051931443,1056964608,3238002688,0,0,0,3218279880,3220512744,3201289992,3176195355
incr,1053609165,1056964608,3238002688,0,0,0,3236400607,3214731048,3188456770,3158201320
decr,1053609165,1056964608,3238002688,0,0,0,3208876304,3221009009,3204503481,3180787903
incr,1055286887,1056964608,3238002688,0,0,0,3237592121,3217897492,3193195219,3164928441
decr,1055286887,1056964608,3238002688,0,0,0,3192420560,3221198009,3206171000,3184498332
incr,1056964608,1056964608,3238002688,0,0,0,3238002688,3221225472,3197648708,3171275740
decr,1056964608,1056964608,3238002688,0,0,0,2147483648,3221225471,3207848030,3188274612
incr,1057803469,1056964608,3238002688,0,0,0,3237592120,3222889464,3201338320,3175982525
decr,1057803469,1056964608,3238002688,0,0,0,3192420576,3221239202,3209526434,3190800080
incr,1058642330,1056964608,3238002688,0,0,0,3236400604,3224472685,3205064120,3180789537
decr,1058642330,1056964608,3238002688,0,0,0,3208876316,3221333702,3211214369,3193661927
incr,1059481191,1056964608,3238002688,0,0,0,3234544778,3225902274,3207537342,3184876435
decr,1059481191,1056964608,3238002688,0,0,0,3218279916,3221581836,3212886160,3196461912
incr,1060320051,1056964608,3238002688,0,0,0,3232206303,3227120404,3210276138,3188839092
decr,1060320051,1056964608,3238002688,0,0,0,3224429646,3222041426,3213781682,3198238276
incr,1061158912,1056964608,3238002688,0,0,0,3229614080,3228089953,3213035496,3191974956
decr,1061158912,1056964608,3238002688,0,0,0,3229614083,3222749599,3214735383,3200199151
incr,1061997773,1056964608,3238002688,0,0,0,3224429633,3228798126,3214598378,3195720070
decr,1061997773,1056964608,3238002688,0,0,0,3232206298,3223719146,3215772967,3202358708
incr,1062836634,1056964608,3238002688,0,0,0,3218279880,3229257716,3216219436,3198081224
decr,1062836634,1056964608,3238002688,0,0,0,3234544784,3224937280,3216920154,3204592302
incr,1063675495,1056964608,3238002688,0,0,0,3208876284,3229505849,3217875477,3200600654
decr,1063675495,1056964608,3238002688,0,0,0,3236400610,3226366871,3218200129,3205902300
incr,1064514355,1056964608,3238002688,0,0,0,3192420592,3229600349,3219548093,3203453202
decr,1064514355,1056964608,3238002688,0,0,0,3237592122,3227950092,3219631295,3207347723
incr,1065353216,1056964608,3238002688,0,0,0,2147483648,3229614080,3221225472,3205544572
decr,1065353216,1056964608,3238002688,0,0,0,3238002688,3229614080,3221225472,3208944344
incr,1065772647,1056964608,3238002688,0,0,0,3192420656,3229620945,3222064506,3207306189
decr,1065772647,1056964608,3238002688,0,0,0,3237592118,3230446077,3222106105,3210708747
incr,1066192077,1056964608,3238002688,0,0,0,3208876316,3229668195,3222905917,3209235779
decr,1066192077,1056964608,3238002688,0,0,0,3236400605,3231237687,3223068244,3212657485
incr,1066611507,1056964608,3238002688,0,0,0,3218279890,3229792262,3223755618,3211334352
decr,1066611507,1056964608,3238002688,0,0,0,3234544778,3231952480,3224105977,3213821603
incr,1067030938,1056964608,3238002688,0,0,0,3224429646,3230022057,3224622811,3213220653
decr,1067030938,1056964608,3238002688,0,0,0,3232206298,3232561547,3225210109,3215003214
