#scurve
kind,t,tj,jm,a0,v0,p0,jt,at,vt,pt
incr,1058642330,1073741824,3212836864,0,1075838976,0,3193114066,3173908864,1075811849,1069540953
decr,1058642330,1073741824,3212836864,0,1075838976,0,3209378958,3205413248,1075111131,1069252097
incr,1059481191,1073741824,3212836864,0,1075838976,0,3195304724,3176892344,1075801803,1070586335
decr,1059481191,1073741824,3212836864,0,1075838976,0,3208831290,3206065645,1074990104,1070221907
incr,1060320051,1073741824,3212836864,0,1075838976,0,3196831559,3179803708,1075789252,1071630588
decr,1060320051,1073741824,3212836864,0,1075838976,0,3208256602,3206689964,1074861097,1071179208
incr,1061158912,1073741824,3212836864,0,1075838976,0,3198027894,3181754728,1075773837,1072673446
decr,1061158912,1073741824,3212836864,0,1075838976,0,3207658435,3207284948,1074724468,1072123226
incr,1061997773,1073741824,3212836864,0,1075838976,0,3199263812,3183949092,1075755184,1073714604
decr,1061997773,1073741824,3212836864,0,1075838976,0,3207040479,3207849512,1074580591,1073053219
incr,1062836634,1073741824,3212836864,0,1075838976,0,3200531694,3186393968,1075732909,1074247771
decr,1062836634,1073741824,3212836864,0,1075838976,0,3206406538,3208382763,1074429853,1073855148
incr,1063675495,1073741824,3212836864,0,1075838976,0,3201823723,3188383002,1075706613,1074766116
decr,1063675495,1073741824,3212836864,0,1075838976,0,3205760520,3208884002,1074272646,1074305077
incr,1064514355,1073741824,3212836864,0,1075838976,0,3203131931,3189863578,1075675894,1075283037
decr,1064514355,1073741824,3212836864,0,1075838976,0,3205106419,3209352717,1074109379,1074746991
incr,1065353216,1073741824,3212836864,0,1075838976,0,3204448256,3191475450,1075640344,1075798304
decr,1065353216,1073741824,3212836864,0,1075838976,0,3204448256,3209788610,1073940456,1075180599
incr,1065772647,1073741824,3212836864,0,1075838976,0,3205106420,3193219024,1075599551,1076311664
decr,1065772647,1073741824,3212836864,0,1075838976,0,3203131922,3210191579,1073766291,1075605625
incr,1066192077,1073741824,3212836864,0,1075838976,0,3205760524,3195093890,1075553104,1076822843
decr,1066192077,1073741824,3212836864,0,1075838976,0,3201823720,3210561720,1073432768,1076021827
incr,1066611507,1073741824,3212836864,0,1075838976,0,3206406538,3196579240,1075500593,1077331550
decr,1066611507,1073741824,3212836864,0,1075838976,0,3200531691,3210899347,1073065924,1076428959
incr,1067030938,1073741824,3212836864,0,1075838976,0,3207040480,3197645744,1075441617,1077837472
decr,1067030938,1073741824,3212836864,0,1075838976,0,3199263809,3211204956,1072691047,1076826825
incr,1067450368,1073741824,3212836864,0,1075838976,0,3207658438,3198774874,1075375779,1078340276
decr,1067450368,1073741824,3212836864,0,1075838976,0,3198027890,3211479251,1072308920,1077215221
incr,1067869799,1073741824,3212836864,0,1075838976,0,3208256605,3199964843,1075302692,1078839609
decr,1067869799,1073741824,3212836864,0,1075838976,0,3196831549,3211723128,1071920317,1077593986
incr,1068289229,1073741824,3212836864,0,1075838976,0,3208831292,3201213483,1075221984,1079335096
decr,1068289229,1073741824,3212836864,0,1075838976,0,3195304728,3211937668,1071525997,1077962965
incr,1068708659,1073741824,3212836864,0,1075838976,0,3209378956,3202518268,1075133295,1079826352
decr,1068708659,1073741824,3212836864,0,1075838976,0,3193114056,3212124136,1071126652,1078322013
incr,1069128090,1073741824,3212836864,0,1075838976,0,3209896222,3203876332,1075036283,1080312965
decr,1069128090,1073741824,3212836864,0,1075838976,0,3191044996,3212283966,1070722990,1078671028
incr,1069547520,1073741824,3212836864,0,1075838976,0,3210379898,3204866360,1074930625,1080794515
decr,1069547520,1073741824,3212836864,0,1075838976,0,3189110290,3212418759,1070315645,1079009902
const,3192704205,0,3212836864,0,0,1088421888,3212836864,1045220557,3164854027,1088424684
const,3189348762,0,3212836864,0,0,1088421888,3212836864,1041865114,3157807596,1088423068
const,3184315597,0,3212836864,0,0,1088421888,3212836864,1036831949,3148076811,1088422238
const,3175926989,0,3212836864,0,0,1088421888,3212836864,1028443341,3131299595,1088421932
const,0,0,3212836864,0,0,1088421888,3212836864,0,0,1088421888
const,1028443341,0,3212836864,0,0,1088421888,3212836864,3175926989,3131299595,1088421844
const,1036831949,0,3212836864,0,0,1088421888,3212836864,3184315597,3148076811,1088421538
const,1041865114,0,3212836864,0,0,1088421888,3212836864,3189348762,3157807596,1088420708
const,1045220557,0,3212836864,0,0,1088421888,3212836864,3192704205,3164854027,1088419092
const,1048576000,0,3212836864,0,0,1088421888,3212836864,3196059648,3170893824,1088416427
const,1050253722,0,3212836864,0,0,1088421888,3212836864,3197737370,3174584812,1088412451
const,1051931443,0,3212836864,0,0,1088421888,3212836864,3199415091,3178946887,1088406902
const,1053609165,0,3212836864,0,0,1088421888,3212836864,3201092813,3181631243,1088399518
const,1055286887,0,3212836864,0,0,1088421888,3212836864,3202770535,3184483370,1088390038
const,1056964608,0,3212836864,0,0,1088421888,3212836864,3204448256,3187671040,1088378197
const,1057803469,0,3212836864,0,0,1088421888,3212836864,3205287117,3189432648,1088363736
const,1058642330,0,3212836864,0,0,1088421888,3212836864,3206125978,3191362028,1088346391
const,1059481191,0,3212836864,0,0,1088421888,3212836864,3206964839,3193459181,1088325900
const,1060320051,0,3212836864,0,0,1088421888,3212836864,3207803699,3195724103,1088302001
const,1061158912,0,3212836864,0,0,1088421888,3212836864,3208642560,3197108224,1088274432
const,1061997773,0,3212836864,0,0,1088421888,3212836864,3209481421,3198408459,1088242931
const,1062836634,0,3212836864,0,0,1088421888,3212836864,3210320282,3199792579,1088207236
const,1063675495,0,3212836864,0,0,1088421888,3212836864,3211159143,3201260586,1088167084
const,1064514355,0,3212836864,0,0,1088421888,3212836864,3211998003,3202812477,1088122214
const,1065353216,0,3212836864,0,0,1088421888,3212836864,3212836864,3204448256,1088072363
const,1065772647,0,3212836864,0,0,1088421888,3212836864,3213256295,3205308090,1088017269
const,1066192077,0,3212836864,0,0,1088421888,3212836864,3213675725,3206209864,1087956670
const,1066611507,0,3212836864,0,0,1088421888,3212836864,3214095155,3207153582,1087890304
const,1067030938,0,3212836864,0,0,1088421888,3212836864,3214514586,3208139244,1087817908
const,1067450368,0,3212836864,0,0,1088421888,3212836864,3214934016,3209166848,1087739221
const,1067869799,0,3212836864,0,0,1088421888,3212836864,3215353447,3210236397,1087653981
const,1068289229,0,3212836864,0,0,1088421888,3212836864,3215772877,3211347887,1087561924
const,1068708659,0,3212836864,0,0,1088421888,3212836864,3216192307,3212501319,1087462790
const,1069128090,0,3212836864,0,0,1088421888,3212836864,3216611738,3213266781,1087356316
const,1069547520,0,3212836864,0,0,1088421888,3212836864,3217031168,3213885440,1087242240
const,1069966951,0,3212836864,0,0,1088421888,3212836864,3217450599,3214525072,1087120299
const,1070386381,0,3212836864,0,0,1088421888,3212836864,3217870029,3215185675,1086990232
const,1070805811,0,3212836864,0,0,1088421888,3212836864,3218289459,3215867248,1086851777
const,1071225242,0,3212836864,0,0,1088421888,3212836864,3218708890,3216569795,1086704670
const,1071644672,0,3212836864,0,0,1088421888,3212836864,3219128320,3217293312,1086548651
const,1072064103,0,3212836864,0,0,1088421888,3212836864,3219547751,3218037802,1086383456
const,1072483533,0,3212836864,0,0,1088421888,3212836864,3219967181,3218803262,1086208824
const,1072902963,0,3212836864,0,0,1088421888,3212836864,3220386611,3219589693,1086024494
const,1073322394,0,3212836864,0,0,1088421888,3212836864,3220806042,3220397098,1085830201
const,1073741824,0,3212836864,0,0,1088421888,3212836864,3221225472,3221225472,1085625685
incr,3184315597,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,3184315597,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,3175926989,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,3175926989,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,0,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,0,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1028443341,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1028443341,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1036831949,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1036831949,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1041865114,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1041865114,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1045220557,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1045220557,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1048576000,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1048576000,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1050253722,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1050253722,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1051931443,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1051931443,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1053609165,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1053609165,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1055286887,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1055286887,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1056964608,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1056964608,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1057803469,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1057803469,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1058642330,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1058642330,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1059481191,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1059481191,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1060320051,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1060320051,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1061158912,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1061158912,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1061997773,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1061997773,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1062836634,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1062836634,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1063675495,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1063675495,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1064514355,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1064514355,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1065353216,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1065353216,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1065772647,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1065772647,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1066192077,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1066192077,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1066611507,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1066611507,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1067030938,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1067030938,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1067450368,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1067450368,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1067869799,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1067869799,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1068289229,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1068289229,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1068708659,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1068708659,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1069128090,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1069128090,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1069547520,0,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1069547520,0,3212836864,0,0,1088421888,0,0,0,1088421888
incr,3184315597,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,3184315597,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,3175926989,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,3175926989,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,0,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,0,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1028443341,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1028443341,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1036831949,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1036831949,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1041865114,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1041865114,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1045220557,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1045220557,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1048576000,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1048576000,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1050253722,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1050253722,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1051931443,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1051931443,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1053609165,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1053609165,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1055286887,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1055286887,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1056964608,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1056964608,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1057803469,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1057803469,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1058642330,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1058642330,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1059481191,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1059481191,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1060320051,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1060320051,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1061158912,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1061158912,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1061997773,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1061997773,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1062836634,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1062836634,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1063675495,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1063675495,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1064514355,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1064514355,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1065353216,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1065353216,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1065772647,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1065772647,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1066192077,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1066192077,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1066611507,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1066611507,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1067030938,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1067030938,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1067450368,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1067450368,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1067869799,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1067869799,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1068289229,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1068289229,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1068708659,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1068708659,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1069128090,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1069128090,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,1069547520,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
decr,1069547520,3184315597,3212836864,0,0,1088421888,0,0,0,1088421888
incr,3184315597,1028443341,3212836864,0,0,1088421888,2147483648,1028443341,3139688203,1088422036
decr,3184315597,1028443341,3212836864,0,0,1088421888,3212836864,1028443341,3139688203,1088422090
incr,3175926989,1028443341,3212836864,0,0,1088421888,3212836864,1020054733,3116556374,1088421897
decr,3175926989,1028443341,3212836864,0,0,1088421888,2147483648,1020054733,3127262698,1088421924
incr,0,1028443341,3212836864,0,0,1088421888,2147483648,0,0,1088421888
decr,0,1028443341,3212836864,0,0,1088421888,3212836864,2956933815,0,1088421888
incr,1028443341,1028443341,3212836864,0,0,1088421888,3212836864,3167538381,3116556374,1088421879
decr,1028443341,1028443341,3212836864,0,0,1088421888,2147483648,3167538380,3127262698,1088421854
incr,1036831949,1028443341,3212836864,0,0,1088421888,2147483648,3175926989,3139688203,1088421740
decr,1036831949,1028443341,3212836864,0,0,1088421888,3212836864,3175926992,3139688202,1088421687
incr,1041865114,1028443341,3212836864,0,0,1088421888,3212836864,3180960155,3148875024,1088421338
decr,1041865114,1028443341,3212836864,0,0,1088421888,2147483648,3180960154,3149962953,1088421259
incr,1045220557,1028443341,3212836864,0,0,1088421888,2147483648,3184315597,3156465419,1088420543
decr,1045220557,1028443341,3212836864,0,0,1088421888,3212836864,3184315598,3156465418,1088420437
incr,1048576000,1028443341,3212836864,0,0,1088421888,3212836864,3187671040,3162233234,1088419223
decr,1048576000,1028443341,3212836864,0,0,1088421888,2147483648,3187671038,3162641208,1088419091
incr,1050253722,1028443341,3212836864,0,0,1088421888,2147483648,3189348761,3166196204,1088417249
decr,1050253722,1028443341,3212836864,0,0,1088421888,3212836864,3189348764,3166196206,1088417090
incr,1051931443,1028443341,3212836864,0,0,1088421888,3212836864,3191026484,3170422289,1088414488
decr,1051931443,1028443341,3212836864,0,0,1088421888,2147483648,3191026483,3170694272,1088414302
incr,1053609165,1028443341,3212836864,0,0,1088421888,2147483648,3192704205,3173242635,1088410809
decr,1053609165,1028443341,3212836864,0,0,1088421888,3212836864,3192704206,3173242634,1088410598
incr,1055286887,1028443341,3212836864,0,0,1088421888,3212836864,3194381928,3176026766,1088406083
decr,1055286887,1028443341,3212836864,0,0,1088421888,2147483648,3194381925,3176162756,1088405844
incr,1056964608,1028443341,3212836864,0,0,1088421888,2147483648,3196059647,3179282432,1088400176
decr,1056964608,1028443341,3212836864,0,0,1088421888,3212836864,3196059649,3179282432,1088399911
incr,1057803469,1028443341,3212836864,0,0,1088421888,3212836864,3196898510,3181010042,1088392958
decr,1057803469,1028443341,3212836864,0,0,1088421888,2147483648,3196898508,3181078038,1088392666
incr,1058642330,1028443341,3212836864,0,0,1088421888,2147483648,3197737369,3182973420,1088384298
decr,1058642330,1028443341,3212836864,0,0,1088421888,3212836864,3197737371,3182973421,1088383981
incr,1059481191,1028443341,3212836864,0,0,1088421888,3212836864,3198576232,3185036575,1088374067
decr,1059481191,1028443341,3212836864,0,0,1088421888,2147483648,3198576229,3185104572,1088373722
incr,1060320051,1028443341,3212836864,0,0,1088421888,2147483648,3199415090,3187335495,1088362130
decr,1060320051,1028443341,3212836864,0,0,1088421888,3212836864,3199415092,3187335496,1088361759
incr,1061158912,1028443341,3212836864,0,0,1088421888,3212836864,3200253953,3188702618,1088348359
decr,1061158912,1028443341,3212836864,0,0,1088421888,2147483648,3200253952,3188736616,1088347962
incr,1061997773,1028443341,3212836864,0,0,1088421888,2147483648,3201092813,3190019851,1088332622
decr,1061997773,1028443341,3212836864,0,0,1088421888,3212836864,3201092814,3190019852,1088332198
incr,1062836634,1028443341,3212836864,0,0,1088421888,3212836864,3201931675,3191386973,1088314788
decr,1062836634,1028443341,3212836864,0,0,1088421888,2147483648,3201931673,3191420970,1088314337
incr,1063675495,1028443341,3212836864,0,0,1088421888,2147483648,3202770534,3192871978,1088294725
decr,1063675495,1028443341,3212836864,0,0,1088421888,3212836864,3202770536,3192871979,1088294248
incr,1064514355,1028443341,3212836864,0,0,1088421888,3212836864,3203609395,3194406871,1088272303
decr,1064514355,1028443341,3212836864,0,0,1088421888,2147483648,3203609394,3194440868,1088271799
incr,1065353216,1028443341,3212836864,0,0,1088421888,2147483648,3204448255,3196059648,1088247391
decr,1065353216,1028443341,3212836864,0,0,1088421888,3212836864,3204448254,3196059645,1088246860
incr,1065772647,1028443341,3212836864,0,0,1088421888,3212836864,3204867688,3196910982,1088219857
decr,1065772647,1028443341,3212836864,0,0,1088421888,2147483648,3204867686,3196927980,1088219299
incr,1066192077,1028443341,3212836864,0,0,1088421888,2147483648,3205287116,3197821256,1088189571
decr,1066192077,1028443341,3212836864,0,0,1088421888,3212836864,3205287117,3197821255,1088188986
incr,1066611507,1028443341,3212836864,0,0,1088421888,3212836864,3205706547,3198756474,1088156401
decr,1066611507,1028443341,3212836864,0,0,1088421888,2147483648,3205706547,3198773472,1088155791
incr,1067030938,1028443341,3212836864,0,0,1088421888,2147483648,3206125977,3199750636,1088120217
decr,1067030938,1028443341,3212836864,0,0,1088421888,3212836864,3206125978,3199750635,1088119580
incr,1067450368,1028443341,3212836864,0,0,1088421888,3212836864,3206545408,3200769740,1088080887
decr,1067450368,1028443341,3212836864,0,0,1088421888,2147483648,3206545408,3200786738,1088080222
incr,1067869799,1028443341,3212836864,0,0,1088421888,2147483648,3206964838,3201847789,1088038279
decr,1067869799,1028443341,3212836864,0,0,1088421888,3212836864,3206964840,3201847788,1088037589
incr,1068289229,1028443341,3212836864,0,0,1088421888,3212836864,3207384270,3202950779,1087992265
decr,1068289229,1028443341,3212836864,0,0,1088421888,2147483648,3207384268,3202967777,1087991548
incr,1068708659,1028443341,3212836864,0,0,1088421888,2147483648,3207803698,3204112711,1087942711
decr,1068708659,1028443341,3212836864,0,0,1088421888,3212836864,3207803699,3204112709,1087941967
incr,1069128090,1028443341,3212836864,0,0,1088421888,3212836864,3208223131,3204873923,1087889487
decr,1069128090,1028443341,3212836864,0,0,1088421888,2147483648,3208223129,3204882422,1087888717
incr,1069547520,1028443341,3212836864,0,0,1088421888,2147483648,3208642559,3205496832,1087832462
decr,1069547520,1028443341,3212836864,0,0,1088421888,3212836864,3208642560,3205496831,1087831666
incr,3184315597,1048576000,3212836864,0,0,1088421888,3199263812,1011299620,3114510344,1088421902
decr,3184315597,1048576000,3212836864,0,0,1088421888,3207040480,1035200040,3147406473,1088422224
incr,3175926989,1048576000,3212836864,0,0,1088421888,3183710476,986932112,3081386880,1088421889
decr,3175926989,1048576000,3212836864,0,0,1088421888,3211234783,1028010416,3131125284,1088421932
incr,0,1048576000,3212836864,0,0,1088421888,2147483648,0,0,1088421888
decr,0,1048576000,3212836864,0,0,1088421888,3212836864,2976844132,0,1088421888
incr,1028443341,1048576000,3212836864,0,0,1088421888,3183710476,3134415760,3081386880,1088421887
decr,1028443341,1048576000,3212836864,0,0,1088421888,3211234780,3175494069,3131125288,1088421845
incr,1036831949,1048576000,3212836864,0,0,1088421888,3199263812,3158783268,3114510344,1088421874
decr,1036831949,1048576000,3212836864,0,0,1088421888,3207040479,3182683688,3147406471,1088421553
incr,1041865114,1048576000,3212836864,0,0,1088421888,3207040480,3172479920,3133277656,1088421791
decr,1041865114,1048576000,3212836864,0,0,1088421888,3199263809,3186039132,3156218162,1088420805
incr,1045220557,1048576000,3212836864,0,0,1088421888,3211234783,3181176616,3146513730,1088421507
decr,1045220557,1048576000,3212836864,0,0,1088421888,3183710480,3187454577,3162560441,1088419474
incr,1048576000,1048576000,3212836864,0,0,1088421888,3212836864,3187671040,3155705668,1088420817
decr,1048576000,1048576000,3212836864,0,0,1088421888,2147483648,3187671039,3165904990,1088417498
incr,1050253722,1048576000,3212836864,0,0,1088421888,3211234780,3190918253,3163121080,1088419472
decr,1050253722,1048576000,3212836864,0,0,1088421888,3183710492,3187779270,3169271329,1088414866
incr,1051931443,1048576000,3212836864,0,0,1088421888,3207040479,3193565972,3168333098,1088417222
decr,1051931443,1048576000,3212836864,0,0,1088421888,3199263822,3188486994,3171838642,1088411568
incr,1053609165,1048576000,3212836864,0,0,1088421888,3199263809,3195243694,3172655338,1088413862
decr,1053609165,1048576000,3212836864,0,0,1088421888,3207040474,3190164714,3173829927,1088407545
incr,1055286887,1048576000,3212836864,0,0,1088421888,3183710460,3195951417,3175932437,1088409262
decr,1055286887,1048576000,3212836864,0,0,1088421888,3211234786,3192812439,3176257089,1088402663
incr,1056964608,1048576000,3212836864,0,0,1088421888,2147483648,3196059648,3179282432,1088403363
decr,1056964608,1048576000,3212836864,0,0,1088421888,3212836864,3196059648,3179282432,1088396723
incr,1057803469,1048576000,3212836864,0,0,1088421888,3183710492,3196113763,3180962877,1088396153
decr,1057803469,1048576000,3212836864,0,0,1088421888,3211234781,3197683255,3181125204,1088389471
incr,1058642330,1048576000,3212836864,0,0,1088421888,3199263822,3196467625,3182679771,1088387620
decr,1058642330,1048576000,3212836864,0,0,1088421888,3207040474,3199007115,3183267069,1088380659
incr,1059481191,1048576000,3212836864,0,0,1088421888,3207040482,3197306487,3184514277,1088377707
decr,1059481191,1048576000,3212836864,0,0,1088421888,3199263798,3199845975,3185626869,1088370081
incr,1060320051,1048576000,3212836864,0,0,1088421888,3211234782,3198630346,3186566714,1088366281
decr,1060320051,1048576000,3212836864,0,0,1088421888,3183710472,3200199836,3187887659,1088357607
incr,1061158912,1048576000,3212836864,0,0,1088421888,3212836864,3200253952,3188294644,1088353140
decr,1061158912,1048576000,3212836864,0,0,1088421888,2147483648,3200253952,3189144588,1088343180
incr,1061997773,1048576000,3212836864,0,0,1088421888,3211234781,3201877559,3189635460,1088338033
decr,1061997773,1048576000,3212836864,0,0,1088421888,3183710464,3200308067,3190404239,1088326786
incr,1062836634,1048576000,3212836864,0,0,1088421888,3207040474,3203201419,3191125823,1088320709
decr,1062836634,1048576000,3212836864,0,0,1088421888,3199263825,3200661929,3191682119,1088308415
incr,1063675495,1048576000,3212836864,0,0,1088421888,3199263798,3204040279,3192725154,1088300965
decr,1063675495,1048576000,3212836864,0,0,1088421888,3207040495,3201500792,3193018804,1088288007
incr,1064514355,1048576000,3212836864,0,0,1088421888,3183710472,3204394140,3194383288,1088278670
decr,1064514355,1048576000,3212836864,0,0,1088421888,3211234789,3202824652,3194464451,1088265431
incr,1065353216,1048576000,3212836864,0,0,1088421888,2147483648,3204448256,3196059648,1088253765
decr,1065353216,1048576000,3212836864,0,0,1088421888,3212836864,3204448256,3196059648,1088240486
incr,1065772647,1048576000,3212836864,0,0,1088421888,3183710540,3204475314,3196899191,1088226239
decr,1065772647,1048576000,3212836864,0,0,1088421888,3211234778,3205260060,3196939773,1088212917
incr,1066192077,1048576000,3212836864,0,0,1088421888,3199263825,3204652245,3197747844,1088196080
decr,1066192077,1048576000,3212836864,0,0,1088421888,3207040469,3205921990,3197894668,1088182477
