time_us,in_hdem,in_easd,in_stg,in_dbey,in_pmin,in_thnu,in_hafe,in_ldf,in_ptrm,in_vdlpf,in_tasd,in_tasmn,in_tasmx,in_tascr,in_cosr,in_ptchm,in_prop,in_appr,in_flar,in_glid,in_uas,in_lpcd,in_pmne,in_pmxe,in_tmne,in_tmxe,in_pfai,in_h,in_dh,in_sp,in_dsp,out_th,out_ph,out_hdem,out_spdem,out_dhdem,out_dspdem,out_pmin,out_pmax,out_PEW,out_KEW,out_EBD,out_EBE,out_EBDD,out_EBDE,out_EBDDT,out_Imin,out_Imax,out_I,out_KI,out_tmin,out_tmax,out_hdin,out_hdip,out_hrtl,out_hlpf,out_mcs,out_mss,out_crl,out_srl,out_pto,out_tcs,out_scs,out_pdu,out_dt,out_P,out_K,out_Pdem,out_Kdem
101504382,0,2408,4,0,1000,0,5.4699707,1.00162089,0,-2.81584549,24.7871284,10.2978239,22.9838943,22.6366482,0.998500466,-0.0616872199,0.960065484,0,1,0,1,100,-90,90,0,1,0,5.47976685,-0.60620302,14.5387859,-2.3331387,1,0.00885589328,7.53930855,22.9838943,-1.36671841,-0.779796124,-0.0985011086,0.17453292,1,0.039934516,63.3874741,49.5175514,-6.46796799,-6.22508001,-6.58941174,-19.8967285,43.9159279,17.5841351,-9.73207855,0,1,0,5.47976685,5.47976685,5.47976685,0.999996245,1,4.9999814,5,0,1,0,0.00885589328,0.0999599993,53.7381554,105.688148,73.9353638,264.1297
101604342,0,2408,4,0,1000,0,5.41998291,1.00159109,0,-2.79313254,24.7767944,10.2977018,22.6443119,22.6366062,0.998472452,-0.0507413559,0.96631813,0,1,0,1,100,-90,90,0,1,0,5.42521763,-0.44753015,14.290617,-2.35419965,1,0.00735393027,7.40219021,22.6443119,-1.35423028,-0.779797554,-0.0974414498,0.17453292,1,0.0336818695,63.9552536,49.7639275,-6.18479919,-4.6000452,-6.97717619,-18.9083595,43.6665497,17.5366116,-9.52883244,0,1,0,5.42521763,5.42521763,5.42521763,0.999996245,1,4.9999814,5,0,1,0,0.00735393027,0.0999599993,53.2032127,102.11087,72.5906906,256.382416
101705135,0,2408,4,0,1000,0,5.38000488,1.00155187,0,-2.77153444,24.7768707,10.2975807,22.6366768,22.6366768,0.998458922,-0.0438325778,0.972411335,0,1,0,1,100,-90,90,0,1,0,5.38434362,-0.331882924,14.0549202,-2.3446517,1,0.0051882281,7.2652998,22.4478168,-1.34424257,-1.94948757,-0.0965939686,0.17453292,1,0.0275886655,64.297226,50.0774307,-6.07261944,-3.42018628,-7.39883614,-17.942955,43.4830856,17.4564075,-9.34246922,0,1,0,5.38434362,5.38434362,5.38434362,0.999996245,1,4.9999814,5,0,1,0,0.0051882281,0.100792997,52.8023758,98.7703934,71.2482529,251.95224
101805095,0,2408,4,0,1000,0,5.34997559,1.00151324,0,-2.74950433,24.7768764,10.2973814,22.6366825,22.6366825,0.998464406,-0.0416541211,0.978504479,0,1,0,1,100,-90,90,0,1,0,5.35295963,-0.273550183,13.8275576,-2.29407907,1,0.00413205614,7.13062811,22.2529469,-1.33674049,-1.94948709,-0.095957391,0.17453292,1,0.0214955211,64.6053543,50.4396172,-6.02607822,-2.81797719,-7.63012886,-17.215395,43.1306534,17.3602028,-9.1697588,0,1,0,5.35295963,5.35295963,5.35295963,0.999996245,1,4.9999814,5,0,1,0,0.00413205614,0.0999599993,52.4946022,95.6006775,69.9275742,247.596817
101905055,0,2408,4,0,1000,0,5.31994629,1.00148439,0,-2.72484636,24.7768764,10.297184,22.6366825,22.6366825,0.998487115,-0.0440376662,0.984488308,0,1,0,1,100,-90,90,0,1,0,5.32598162,-0.275564283,13.6168556,-2.20121574,1,0.00483317068,6.99670601,22.0580769,-1.3292383,-1.94948709,-0.0953208432,0.17453292,1,0.0155116916,64.8405762,50.7919579,-6.01106548,-2.81296396,-7.610116,-16.7718124,42.5696907,17.2642975,-9.00878048,0,1,0,5.32598162,5.32598162,5.32598162,0.999996245,1,4.9999814,5,0,1,0,0.00483317068,0.0999599993,52.2300377,92.7093811,68.6142502,243.279373
102005015,0,2408,4,0,1000,0,5.28997803,1.00146544,0,-2.69584036,24.7769108,10.2970495,22.636713,22.636713,0.998522282,-0.0497542918,0.990367353,0,1,0,1,100,-90,90,0,1,0,5.29731417,-0.329264075,13.4182425,-2.07459021,1,0.00746350735,6.86353493,21.8632069,-1.32175159,-1.94948447,-0.0946855545,0.17453292,1,0.00963264704,65.0060883,51.0817299,-5.99977589,-3.30927634,-7.34502554,-16.5976772,41.7946854,17.1836147,-8.8564806,0,1,0,5.29731417,5.29731417,5.29731417,0.999996245,1,4.9999814,5,0,1,0,0.00746350735,0.0999599993,51.9489059,90.0246124,67.3082886,238.999908
102104975,0,2408,4,0,1000,0,5.25994873,1.00146544,0,-2.66150975,24.7769432,10.2969646,22.6367416,22.6367416,0.998564363,-0.0569953732,0.996191621,0,1,0,1,100,-90,90,0,1,0,5.2616334,-0.416642606,13.2253351,-1.93097341,1,0.0118422806,6.73111105,21.6683369,-1.31424928,-1.94948208,-0.0940489918,0.17453292,1,0.00380837917,65.1156006,51.2659378,-5.96355152,-4.1226635,-6.88399553,-16.6319351,40.8383904,17.1284103,-8.70851612,0,1,0,5.2616334,5.2616334,5.2616334,0.999996245,1,4.9999814,5,0,1,0,0.0118422806,0.0999599993,51.598999,87.4547424,66.0096512,234.758408
102204935,0,2408,4,6.17740917,1000,0,5.20996094,1.00147498,0,-2.62190104,24.7765923,10.2968187,22.6364212,22.6364212,0.998602629,-0.0636856332,1,0,1,0,1,100,-90,90,0,1,0,5.21730709,-0.514733315,13.0347252,-1.79039693,1,0.0163512249,6.59923697,21.4734631,-1.30176103,-1.94950962,-0.0929893181,0.17453292,1,0,64.7164078,51.1643066,-5.98986435,-5.0478096,-6.46089172,-16.5806599,39.9259186,17.1001606,-8.54914093,0,1,0,5.21730709,5.21730709,5.21730709,0.999996245,1,4.9999814,5,0,1,0,0.0163512249,0.0999599993,51.1643066,84.952034,64.7164078,230.55481
102304895,0,2408,4,6.14068985,1000,0,5.15997314,1.00150359,0,-2.57794929,24.776495,10.2968273,22.6363335,22.6363335,0.998628974,-0.0679942593,1,0,1,0,1,100,-90,90,0,1,0,5.16113472,-0.600635052,12.845521,-1.67086792,1,0.0182155035,6.46861124,21.2785892,-1.28927267,-1.94951713,-0.0919296667,0.17453292,1,0,63.4354057,50.6134415,-6.23246384,-5.89021778,-6.40358686,-16.1700211,39.3828583,17.0898972,-8.391675,0,1,0,5.16113472,5.16113472,5.16113472,0.999996245,1,4.9999814,5,0,1,0,0.0182155035,0.0999599993,50.6134415,82.5037079,63.4354057,226.389175
102404855,0,2407,4,6.36388731,1000,0,5.08996582,1.00153255,0,-2.53126812,24.776413,10.2969398,22.6362572,22.6362572,0.998637319,-0.0687477961,1,0,1,0,1,100,-90,90,0,1,0,5.09672976,-0.65566498,12.6627741,-1.58439219,1,0.0202072263,6.33903265,21.0837154,-1.27178311,-1.94952381,-0.0904456377,0.17453292,1,0,62.1646767,49.9818459,-6.38051701,-6.42987728,-6.35583687,-15.7123451,38.8659286,17.0913773,-8.22621918,0,1,0,5.09672976,5.09672976,5.09672976,0.999996245,1,4.9999814,5,0,1,0,0.0202072263,0.0999599993,49.9818459,80.1729202,62.1646767,222.261536
102504815,0,2407,4,6.80932188,1000,0,5.0199585,1.00154221,0,-2.48368168,24.7659798,10.2970304,22.6361256,22.6361256,0.998624206,-0.0659369305,1,0,1,0,1,100,-90,90,0,1,0,5.02745962,-0.670820713,12.4902191,-1.53227973,1,0.0209835488,6.2112031,20.8888397,-1.25429344,-1.94953513,-0.0889615938,0.17453292,1,0,60.9110947,49.302536,-6.49613762,-6.57850409,-6.45495415,-15.1307259,38.5220337,17.0938473,-8.06867695,0,1,0,5.02745962,5.02745962,5.02745962,0.999996245,1,4.9999814,5,0,1,0,0.0209835488,0.0999599993,49.302536,78.0027847,60.9110947,218.171814
102604775,0,2407,4,7.42858315,1000,0,4.94995117,1.00156164,0,-2.43674874,24.7662067,10.2971725,22.6363335,22.6363335,0.998594522,-0.0604704879,1,0,1,0,1,100,-90,90,0,1,0,4.95826626,-0.648984909,12.3120308,-1.50889802,1,0.020330878,6.08512163,20.6939659,-1.23680353,-1.94951713,-0.087477535,0.17453292,1,0,59.6746597,48.6239815,-6.60356045,-6.36436796,-6.72315693,-14.3753939,38.332756,17.0866737,-7.90877104,0,1,0,4.95826626,4.95826626,4.95826626,0.999996245,1,4.9999814,5,0,1,0,0.020330878,0.0999599993,48.6239815,75.7930527,59.6746597,214.120117
102704735,0,2407,4,8.18572521,1000,0,4.88995361,1.00156164,0,-2.39152837,24.7661057,10.2972307,22.6362419,22.6362419,0.998557866,-0.0538030341,1,0,1,0,1,100,-90,90,0,1,0,4.89391661,-0.601841629,12.1336479,-1.50399947,1,0.0179057755,5.96088839,20.4990921,-1.22181463,-1.94952512,-0.0862056911,0.17453292,1,0,58.4563484,47.9929276,-6.75019836,-5.9020505,-7.17427254,-13.4672546,38.3258972,17.0612392,-7.75635052,0,1,0,4.89391661,4.89391661,4.89391661,0.999996245,1,4.9999814,5,0,1,0,0.0179057755,0.0999599993,47.9929276,73.612709,58.4563484,210.106384
102804695,0,2407,4,9.02583981,1000,0,4.82995605,1.00154221,0,-2.34846902,24.765974,10.2971754,22.6361198,22.6361198,0.998523951,-0.047592476,1,0,1,0,1,100,-90,90,0,1,0,4.83571005,-0.546197712,11.9676151,-1.50366485,1,0.0144870561,5.83815384,20.3042164,-1.20682561,-1.94953561,-0.0849338472,0.17453292,1,0,57.2527313,47.4221153,-6.91960907,-5.35636997,-7.70122862,-12.5085793,38.4265862,17.0143604,-7.61289835,0,1,0,4.83571005,4.83571005,4.83571005,0.999996245,1,4.9999814,5,0,1,0,0.0144870561,0.0999599993,47.4221153,71.611908,57.2527313,206.1306
102904655,0,2407,4,9.92648792,1000,0,4.77996826,1.00152278,0,-2.30735803,24.765686,10.296957,22.6358585,22.6358585,0.998501837,-0.0433689281,1,0,1,0,1,100,-90,90,0,1,0,4.78239679,-0.499790639,11.800725,-1.49747908,1,0.0106073935,5.71701813,20.1093388,-1.19433737,-1.94955814,-0.0838741958,0.17453292,1,0,56.0647964,46.899292,-7.12969685,-4.90127182,-8.24390984,-11.5614414,38.5407944,16.9475346,-7.47607803,0,1,0,4.78239679,4.78239679,4.78239679,0.999996245,1,4.9999814,5,0,1,0,0.0106073935,0.0999599993,46.899292,69.6285553,56.0647964,202.192749
103004615,0,2407,4,10.8744898,1000,0,4.72998047,1.00149405,0,-2.26738119,24.7656212,10.2968311,22.6357975,22.6357975,0.998495162,-0.0421637781,1,0,1,0,1,100,-90,90,0,1,0,4.73132372,-0.477039516,11.6447849,-1.47078669,1,0.00737887854,5.59712982,19.9144611,-1.181849,-1.94956338,-0.0828145146,0.17453292,1,0,54.8890953,46.3984375,-7.34465122,-4.67815971,-8.6778965,-10.7447281,38.5744286,16.8675709,-7.3470335,0,1,0,4.73132372,4.73132372,4.73132372,0.999996245,1,4.9999814,5,0,1,0,0.00737887854,0.0999599993,46.3984375,67.8005066,54.8890953,198.292877
103104575,0,2407,4,11.8386583,1000,0,4.66998291,1.00145602,0,-2.22727561,24.7654877,10.296627,22.6356773,22.6356773,0.998506844,-0.0443520471,1,0,1,0,1,100,-90,90,0,1,0,4.67948866,-0.486950785,11.4791489,-1.4174937,1,0.00601812685,5.47839117,19.7195816,-1.16685998,-1.94957364,-0.0815426782,0.17453292,1,0,53.7246666,45.89011,-7.52570915,-4.77535582,-8.90088558,-10.1022978,38.3721657,16.7850933,-7.20673513,0,1,0,4.67948866,4.67948866,4.67948866,0.999996245,1,4.9999814,5,0,1,0,0.00601812685,0.0999599993,45.89011,65.8854294,53.7246666,194.430954
103204535,0,2406,4,12.8241701,1000,0,4.61999512,1.00143719,0,-2.18573952,24.7658043,10.2965641,22.6359653,22.6359653,0.998535216,-0.0495047271,1,0,1,0,1,100,-90,90,0,1,0,4.62456369,-0.530314982,11.3287659,-1.33668399,1,0.00598435197,5.36124992,19.524704,-1.15437174,-1.94954884,-0.0804830268,0.17453292,1,0,52.575901,45.3514786,-7.70830822,-5.2006135,-8.96215534,-9.67435169,38.047348,16.7098923,-7.08289194,0,1,0,4.62456369,4.62456369,4.62456369,0.999996245,1,4.9999814,5,0,1,0,0.00598435197,0.0999599993,45.3514786,64.1704712,52.575901,190.607025
103304495,0,2406,4,13.8196802,1000,0,4.55999756,1.00140929,0,-2.14161849,24.7555027,10.2964611,22.6359558,22.6359558,0.998573065,-0.056440305,1,0,1,0,1,100,-90,90,0,1,0,4.56537247,-0.600482941,11.1871157,-1.23533583,1,0.0079898471,5.24525738,19.3298264,-1.13938272,-1.94954967,-0.0792111829,0.17453292,1,0,51.4384041,44.7710114,-7.83983135,-5.88872623,-8.81538391,-9.44856834,37.5369034,16.6513824,-6.95944738,0,1,0,4.56537247,4.56537247,4.56537247,0.999996245,1,4.9999814,5,0,1,0,0.0079898471,0.0999599993,44.7710114,62.575779,51.4384041,186.821091
103404455,0,2406,4,14.8219538,1000,0,4.48999023,1.00139999,0,-2.09444094,24.7550507,10.2961302,22.63554,22.63554,0.998612761,-0.0635337755,1,0,1,0,1,100,-90,90,0,1,0,4.49940348,-0.684626937,11.0491819,-1.12582815,1,0.0118037453,5.13066196,19.1349449,-1.12189305,-1.94958556,-0.0777271166,0.17453292,1,0,50.3146057,44.1240768,-7.90674782,-6.71389675,-8.50317383,-9.37478256,36.8705673,16.615612,-6.83343792,0,1,0,4.49940348,4.49940348,4.49940348,0.999996245,1,4.9999814,5,0,1,0,0.0118037453,0.0999599993,44.1240768,61.0422096,50.3146057,183.073059
103504415,0,2406,4,15.8269596,1000,0,4.41998291,1.0013907,0,-2.0443821,24.7550507,10.2960815,22.63554,22.63554,0.998648226,-0.0690762401,1,0,1,0,1,100,-90,90,0,1,0,4.42317486,-0.767181516,10.9136734,-1.02294278,1,0.0166642461,5.01781511,18.9400635,-1.1044035,-1.94958556,-0.0762430802,0.17453292,1,0,49.2079582,43.3765297,-7.91478443,-7.52348089,-8.11043644,-9.38943195,36.1299324,16.603878,-6.70992422,0,1,0,4.42317486,4.42317486,4.42317486,0.999996245,1,4.9999814,5,0,1,0,0.0166642461,0.0999599993,43.3765297,59.5541344,49.2079582,179.363007
103604375,0,2406,4,16.84202,1000,0,4.32995605,1.00138152,0,-1.99235404,24.7552681,10.2961245,22.6357403,22.6357403,0.998674572,-0.0716455653,1,0,1,0,1,100,-90,90,0,1,0,4.3396306,-0.831866145,10.7736158,-0.941851735,1,0.0224672295,4.9065156,18.7451839,-1.08191228,-1.94956827,-0.0743346587,0.17453292,1,0,48.1164818,42.5572395,-7.83031368,-8.1578207,-7.66656017,-9.40709782,35.3264732,16.613699,-6.5734067,0,1,0,4.3396306,4.3396306,4.3396306,0.999996245,1,4.9999814,5,0,1,0,0.0224672295,0.0999599993,42.5572395,58.0354004,48.1164818,175.690964
103704335,0,2406,4,17.8442993,1000,0,4.25,1.00137234,0,-1.93974948,24.7547779,10.2958736,22.6352921,22.6352921,0.998689413,-0.0703772008,1,0,1,0,1,100,-90,90,0,1,0,4.25224447,-0.86595881,10.6469431,-0.890221119,1,0.0270107277,4.79756546,18.5503006,-1.06193697,-1.9496069,-0.0726397261,0.17453292,1,0,47.0480461,41.7002754,-7.74015903,-8.49215508,-7.36416101,-9.33177757,34.6988564,16.6362495,-6.45187616,0,1,0,4.25224447,4.25224447,4.25224447,0.999996245,1,4.9999814,5,0,1,0,0.0270107277,0.0999599993,41.7002754,56.6786995,47.0480461,172.056824
103805128,0,2405,4,18.8524704,1000,0,4.15997314,1.00134504,0,-1.88774884,24.7547951,10.2958336,22.6353073,22.6353073,0.998694599,-0.0651505217,1,0,1,0,1,100,-90,90,0,1,0,4.16217089,-0.862962902,10.5289993,-0.872110367,1,0.0305238105,4.68964529,18.3537941,-1.039446,-1.94960558,-0.0707312971,0.17453292,1,0,45.9897118,40.8169556,-7.60710526,-8.46277523,-7.17927027,-9.13466454,34.2111626,16.6621227,-6.331141,0,1,0,4.16217089,4.16217089,4.16217089,0.999996245,1,4.9999814,5,0,1,0,0.0305238105,0.100792997,40.8169556,55.4299126,45.9897118,168.430878
103905088,0,2405,4,19.8776321,1000,0,4.06994629,1.00132692,0,-1.83876491,24.7442741,10.2955971,22.6350956,22.6350956,0.998696208,-0.0566669479,1,0,1,0,1,100,-90,90,0,1,0,4.07395077,-0.822434902,10.4211321,-0.885917842,1,0.0322259963,4.58483887,18.1589088,-1.01695478,-1.94962382,-0.068822898,0.17453292,1,0,44.9619102,39.9518089,-7.4678688,-8.06533146,-7.16913748,-8.78263283,33.9240913,16.6800404,-6.21752167,0,1,0,4.07395077,4.07395077,4.07395077,0.999996245,1,4.9999814,5,0,1,0,0.0322259963,0.0999599993,39.9518089,54.2999954,44.9619102,164.872986
104005048,0,2405,4,20.8963223,1000,0,3.98999023,1.00129116,0,-1.79352355,24.744482,10.2955914,22.6352863,22.6352863,0.99870044,-0.0465404838,1,0,1,0,1,100,-90,90,0,1,0,3.99186277,-0.754103601,10.322485,-0.92198658,1,0.0316588953,4.48238182,17.9640255,-0.996979713,-1.94960737,-0.0671279505,0.17453292,1,0,43.9571495,39.146801,-7.37185669,-7.39523029,-7.36016989,-8.26902199,33.8618584,16.6807404,-6.11577177,0,1,0,3.99186277,3.99186277,3.99186277,0.999996245,1,4.9999814,5,0,1,0,0.0316588953,0.0999599993,39.146801,53.2768478,43.9571495,161.353104
104105008,0,2405,4,21.9075565,1000,0,3.91998291,1.00125587,0,-1.75264108,24.7444649,10.2953997,22.6352711,22.6352711,0.998709619,-0.0366080143,1,0,1,0,1,100,-90,90,0,1,0,3.92004991,-0.671693265,10.2171345,-0.970364928,1,0.0291930251,4.38202095,17.7691422,-0.979489863,-1.94960868,-0.065643914,0.17453292,1,0,42.9729462,38.4425583,-7.34032059,-6.58706093,-7.71695042,-7.60403728,33.9481659,16.6581516,-6.01618099,0,1,0,3.92004991,3.92004991,3.92004991,0.999996245,1,4.9999814,5,0,1,0,0.0291930251,0.0999599993,38.4425583,52.1949196,42.9729462,157.871201
104204968,0,2405,4,22.910635,1000,0,3.84997559,1.00120389,0,-1.71606588,24.7441959,10.2951069,22.635025,22.635025,0.998726964,-0.0287410263,1,0,1,0,1,100,-90,90,0,1,0,3.85784698,-0.593241096,10.1146355,-1.0159086,1,0.0260217637,4.28340912,17.5742569,-0.962000191,-1.9496299,-0.0641598627,0.17453292,1,0,42.0058937,37.8325539,-7.34732914,-5.81770802,-8.1121397,-6.90794086,34.080204,16.6122818,-5.91902542,0,1,0,3.85784698,3.85784698,3.85784698,0.999996245,1,4.9999814,5,0,1,0,0.0260217637,0.0999599993,37.8325539,51.1529236,42.0058937,154.427246
104304928,0,2404,4,23.9161282,1000,0,3.79998779,1.00115299,0,-1.68298697,24.74403,10.2947693,22.6348724,22.6348724,0.998753667,-0.0244550202,1,0,1,0,1,100,-90,90,0,1,0,3.80258846,-0.535583496,10.0031786,-1.04274523,1,0.0224627424,4.18674612,17.3793697,-0.949511945,-1.94964302,-0.0631002039,0.17453292,1,0,41.0579529,37.2906532,-7.42788124,-5.25227976,-8.51568222,-6.23493767,34.1975937,16.547039,-5.8278141,0,1,0,3.80258846,3.80258846,3.80258846,0.999996245,1,4.9999814,5,0,1,0,0.0224627424,0.0999599993,37.2906532,50.0317917,41.0579529,151.02124
104404888,0,2404,4,24.9123497,1000,0,3.75,1.00110316,0,-1.65197861,24.7335777,10.2944403,22.6347237,22.6347237,0.998789489,-0.0244991425,1,0,1,0,1,100,-90,90,0,1,0,3.75055909,-0.511384606,9.90423775,-1.04024482,1,0.0201570168,4.09133148,17.1844826,-0.93702364,-1.94965577,-0.0620405562,0.17453292,1,0,40.1222572,36.7804222,-7.51814556,-5.01496983,-8.76973343,-5.73206806,34.1976242,16.4719734,-5.74444151,0,1,0,3.75055909,3.75055909,3.75055909,0.999996245,1,4.9999814,5,0,1,0,0.0201570168,0.0999599993,36.7804222,49.0469627,40.1222572,147.653214
104504848,0,2404,4,25.8991776,1000,0,3.69000244,1.00105441,0,-1.62131286,24.7336674,10.2942209,22.6348038,22.6348038,0.998833895,-0.0287194811,1,0,1,0,1,100,-90,90,0,1,0,3.69764638,-0.52576381,9.79506588,-1.00155222,1,0.0204669163,3.99706459,16.9895954,-0.922034681,-1.94964898,-0.0607687123,0.17453292,1,0,39.1978149,36.2615242,-7.57392597,-5.15598154,-8.78289795,-5.43688488,33.9305038,16.3994637,-5.65057945,0,1,0,3.69764638,3.69764638,3.69764638,0.999996245,1,4.9999814,5,0,1,0,0.0204669163,0.0999599993,36.2615242,47.9716568,39.1978149,144.323181
104604808,0,2404,4,26.8760281,1000,0,3.63995361,1.00101471,0,-1.58916891,24.7335548,10.2939234,22.6347008,22.6347008,0.998884141,-0.036012385,1,0,1,0,1,100,-90,90,0,1,0,3.64161944,-0.575626016,9.68400288,-0.926836014,1,0.0226878021,3.90439606,16.7947083,-0.909531057,-1.9496578,-0.0597077422,0.17453292,1,0,38.2890472,35.7120895,-7.63097382,-5.64496279,-8.62397957,-5.33381176,33.4864464,16.3399067,-5.5613203,0,1,0,3.64161944,3.64161944,3.64161944,0.999996245,1,4.9999814,5,0,1,0,0.0226878021,0.0999599993,35.7120895,46.8899574,38.2890472,141.031113
104704768,0,2403,4,27.8425674,1000,0,3.56994629,1.00098348,0,-1.55426753,24.7337132,10.2937851,22.6348457,22.6348457,0.998936534,-0.0444879532,1,0,1,0,1,100,-90,90,0,1,0,3.57844639,-0.65069592,9.58713913,-0.830353558,1,0.0279174838,3.81277657,16.5998211,-0.892041445,-1.94964528,-0.0582237095,0.17453292,1,0,37.3905678,35.0925713,-7.5989399,-6.38114738,-8.20783615,-5.47081852,32.8216171,16.3033867,-5.47081232,0,1,0,3.57844639,3.57844639,3.57844639,0.999996245,1,4.9999814,5,0,1,0,0.0279174838,0.0999599993,35.0925713,45.9566193,37.3905678,137.777023
104804728,0,2403,4,28.7990265,1000,0,3.5,1.00095272,0,-1.51615858,24.7230453,10.2934675,22.6345005,22.6345005,0.998989165,-0.0519050471,1,0,1,0,1,100,-90,90,0,1,0,3.50787187,-0.734347403,9.50045776,-0.728844464,1,0.0346087962,3.72290659,16.404932,-0.874567091,-1.94967508,-0.056740962,0.17453292,1,0,36.509243,34.4004707,-7.52218723,-7.20148802,-7.68253708,-5.7342968,32.0737762,16.2937698,-5.38681221,0,1,0,3.50787187,3.50787187,3.50787187,0.999996245,1,4.9999814,5,0,1,0,0.0346087962,0.0999599993,34.4004707,45.1293488,36.509243,134.560898
104904688,0,2403,4,29.7447567,1000,0,3.41998291,1.00093746,0,-1.4752717,24.7230854,10.2933254,22.6345367,22.6345367,0.999038458,-0.0561226085,1,0,1,0,1,100,-90,90,0,1,0,3.42781043,-0.808480799,9.41149807,-0.640168846,1,0.0425631627,3.6346817,16.210043,-0.854576528,-1.94967198,-0.055044733,0.17453292,1,0,35.6440506,33.6153374,-7.36617661,-7.92848825,-7.08502102,-6.04962826,31.2478676,16.3106327,-5.2972331,0,1,0,3.42781043,3.42781043,3.42781043,0.999996245,1,4.9999814,5,0,1,0,0.0425631627,0.0999599993,33.6153374,44.288147,35.6440506,131.382751
105004648,0,2403,4,30.6912537,1000,0,3.33996582,1.00090742,0,-1.43287492,24.7231293,10.2932644,22.6345749,22.6345749,0.999079406,-0.0555598922,1,0,1,0,1,100,-90,90,0,1,0,3.34192848,-0.855117321,9.33551884,-0.580598712,1,0.0498805307,3.54845548,16.0151539,-0.834586203,-1.94966865,-0.0533485003,0.17453292,1,0,34.7984619,32.7731247,-7.17182636,-8.3858366,-6.56482124,-6.3085022,30.5326004,16.3470383,-5.21564579,0,1,0,3.34192848,3.34192848,3.34192848,0.999996245,1,4.9999814,5,0,1,0,0.0498805307,0.0999599993,32.7731247,43.5759544,34.7984619,128.242584
105104608,0,2403,4,31.6267052,1000,0,3.25,1.00088525,0,-1.39076364,24.7230148,10.2930622,22.6344719,22.6344719,0.999110341,-0.0495822132,1,0,1,0,1,100,-90,90,0,1,0,3.25439835,-0.861822784,9.26429939,-0.560062289,1,0.0559393279,3.46412754,15.8202639,-0.812110305,-1.94967747,-0.0514413677,0.17453292,1,0,33.9714851,31.9147453,-6.93571186,-8.45159435,-6.17777061,-6.42407799,29.9627018,16.3924961,-5.13253975,0,1,0,3.25439835,3.25439835,3.25439835,0.999996245,1,4.9999814,5,0,1,0,0.0559393279,0.0999599993,31.9147453,42.91362,33.9714851,125.140373
105204568,0,2402,4,32.5509453,1000,0,3.15997314,1.00085616,0,-1.35093093,24.7226009,10.2927771,22.6340942,22.6340942,0.999132454,-0.038716916,1,0,1,0,1,100,-90,90,0,1,0,3.1686337,-0.824529171,9.18117046,-0.581103027,1,0.059841387,3.38204575,15.625371,-0.789619267,-1.94971001,-0.0495329499,0.17453292,1,0,33.1665382,31.0736828,-6.69709206,-8.08586884,-6.00270367,-6.31424046,29.5742111,16.4341431,-5.04352856,0,1,0,3.1686337,3.1686337,3.1686337,0.999996245,1,4.9999814,5,0,1,0,0.059841387,0.0999599993,31.0736828,42.146946,33.1665382,122.076111
105304528,0,2402,4,33.4756432,1000,0,3.07995605,1.0008204,0,-1.3151027,24.7121696,10.2925673,22.6339626,22.6339626,0.999150097,-0.0246184822,1,0,1,0,1,100,-90,90,0,1,0,3.08719778,-0.748622179,9.09955883,-0.6372298,1,0.0608545057,3.30231237,15.4304771,-0.769628704,-1.94972134,-0.0478367172,0.17453292,1,0,32.3846207,30.2750683,-6.49270344,-7.34147596,-6.06831741,-5.9877758,29.4302979,16.4595966,-4.96085501,0,1,0,3.08719778,3.08719778,3.08719778,0.999996245,1,4.9999814,5,0,1,0,0.0608545057,0.0999599993,30.2750683,41.4009857,32.3846207,119.049812
105404488,0,2402,4,34.3896675,1000,0,3.00994873,1.00077844,0,-1.28453386,24.7120667,10.2923412,22.6338673,22.6338673,0.999167323,-0.00972433388,1,0,1,0,1,100,-90,90,0,1,0,3.01352787,-0.648445427,9.01792336,-0.718590617,1,0.0593110174,3.2246778,15.2355824,-0.752139091,-1.94972956,-0.0463526808,0.17453292,1,0,31.6232872,29.5526142,-6.34062862,-6.35907745,-6.33140421,-5.48528814,29.4837971,16.4601498,-4.8835392,0,1,0,3.01352787,3.01352787,3.01352787,0.999996245,1,4.9999814,5,0,1,0,0.0593110174,0.0999599993,29.5526142,40.6614723,31.6232872,116.061485
105504448,0,2402,4,35.3025551,1000,0,2.94995117,1.00073767,0,-1.25973439,24.7123585,10.2922468,22.6341362,22.6341362,0.999186218,0.00327358767,1,0,1,0,1,100,-90,90,0,1,0,2.95029259,-0.543803513,8.94736004,-0.809178174,1,0.0558302514,3.14889216,15.0406895,-0.737150073,-1.94970644,-0.0450808331,0.17453292,1,0,30.8800831,28.9324875,-6.25517511,-5.33289099,-6.71631718,-4.89631367,29.6875458,16.4324932,-4.81742716,0,1,0,2.95029259,2.95029259,2.95029259,0.999996245,1,4.9999814,5,0,1,0,0.0558302514,0.0999599993,28.9324875,40.027626,30.8800831,113.111168
